Annexure II- Nifty Next 50 Index : March 2018,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ABB,ABB India Ltd.,ELECTRICAL EQUIPMENT,423816750,6858.68,0.98,0.74,0.09,1.05,-15.48,0.07
2,ACC,ACC Ltd.,CEMENT AND CEMENT PRODUCTS,1877871730,12739.01,1.83,1.02,0.19,1.17,-7.12,0.03
3,ASHOKLEY,Ashok Leyland Ltd.,AUTOMOBILES - 4 WHEELERS,2927104101,20861.62,2.99,1.15,0.15,1.53,2.79,0.03
4,DMART,Avenue Supermarts Ltd.,MISCELLANEOUS,6240844860,9094.66,1.30,0.97,0.08,1.78,-1.73,0.04
5,BAJAJFINSV,Bajaj Finserv Ltd.,FINANCE,795675485,31273.05,4.49,1.17,0.20,1.39,2.37,0.04
6,BANKBARODA,Bank of Baroda,BANKS,4608319196,13443.16,1.93,1.87,0.16,3.13,0.25,0.04
7,BEL,Bharat Electronics Ltd.,ELECTRONICS - INDUSTRIAL,2456990723,11121.32,1.60,1.26,0.22,1.44,-8.36,0.04
8,BHEL,Bharat Heavy Electricals Ltd.,ELECTRICAL EQUIPMENT,7342800000,11050.73,1.59,1.35,0.21,1.33,-9.51,0.04
9,BRITANNIA,Britannia Industries Ltd.,FOOD AND FOOD PROCESSING,240118296,29241.53,4.19,0.58,0.10,0.87,-0.47,0.03
10,CADILAHC,Cadila Healthcare Ltd.,PHARMACEUTICALS,1023742595,9670.53,1.39,0.96,0.10,1.74,-6.73,0.04
11,COLPAL,Colgate Palmolive (India) Ltd.,PERSONAL CARE,271985634,14085.62,2.02,0.41,0.05,0.76,1.52,0.04
12,CONCOR,Container Corporation of India Ltd.,TRAVEL AND TRANSPORT,2437177390,13655.38,1.96,0.79,0.09,1.54,-4.53,0.04
13,CUMMINSIND,Cummins India Ltd.,DIESEL ENGINES,554400000,9511.36,1.36,0.82,0.09,1.10,-12.02,0.05
14,DLF,DLF Ltd.,CONSTRUCTION,3568120260,8976.05,1.29,1.94,0.20,2.32,-11.05,0.03
15,DABUR,Dabur India Ltd.,PERSONAL CARE,1761520510,18511.47,2.66,0.62,0.11,0.97,1.03,0.02
16,EMAMILTD,Emami Ltd.,PERSONAL CARE,226967619,6550.05,0.94,0.57,0.06,1.18,-1.03,0.06
17,GSKCONS,GlaxoSmithkline Consumer Healthcare Ltd.,FOOD AND FOOD PROCESSING,420555380,7183.20,1.03,0.39,0.03,2.35,-8.91,0.09
