Annexure II-  Nifty 50 Index : March 2018,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,SHIPPING,4141903522,27132.99,0.70,1.29,0.21,2.20,-13.29,0.03
2,AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3971290458,17114.57,0.44,0.96,0.19,1.49,-7.69,0.03
3,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790,50510.20,1.29,0.66,0.12,1.20,0.24,0.02
4,AUROPHARMA,Aurobindo Pharma Ltd.,PHARMACEUTICALS,585882409,15688.06,0.40,0.98,0.09,1.25,-9.13,0.02
5,AXISBANK,Axis Bank Ltd.,BANKS,5128223384,81156.70,2.08,1.24,0.22,1.64,-3.45,0.03
6,BAJAJ-AUTO,Bajaj Auto Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2893670200,37328.61,0.96,1.07,0.31,1.20,-9.13,0.03
7,BAJFINANCE,Bajaj Finance Ltd.,FINANCE,1153034616,41779.95,1.07,1.34,0.20,1.64,7.76,0.02
8,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,21692527440,33380.90,0.86,0.93,0.12,2.15,-0.49,0.02
9,BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,19987000510,52594.19,1.35,1.22,0.16,2.23,-6.97,0.03
10,INFRATEL,Bharti Infratel Ltd.,TELECOMMUNICATION - EQUIPMENT,18496082460,26113.32,0.67,0.84,0.07,1.98,-3.04,0.03
11,BOSCHLTD,Bosch Ltd.,AUTO ANCILLARIES,305207400,16497.27,0.42,0.78,0.14,1.40,-3.58,0.04
12,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1609889380,27660.60,0.71,0.75,0.09,0.92,-7.50,0.02
13,COALINDIA,Coal India Ltd.,MINING,62074091770,36929.74,0.95,0.71,0.10,1.76,-8.36,0.03
14,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,829436320,25194.98,0.65,0.71,0.06,1.14,-7.00,0.03
15,EICHERMOT,Eicher Motors Ltd.,AUTOMOBILES - 4 WHEELERS,272367080,37866.10,0.97,0.90,0.14,1.38,3.41,0.02
16,GAIL,GAIL (India) Ltd.,GAS,22550709330,28154.34,0.72,0.81,0.09,1.49,-4.25,0.02
