Annexure II- Nifty Next 50 Index : Jan 2020,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ACC,ACC Ltd.,CEMENT AND CEMENT PRODUCTS,1877872630,12714.51,1.63,1.33,0.44,1.43,4.08,0.02
2,AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3971290458,15024.38,1.92,1.58,0.53,1.72,4.20,0.03
3,ASHOKLEY,Ashok Leyland Ltd.,AUTOMOBILES - 4 WHEELERS,2935527276,11787.76,1.51,2.05,0.44,1.65,0.55,0.04
4,AUROPHARMA,Aurobindo Pharma Ltd.,PHARMACEUTICALS,585938609,13539.40,1.73,0.79,0.08,2.03,5.37,0.02
5,DMART,Avenue Supermarts Ltd.,MISCELLANEOUS,6269603690,24082.24,3.08,1.09,0.24,1.73,16.08,0.03
6,BAJAJHLDNG,Bajaj Holdings & Investment Ltd.,FINANCE,1112935100,17684.29,2.26,0.67,0.11,1.35,1.40,0.05
7,BANDHANBNK,Bandhan Bank Ltd.,BANKS,16100709610,18852.48,2.41,1.36,0.19,2.09,-11.39,0.03
8,BANKBARODA,Bank of Baroda,BANKS,9241133172,11136.49,1.43,1.85,0.42,1.71,-9.03,0.03
9,BERGEPAINT,Berger Paints India Ltd.,PAINTS,971129711,13599.46,1.74,1.00,0.24,1.90,8.65,0.02
10,BIOCON,Biocon Ltd.,PHARMACEUTICALS,6000000000,13069.14,1.67,0.65,0.09,1.40,0.22,0.03
11,BOSCHLTD,Bosch Ltd.,AUTO ANCILLARIES,294936400,11876.66,1.52,1.16,0.32,1.77,-9.68,0.04
12,CADILAHC,Cadila Healthcare Ltd.,PHARMACEUTICALS,1023742595,6796.37,0.87,0.80,0.15,1.09,4.42,0.04
