Annexure II- Nifty Next 50 Index : October 2017,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ABB,ABB India Ltd.,ELECTRICAL EQUIPMENT,423816750,7341.83,1.04,0.51,0.04,0.94,-0.93,0.05
2,ACC,ACC Ltd.,CEMENT AND CEMENT PRODUCTS,1877871730,15291.04,2.17,1.24,0.30,1.17,9.21,0.02
3,ASHOKLEY,Ashok Leyland Ltd.,AUTOMOBILES - 4 WHEELERS,2926534926,18814.11,2.66,1.32,0.22,1.27,6.58,0.03
4,DMART,Avenue Supermarts Ltd.,MISCELLANEOUS,6240844860,7830.14,1.11,0.87,0.04,2.68,5.76,0.05
5,BAJAJFINSV,Bajaj Finserv Ltd.,FINANCE,795658900,30297.62,4.29,1.41,0.22,1.23,-2.80,0.04
6,BANKBARODA,Bank of Baroda,BANKS,4608319196,16050.55,2.27,1.70,0.14,7.20,23.47,0.03
7,BEL,Bharat Electronics Ltd.,ELECTRONICS - INDUSTRIAL,2456990723,14513.94,2.06,1.19,0.21,1.44,13.39,0.03
8,BHEL,Bharat Heavy Electricals Ltd.,ELECTRICAL EQUIPMENT,7342800000,13312.50,1.89,1.25,0.21,1.77,16.74,0.04
9,BRITANNIA,Britannia Industries Ltd.,FOOD AND FOOD PROCESSING,240118296,27293.71,3.87,0.87,0.20,1.38,6.80,0.02
10,CADILAHC,Cadila Healthcare Ltd.,PHARMACEUTICALS,1023742595,12885.08,1.83,1.14,0.09,1.31,7.04,0.04
11,COLPAL,Colgate Palmolive (India) Ltd.,PERSONAL CARE,271985634,14188.91,2.01,0.40,0.05,1.28,-0.20,0.03
12,CONCOR,Container Corporation of India Ltd.,TRAVEL AND TRANSPORT,2437177390,15160.64,2.15,0.65,0.07,1.09,2.65,0.04
13,CUMMINSIND,Cummins India Ltd.,DIESEL ENGINES,554400000,12294.47,1.74,0.84,0.11,0.93,-2.08,0.04
14,DLF,DLF Ltd.,CONSTRUCTION,3568116260,8980.50,1.27,2.31,0.25,1.93,22.55,0.04
15,DABUR,Dabur India Ltd.,PERSONAL CARE,1761520510,18762.31,2.66,0.73,0.15,1.03,9.13,0.04
16,EMAMILTD,Emami Ltd.,PERSONAL CARE,226967619,7710.71,1.09,0.94,0.12,1.16,15.00,0.07
17,GSKCONS,GlaxoSmithkline Consumer Healthcare Ltd.,FOOD AND FOOD PROCESSING,420555380,5970.68,0.85,0.41,0.06,0.71,1.07,0.07
18,GLAXO,Glaxosmithkline Pharmaceuticals Ltd.,PHARMACEUTICALS,847030170,5476.37,0.78,0.13,0.01,1.11,3.17,0.09
19,GLENMARK,Glenmark Pharmaceuticals Ltd.,PHARMACEUTICALS,282168156,9237.65,1.31,0.78,0.08,0.92,3.24,0.03
20,GODREJCP,Godrej Consumer Products Ltd.,PERSONAL CARE,681329518,23542.86,3.33,1.07,0.15,1.25,1.60,0.04
21,HAVELLS,Havells India Ltd.,ELECTRICAL EQUIPMENT,625148473,11515.55,1.63,1.35,0.21,2.24,0.33,0.04
22,HINDZINC,Hindustan Zinc Ltd.,METALS,8450638000,7992.19,1.13,1.28,0.16,1.10,6.54,0.03
23,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd.,FINANCE,14354669600,11062.28,1.57,0.72,0.08,1.33,4.32,0.04
