Annexure II- Nifty Next 50 Index : February 2024,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ABB,ABB India Ltd.,POWER EQUIPMENT,423816750,32897.01,1.63,0.77,0.07,3.34,16.55,0.02
2,ADANIENSOL,Adani Energy Solutions Ltd.,POWER - TRANSMISSION,11154926830,15211.66,0.75,0.83,0.02,2.74,-0.28,0.05
3,ADANIGREEN,Adani Green Energy Ltd.,POWER,15840324780,32746.91,1.62,1.03,0.04,2.49,13.51,0.04
4,ATGL,Adani Total Gas Ltd.,LPG/CNG/PNG/LNG SUPPLIER,1099810083,13375.64,0.66,1.14,0.04,1.77,1.31,0.05
5,AWL,Adani Wilmar Ltd.,EDIBLE OIL,1299678605,2823.19,0.14,1.21,0.09,2.72,7.37,0.04
6,AMBUJACEM,Ambuja Cements Ltd.,CEMENT,3971290458,50766.67,2.51,1.30,0.19,1.38,8.14,0.03
7,DMART,Avenue Supermarts Ltd.,DIVERSIFIED RETAIL,6507330680,27819.71,1.37,0.46,0.05,0.87,3.33,0.04
8,BAJAJHLDNG,Bajaj Holdings & Investment Ltd.,HOLDING COMPANIES,1112935100,18836.24,0.93,0.54,0.04,1.41,9.36,0.04
9,BANKBARODA,Bank of Baroda,PUBLIC SECTOR BANK,10342724358,56359.16,2.78,1.34,0.23,2.26,7.21,0.03
10,BERGEPAINT,Berger Paints India Ltd.,PAINTS,1165706982,19357.49,0.96,0.65,0.08,1.88,7.35,0.03
11,BEL,Bharat Electronics Ltd.,DEFENSE,7309778829,83779.99,4.14,1.15,0.20,1.94,10.33,0.03
12,BOSCHLTD,Bosch Ltd.,AUTO ANCILLARIES,294936400,27888.67,1.38,0.64,0.11,1.78,21.31,0.03
13,CANBK,Canara Bank,PUBLIC SECTOR BANK,18141302520,43208.58,2.13,1.34,0.21,2.50,17.11,0.03
14,CHOLAFIN,Cholamandalam Investment and Finance Company Ltd.,NBFC,1679268120,50062.58,2.47,0.97,0.12,1.87,-8.02,0.02
15,COLPAL,Colgate Palmolive (India) Ltd.,PERSONAL CARE,271985634,38404.19,1.90,0.57,0.08,1.19,-1.65,0.03
16,DLF,DLF Ltd.,RESIDENTIAL/COMMERCIAL/SEZ Project,4950630072,66145.36,3.27,1.28,0.22,1.62,12.29,0.03
17,DABUR,Dabur India Ltd.,PERSONAL CARE,1772036910,35889.25,1.77,0.78,0.19,1.06,-0.27,0.02
18,GAIL,GAIL (India) Ltd.,GAS TRANSMISSION/MARKETING,65750996440,56030.96,2.77,1.17,0.18,1.92,5.59,0.04
19,GODREJCP,Godrej Consumer Products Ltd.,PERSONAL CARE,1022820329,54281.58,2.68,0.54,0.06,2.09,8.03,0.03
20,HAVELLS,Havells India Ltd.,CONSUMER ELECTRONICS,626683030,43778.08,2.16,0.66,0.09,1.34,18.31,0.03
21,HAL,Hindustan Aeronautics Ltd.,AEROSPACE,3343875000,65861.83,3.25,0.96,0.11,2.11,2.82,0.03
22,ICICIGI,ICICI Lombard General Insurance Company Ltd.,GENERAL INSURANCE,4921917930,49963.45,2.47,0.55,0.06,1.53,14.34,0.04
23,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd.,LIFE INSURANCE,14400524510,23618.83,1.17,0.78,0.09,1.59,5.84,0.04
24,IOC,Indian Oil Corporation Ltd.,REFINERIES/MARKETING,141212383830,69318.58,3.42,0.95,0.11,3.70,12.66,0.04
25,IRCTC,Indian Railway Catering And Tourism Corporation Ltd.,TRAVEL,1600000000,32152.52,1.59,1.16,0.15,1.87,-5.10,0.04
26,NAUKRI,Info Edge (India) Ltd.,E-RETAIL/ E-COMMERCE,1293841200,46637.12,2.30,1.31,0.22,1.72,4.69,0.04
27,INDIGO,InterGlobe Aviation Ltd.,AIRLINES,3859451380,51386.52,2.54,0.79,0.11,1.39,6.55,0.03
28,JINDALSTEL,Jindal Steel & Power Ltd.,STEEL,1020088097,32509.94,1.61,1.23,0.17,1.93,2.52,0.03
29,LICI,Life Insurance Corporation of India,LIFE INSURANCE,63249977010,12273.51,0.61,0.88,0.10,2.89,7.69,0.04
30,MARICO,Marico Ltd.,PERSONAL CARE,1293833608,30844.82,1.52,0.32,0.02,0.87,-0.99,0.03
31,MUTHOOTFIN,Muthoot Finance Ltd.,NBFC,4014580410,16116.57,0.80,0.95,0.16,1.79,-6.54,0.04
32,PIIND,PI Industries Ltd.,PESTICIDES AND AGROCHEMICALS,151718118,33680.08,1.66,0.97,0.15,1.63,8.90,0.04
33,PIDILITIND,Pidilite Industries Ltd.,CHEMICALS - SPECIALITY,508607990,47609.64,2.35,0.55,0.09,1.32,8.01,0.02
34,PGHH,Procter & Gamble Hygiene & Health Care Ltd.,PERSONAL CARE,324607360,7029.26,0.35,0.53,0.07,0.93,-8.71,0.05
35,PNB,Punjab National Bank,PUBLIC SECTOR BANK,22022031116,41313.41,2.04,1.68,0.25,2.47,6.51,0.04
36,SBICARD,SBI Cards and Payment Services Ltd.,NBFC,9506696690,24187.28,1.19,0.64,0.10,0.95,0.60,0.03
37,SRF,SRF Ltd.,CHEMICALS - SPECIALITY,2964248250,39583.97,1.96,0.91,0.21,1.11,2.78,0.03
38,MOTHERSON,Samvardhana Motherson International Ltd.,AUTO ANCILLARIES,6776421366,32241.78,1.59,1.03,0.13,1.78,5.25,0.04
39,SHREECEM,Shree Cement Ltd.,CEMENT,360807480,38829.94,1.92,0.72,0.10,2.07,-10.69,0.03
40,SHRIRAMFIN,Shriram Finance Ltd.,NBFC,3755415430,77286.67,3.82,0.98,0.10,2.25,-1.14,0.03
41,SIEMENS,Siemens Ltd.,POWER EQUIPMENT,712240510,47510.25,2.35,0.65,0.08,1.07,13.01,0.03
42,TVSMOTOR,TVS Motor Company Ltd.,MOTOR CYCLES/SCOOTERS,475087114,56793.03,2.81,0.60,0.07,1.36,6.89,0.03
43,TATAPOWER,Tata Power Co. Ltd.,POWER,3195339547,71798.97,3.55,1.18,0.18,2.25,-4.62,0.03
44,TORNTPHARM,Torrent Pharmaceuticals Ltd.,PHARMACEUTICALS,1692227200,27784.54,1.37,0.19,0.01,1.45,5.33,0.03
45,TRENT,Trent Ltd.,SPECIALITY RETAIL,355487461,97571.61,4.82,0.63,0.04,4.47,25.75,0.08
46,MCDOWELL-N,United Spirits Ltd.,BREW/DISTILLERIES,1454701706,38683.07,1.91,0.64,0.09,1.49,6.98,0.03
47,VBL,Varun Beverages Ltd.,BEVERAGES,6496074880,32114.21,1.59,0.39,0.02,1.94,10.00,0.04
48,VEDL,Vedanta Ltd.,ALUMINIUM,3717206239,40908.10,2.02,1.12,0.15,1.80,-2.12,0.03
49,ZOMATO,Zomato Ltd.,E-RETAIL/ E-COMMERCE,8710915663,41698.28,2.06,0.98,0.07,1.79,18.56,0.04
50,ZYDUSLIFE,Zydus Lifesciences Ltd.,PHARMACEUTICALS,1012204139,27182.37,1.34,0.42,0.04,1.78,23.80,0.03
,,,,,2024153.07,,,,,,0.04
,,,,,,,,,,,
* Beta & R2 are calculated for the period 01-Mar-2023 to 29-Feb-2024,,,,,,,,,,,
,,,,,,,,,,,
* Beta measures the  degree to which any portfolio of stocks is affected as compared to the effect,,,,,,,,,,,
  on the market as a whole.,,,,,,,,,,,
,,,,,,,,,,,
* The coefficient of determination (R2) measures the strength of relationship between two variables,,,,,,,,,,,
   the return on  a security versus that of the market.,,,,,,,,,,,
,,,,,,,,,,,
* Volatility is the Std. deviation of the daily returns for the period 01-Mar-2023 to 29-Feb-2024,,,,,,,,,,,
,,,,,,,,,,,
* Last day of trading was 29-Feb-2024,,,,,,,,,,,
,,,,,,,,,,,
* Impact Cost for Nifty Next 50 is for a portfolio of Rs. 25 Lakhs  ,,,,,,,,,,,
,,,,,,,,,,,
* Impact Cost for Nifty Next 50 is the weightage average impact cost,,,,,,,,,,,
