Annexure II-  Nifty 50 Index : February 2024,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ADANIENT,Adani Enterprises Ltd.,TRADING - MINERALS/ MINING,1140001121,86143.27,0.90,2.02,0.16,1.16,4.56,0.02
2,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,PORT,4320277890,96983.76,1.01,1.49,0.18,1.47,9.34,0.03
3,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,HOSPITAL,718923285,61412.15,0.64,0.66,0.09,1.85,-3.96,0.02
4,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790,127217.73,1.32,0.60,0.13,1.25,-4.60,0.02
5,AXISBANK,Axis Bank Ltd.,PRIVATE SECTOR BANK,6167389902,298375.24,3.10,0.93,0.22,1.52,0.69,0.02
6,BAJAJ-AUTO,Bajaj Auto Ltd.,MOTOR CYCLES/SCOOTERS,2829573580,89520.35,0.93,0.63,0.08,1.70,3.15,0.02
7,BAJFINANCE,Bajaj Finance Ltd.,NBFC,1236046154,180642.43,1.88,0.98,0.18,1.28,-5.36,0.02
8,BAJAJFINSV,Bajaj Finserv Ltd.,GENERAL INSURANCE,1595488813,86458.26,0.90,0.98,0.23,1.17,-2.06,0.03
9,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES/MARKETING,21692527440,57635.74,0.60,0.93,0.11,3.42,20.21,0.08
10,BHARTIARTL,Bharti Airtel Ltd.,TELECOM - SERVICES,28108899680,284185.19,2.96,0.65,0.14,1.19,-4.04,0.03
11,BRITANNIA,Britannia Industries Ltd.,CONSUMER FOOD,240868296,58602.00,0.61,0.54,0.10,1.26,-4.49,0.02
12,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1614700796,77685.48,0.81,0.15,0.00,1.29,9.57,0.02
13,COALINDIA,Coal India Ltd.,INDUSTRIAL MINERALS,61627283270,99576.75,1.04,1.09,0.15,2.63,7.52,0.04
14,DIVISLAB,Divi's Laboratories Ltd.,PHARMACEUTICALS,530937160,44456.01,0.46,0.62,0.06,0.97,-4.95,0.03
15,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,834046985,78228.64,0.81,0.51,0.07,1.02,4.95,0.02
16,EICHERMOT,Eicher Motors Ltd.,MOTOR CYCLES/SCOOTERS,273775500,51913.31,0.54,0.94,0.15,1.72,-1.23,0.02
17,GRASIM,Grasim Industries Ltd.,CEMENT,1316897582,80803.78,0.84,1.00,0.28,1.97,0.75,0.02
18,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,5427330192,176090.14,1.83,1.00,0.21,1.45,5.57,0.02
19,HDFCBANK,HDFC Bank Ltd.,PRIVATE SECTOR BANK,7590490215,1054596.90,10.97,1.27,0.44,1.04,-4.04,0.02
20,HDFCLIFE,HDFC Life Insurance Company Ltd.,LIFE INSURANCE,21506596160,61332.51,0.64,0.77,0.10,1.78,0.94,0.02
21,HEROMOTOCO,Hero MotoCorp Ltd.,MOTOR CYCLES/SCOOTERS,399774306,57512.03,0.60,0.84,0.12,1.82,-4.22,0.02
22,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2247216523,73596.90,0.77,1.25,0.20,2.90,-13.03,0.02
23,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2349591262,215380.92,2.24,0.55,0.13,0.72,-2.79,0.02
24,ICICIBANK,ICICI Bank Ltd.,PRIVATE SECTOR BANK,14028184004,738022.76,7.68,0.89,0.32,1.23,2.34,0.03
25,ITC,ITC Ltd.,CIGARETTES & RELATED PRODUCTS,12475608672,359887.63,3.74,0.76,0.20,1.32,-7.98,0.03
26,INDUSINDBK,IndusInd Bank Ltd.,PRIVATE SECTOR BANK,7777321820,97501.56,1.01,1.21,0.24,1.44,-3.86,0.03
27,INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,20752177945,597477.62,6.22,1.25,0.26,1.18,0.78,0.02
28,JSWSTEEL,JSW Steel Ltd.,STEEL,2445453966,76307.70,0.79,1.10,0.32,1.29,-2.27,0.03
29,KOTAKBANK,Kotak Mahindra Bank Ltd.,PRIVATE SECTOR BANK,9937658705,248479.83,2.58,1.03,0.33,1.15,-7.44,0.02
30,LTIM,LTIMindtree Ltd.,COMPUTERS - SOFTWARE,295915763,48626.76,0.51,1.15,0.19,1.11,-2.71,0.03
31,LT,Larsen & Toubro Ltd.,ENGINEERING-DESIGNING-CONSTRUCTION,2749096630,411085.20,4.28,0.90,0.20,1.43,-0.06,0.02
32,M&M,Mahindra & Mahindra Ltd.,PASSENGER/UTILITY VEHICLES,6217644155,173015.65,1.80,1.10,0.21,2.02,17.01,0.02
33,MARUTI,Maruti Suzuki India Ltd.,PASSENGER/UTILITY VEHICLES,1572012870,149061.62,1.55,0.70,0.16,1.79,10.81,0.02
34,NTPC,NTPC Ltd.,POWER,96966661340,159455.86,1.66,1.05,0.21,1.66,5.70,0.03
