Annexure II-  Nifty 50 Index : Jan 2022,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,PORT,4083503522,52650.24,0.69,1.34,0.27,1.59,-1.92,0.03
2,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790,142110.67,1.88,0.57,0.12,1.52,-6.82,0.02
3,AXISBANK,Axis Bank Ltd.,PRIVATE SECTOR BANK,6135155634,199196.85,2.63,1.24,0.44,2.07,13.93,0.03
4,BAJAJ-AUTO,Bajaj Auto Ltd.,MOTOR CYCLES/SCOOTERS,2893670200,46417.15,0.61,0.74,0.26,1.65,9.71,0.03
5,BAJFINANCE,Bajaj Finance Ltd.,NBFC,1207188690,185913.70,2.45,1.41,0.45,2.19,0.33,0.02
6,BAJAJFINSV,Bajaj Finserv Ltd.,GENERAL INSURANCE,795687220,94878.21,1.25,1.38,0.39,2.47,-4.37,0.03
7,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES/MARKETING,21692527440,37897.28,0.50,0.81,0.21,1.53,3.01,0.02
8,BHARTIARTL,Bharti Airtel Ltd.,TELECOM - SERVICES,27460136340,172229.43,2.27,0.87,0.24,1.64,6.65,0.02
9,BRITANNIA,Britannia Industries Ltd.,CONSUMER FOOD,240868296,41725.54,0.55,0.30,0.07,1.09,-1.96,0.02
10,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1613580428,48794.67,0.64,0.06,0.00,1.33,0.10,0.02
11,COALINDIA,Coal India Ltd.,INDUSTRIAL MINERALS,61627283270,33483.34,0.44,0.95,0.20,2.19,9.41,0.03
12,DIVISLAB,Divi's Laboratories Ltd.,PHARMACEUTICALS,530937160,51429.97,0.68,0.58,0.13,1.65,-13.73,0.03
13,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,832084460,52272.28,0.69,0.26,0.03,1.25,-12.31,0.02
14,EICHERMOT,Eicher Motors Ltd.,MOTOR CYCLES/SCOOTERS,273411022,36888.75,0.49,0.99,0.32,1.79,2.07,0.02
15,GRASIM,Grasim Industries Ltd.,CEMENT,1316450734,64813.81,0.86,1.08,0.37,2.51,6.49,0.03
16,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,5427330192,119336.14,1.57,0.78,0.23,2.21,-16.66,0.02
17,HDFCBANK,HDFC Bank Ltd.,PRIVATE SECTOR BANK,5541651776,650425.33,8.58,1.13,0.55,1.33,0.43,0.02
18,HDFCLIFE,HDFC Life Insurance Company Ltd.,LIFE INSURANCE,20247910330,57975.23,0.76,0.68,0.25,1.12,-4.17,0.02
19,HEROMOTOCO,Hero MotoCorp Ltd.,MOTOR CYCLES/SCOOTERS,399610462,35381.41,0.47,0.80,0.31,1.72,10.65,0.02
20,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2247169840,71433.60,0.94,1.51,0.34,1.77,2.84,0.03
21,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2349591262,203010.56,2.68,0.37,0.08,1.39,-3.66,0.02
22,HDFC,Housing Development Finance Corporation Ltd.,HOUSING FINANCE,3616552326,455866.42,6.02,1.30,0.59,1.40,-2.53,0.02
23,ICICIBANK,ICICI Bank Ltd.,PRIVATE SECTOR BANK,13886269620,547674.47,7.23,1.41,0.52,1.27,6.57,0.02
24,ITC,ITC Ltd.,CIGARETTES & RELATED PRODUCTS,12322638182,192654.59,2.54,0.88,0.29,1.07,0.99,0.02
