Annexure II- Nifty Next 50 Index : Jan 2022,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ACC,ACC Ltd.,CEMENT,1877872630,20253.43,1.60,0.86,0.26,1.90,3.16,0.00
2,ADANIENT,Adani Enterprises Ltd.,TRADING - MINERALS/ MINING,1099810083,49442.50,3.90,1.42,0.22,2.26,0.32,0.00
3,ADANIGREEN,Adani Green Energy Ltd.,POWER,15640142800,53509.63,4.22,0.66,0.06,3.23,41.17,0.00
4,ADANITRANS,Adani Transmission Ltd.,POWER - TRANSMISSION,10998100830,42926.43,3.38,0.79,0.05,1.66,13.21,0.00
5,AMBUJACEM,Ambuja Cements Ltd.,CEMENT,3971290458,28129.75,2.22,0.98,0.28,2.22,-3.27,0.00
6,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,HOSPITAL,718923285,47041.22,3.71,0.75,0.08,2.28,-11.09,0.00
7,AUROPHARMA,Aurobindo Pharma Ltd.,PHARMACEUTICALS,585938609,18710.35,1.47,0.63,0.11,2.18,-13.60,0.00
8,DMART,Avenue Supermarts Ltd.,DIVERSIFIED RETAIL,6477746910,48557.41,3.83,0.91,0.19,2.22,-11.93,0.00
9,BAJAJHLDNG,Bajaj Holdings & Investment Ltd.,HOLDING COMPANIES,1112935100,20472.18,1.61,0.57,0.12,1.67,-5.00,0.00
10,BANDHANBNK,Bandhan Bank Ltd.,PRIVATE SECTOR BANK,16107232250,22383.58,1.76,1.06,0.19,2.04,24.87,0.00
11,BANKBARODA,Bank of Baroda,PUBLIC SECTOR BANK,10342724358,20994.67,1.65,1.37,0.24,2.46,31.24,0.00
12,BERGEPAINT,Berger Paints India Ltd.,PAINTS,971295037,18393.32,1.45,0.72,0.24,1.43,-6.39,0.00
13,BIOCON,Biocon Ltd.,PHARMACEUTICALS,6003000000,18023.48,1.42,0.62,0.12,2.07,0.67,0.00
14,BOSCHLTD,Bosch Ltd.,AUTO ANCILLARIES,294936400,14828.35,1.17,0.92,0.23,1.28,-4.54,0.00
15,CADILAHC,Cadila Healthcare Ltd.,PHARMACEUTICALS,1023742595,10908.94,0.86,0.52,0.08,1.71,-15.86,0.00
16,CHOLAFIN,Cholamandalam Investment and Finance Company Ltd.,NBFC,1641812798,26008.89,2.05,1.32,0.24,2.28,20.96,0.00
17,COLPAL,Colgate Palmolive (India) Ltd.,PERSONAL CARE,271985634,19906.54,1.57,0.27,0.06,1.06,-3.83,0.00
18,DLF,DLF Ltd.,RESIDENTIAL/COMMERCIAL/SEZ Project,4950630072,25364.56,2.00,1.78,0.42,2.32,0.12,0.00
19,DABUR,Dabur India Ltd.,PERSONAL CARE,1767856483,32834.03,2.59,0.32,0.08,0.99,-7.46,0.00
20,GAIL,GAIL (India) Ltd.,GAS TRANSMISSION/MARKETING,44403852250,27546.22,2.17,0.88,0.19,1.60,11.69,0.00
21,GLAND,Gland Pharma Ltd.,PHARMACEUTICALS,164301873,13831.41,1.09,0.27,0.01,2.16,-11.29,0.00
22,GODREJCP,Godrej Consumer Products Ltd.,PERSONAL CARE,1022581079,35241.17,2.78,0.49,0.05,1.72,-8.27,0.00
23,HDFCAMC,HDFC Asset Management Company Ltd.,ASSET MANAGEMENT COMPANIES,1065983175,15282.04,1.20,0.89,0.32,1.78,-9.85,0.00
24,HAVELLS,Havells India Ltd.,CONSUMER ELECTRONICS,626303067,31112.45,2.45,1.08,0.29,1.98,-15.22,0.00
25,HINDPETRO,Hindustan Petroleum Corporation Ltd.,REFINERIES/MARKETING,14185483450,21024.02,1.66,0.80,0.16,2.04,7.44,0.00
26,ICICIGI,ICICI Lombard General Insurance Company Ltd.,GENERAL INSURANCE,4908113080,36639.06,2.89,0.69,0.19,1.39,-2.29,0.00
27,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd.,LIFE INSURANCE,14372851310,22805.25,1.80,0.79,0.17,1.99,-0.06,0.00
28,IGL,Indraprastha Gas Ltd.,LPG/CNG/PNG/LNG SUPPLIER,1400001600,14415.55,1.14,0.78,0.20,1.77,-16.50,0.00
29,INDUSTOWER,Indus Towers Ltd.,TELECOM - INFRASTRUCTURE,26949369500,21409.60,1.69,0.95,0.14,2.10,1.71,0.00
30,NAUKRI,Info Edge (India) Ltd.,E-RETAIL/ E-COMMERCE,1287841200,39707.43,3.13,0.92,0.13,3.59,-12.12,0.00
31,INDIGO,InterGlobe Aviation Ltd.,AIRLINES,3851909120,18749.26,1.48,1.12,0.24,2.18,-7.97,0.00
