Annexure II-  Nifty 50 Index : July 2021,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,PORT,4083503522,49577.82,0.73,1.18,0.22,1.50,-4.15,0.03
2,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790,133373.72,1.95,0.68,0.16,1.49,-1.14,0.01
3,AXISBANK,Axis Bank Ltd.,PRIVATE SECTOR BANK,6130189628,182519.04,2.67,1.50,0.48,1.21,-5.27,0.02
4,BAJAJ-AUTO,Bajaj Auto Ltd.,MOTOR CYCLES/SCOOTERS,2893670200,49867.20,0.73,0.71,0.20,1.04,-7.36,0.02
5,BAJFINANCE,Bajaj Finance Ltd.,NBFC,1207188690,165406.82,2.42,1.51,0.44,1.46,3.53,0.01
6,BAJAJFINSV,Bajaj Finserv Ltd.,GENERAL INSURANCE,795687220,86004.81,1.26,1.33,0.37,1.93,17.45,0.02
7,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES/MARKETING,21692527440,41555.29,0.61,0.78,0.19,0.72,-4.83,0.02
8,BHARTIARTL,Bharti Airtel Ltd.,TELECOM - SERVICES,27460136340,132637.68,1.94,0.88,0.22,1.75,6.85,0.03
9,BRITANNIA,Britannia Industries Ltd.,CONSUMER FOOD,240868296,40404.84,0.59,0.31,0.07,0.64,-6.20,0.02
10,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1613193506,46752.89,0.68,0.44,0.06,1.53,-5.33,0.02
11,COALINDIA,Coal India Ltd.,INDUSTRIAL MINERALS,61627283270,30026.04,0.44,0.92,0.24,0.95,-2.28,0.03
12,DIVISLAB,Divi's Laboratories Ltd.,PHARMACEUTICALS,530937160,62515.94,0.91,0.74,0.17,1.32,11.29,0.02
13,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,831721570,57208.74,0.84,0.38,0.05,2.43,-13.13,0.02
