Annexure II- Nifty Next 50 Index : April 2019,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ABB,ABB India Ltd.,ELECTRICAL EQUIPMENT,423816750,7836.90,1.13,0.62,0.10,1.37,12.41,0.05
2,ACC,ACC Ltd.,CEMENT AND CEMENT PRODUCTS,1877871730,13791.51,1.99,1.25,0.26,1.51,-2.06,0.02
3,AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3971290458,16199.89,2.34,1.38,0.32,1.57,-6.29,0.03
4,ASHOKLEY,Ashok Leyland Ltd.,AUTOMOBILES - 4 WHEELERS,2935527276,12506.96,1.81,1.35,0.17,1.91,-4.76,0.03
5,AUROPHARMA,Aurobindo Pharma Ltd.,PHARMACEUTICALS,585907609,23034.61,3.32,1.11,0.19,1.39,4.44,0.02
6,DMART,Avenue Supermarts Ltd.,MISCELLANEOUS,6240844860,13744.52,1.98,1.14,0.17,2.00,-11.94,0.04
7,BAJAJHLDNG,Bajaj Holdings & Investment Ltd.,FINANCE,1112935100,16829.14,2.43,0.67,0.09,1.53,-9.67,0.05
8,BANDHANBNK,Bandhan Bank Ltd.,BANKS,11930542220,7151.76,1.03,1.21,0.11,2.03,13.91,0.04
9,BANKBARODA,Bank of Baroda,BANKS,6836336140,13955.53,2.01,1.56,0.21,1.79,-9.33,0.03
10,BHEL,Bharat Heavy Electricals Ltd.,ELECTRICAL EQUIPMENT,6964126710,9121.61,1.32,1.27,0.19,1.76,-5.54,0.04
11,BIOCON,Biocon Ltd.,PHARMACEUTICALS,3000000000,12819.60,1.85,0.88,0.13,1.37,-2.79,0.03
12,BOSCHLTD,Bosch Ltd.,AUTO ANCILLARIES,294936400,15943.33,2.30,0.59,0.07,0.63,-0.91,0.04
13,CADILAHC,Cadila Healthcare Ltd.,PHARMACEUTICALS,1023742595,8329.43,1.20,0.97,0.15,0.92,-6.22,0.04
14,COLPAL,Colgate Palmolive (India) Ltd.,PERSONAL CARE,271985634,16101.37,2.32,0.50,0.08,0.89,-3.97,0.04
15,CONCOR,Container Corporation of India Ltd.,TRAVEL AND TRANSPORT,3046471740,13522.68,1.95,0.84,0.13,1.08,-6.11,0.04
16,DLF,DLF Ltd.,CONSTRUCTION,3568956884,7706.72,1.11,1.76,0.24,2.81,-14.67,0.04
17,DABUR,Dabur India Ltd.,PERSONAL CARE,1766291141,22501.14,3.25,0.95,0.19,0.64,-2.62,0.03
18,DIVISLAB,Divi's Laboratories Ltd.,PHARMACEUTICALS,530937160,22259.22,3.21,1.02,0.15,1.44,2.57,0.03
19,GICRE,General Insurance Corporation of India,FINANCE,8772000000,5899.70,0.85,0.27,0.01,1.95,-0.60,0.08
20,GODREJCP,Godrej Consumer Products Ltd.,PERSONAL CARE,1022166096,24651.17,3.56,0.85,0.13,1.27,-4.99,0.04
21,HDFCAMC,HDFC Asset Management Company Ltd.,FINANCE,1062866050,6125.48,0.88,0.83,0.16,1.38,10.51,0.04
22,HDFCLIFE,HDFC Life Insurance Company Ltd.,FINANCE,20173575570,19586.93,2.83,0.66,0.09,1.61,6.88,0.02
23,HAVELLS,Havells India Ltd.,ELECTRICAL EQUIPMENT,625472910,19380.90,2.80,1.17,0.23,0.87,0.28,0.03
24,HINDPETRO,Hindustan Petroleum Corporation Ltd.,REFINERIES,15238226250,21746.85,3.14,1.61,0.15,3.06,2.61,0.03
25,HINDZINC,Hindustan Zinc Ltd.,METALS,8450638000,7018.68,1.01,0.65,0.10,1.17,0.00,0.04
26,ICICIGI,ICICI Lombard General Insurance Company Ltd.,FINANCE,4542529440,17383.01,2.51,0.54,0.05,1.32,5.81,0.05
27,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd.,FINANCE,14357844810,11134.94,1.61,0.98,0.13,0.87,5.44,0.03
28,INDIGO,InterGlobe Aviation Ltd.,TRAVEL AND TRANSPORT,3844068380,14578.63,2.10,0.97,0.08,2.63,6.22,0.02
29,L&TFH,L&T Finance Holdings Ltd.,FINANCE,19988123600,8123.37,1.17,1.87,0.33,1.86,-14.06,0.04
30,LUPIN,Lupin Ltd.,PHARMACEUTICALS,904966390,20913.16,3.02,0.81,0.12,1.32,17.91,0.03
31,MRF,MRF Ltd.,TYRES,42411430,10994.51,1.59,0.77,0.21,1.14,-8.76,0.04
32,MARICO,Marico Ltd.,PERSONAL CARE,1290864398,18557.47,2.68,0.84,0.18,0.87,3.68,0.03
