Annexure II- Nifty Next 50 Index : October 2016,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ABB,ABB India Ltd.,ELECTRICAL EQUIPMENT,423816750,5822.71,0.90,0.67,0.10,1.37,-3.75,0.05
2,APOLLOHOSP,Apollo Hospitals Enterprises Ltd.,MISCELLANEOUS,695625795,10262.32,1.59,0.55,0.11,1.40,2.11,0.02
3,ASHOKLEY,Ashok Leyland Ltd.,AUTOMOBILES - 4 WHEELERS,2845876634,12998.54,2.02,1.19,0.25,2.11,14.76,0.04
4,BAJFINANCE,Bajaj Finance Ltd.,FINANCE,1077443800,22699.37,3.52,0.91,0.15,1.72,2.32,0.04
5,BAJAJFINSV,Bajaj Finserv Ltd.,FINANCE,795804810,20664.90,3.21,0.75,0.13,1.84,11.31,0.04
6,BEL,Bharat Electronics Ltd.,ELECTRONICS - INDUSTRIAL,2400000000,7964.70,1.24,1.01,0.31,1.22,6.64,0.03
7,BHARATFORG,Bharat Forge Ltd.,CASTINGS/FORGINGS,465588632,10909.35,1.69,1.14,0.29,1.78,-2.92,0.03
8,BRITANNIA,Britannia Industries Ltd.,FOOD AND FOOD PROCESSING,239951630,19492.39,3.02,0.79,0.17,1.43,-1.44,0.02
9,CADILAHC,Cadila Healthcare Ltd.,PHARMACEUTICALS,1023742595,10721.14,1.66,0.62,0.07,2.33,8.02,0.04
10,CAIRN,Cairn India Ltd.,OIL EXPLORATION/PRODUCTION,18748624810,12739.69,1.98,1.49,0.30,2.03,13.22,0.04
11,CASTROLIND,Castrol India Ltd.,PETROCHEMICALS,2472805960,9052.45,1.40,0.69,0.13,1.38,-3.65,0.03
12,COLPAL,Colgate Palmolive (India) Ltd.,PERSONAL CARE,271985634,12938.81,2.01,0.49,0.12,1.58,0.02,0.04
13,CONCOR,Container Corporation of India Ltd.,TRAVEL AND TRANSPORT,1949741910,11511.08,1.79,0.58,0.09,1.16,-0.46,0.05
14,CUMMINSIND,Cummins India Ltd.,DIESEL ENGINES,554400000,11622.12,1.80,0.67,0.14,1.56,-5.51,0.03
15,DLF,DLF Ltd.,CONSTRUCTION,3567810040,6700.79,1.04,2.20,0.47,2.23,2.81,0.04
16,DABUR,Dabur India Ltd.,PERSONAL CARE,1761492970,16462.21,2.55,0.62,0.13,1.52,7.69,0.03
17,DIVISLAB,Divi's Laboratories Ltd.,PHARMACEUTICALS,530937160,16424.43,2.55,0.59,0.13,1.31,-0.14,0.03
18,EMAMILTD,Emami Ltd.,PERSONAL CARE,226967619,7377.04,1.14,0.29,0.02,1.67,2.90,0.06
19,GSKCONS,GlaxoSmithkline Consumer Healthcare Ltd.,FOOD AND FOOD PROCESSING,420555380,7133.75,1.11,0.30,0.04,1.19,0.39,0.05
20,GLAXO,Glaxosmithkline Pharmaceuticals Ltd.,PHARMACEUTICALS,847030170,6233.40,0.97,0.48,0.15,0.71,5.85,0.08
21,GLENMARK,Glenmark Pharmaceuticals Ltd.,PHARMACEUTICALS,282168156,14246.67,2.21,0.86,0.19,1.69,1.25,0.03
22,GODREJCP,Godrej Consumer Products Ltd.,PERSONAL CARE,340600816,20207.05,3.14,1.03,0.24,1.65,1.06,0.04
23,HINDPETRO,Hindustan Petroleum Corporation Ltd.,REFINERIES,10158817500,23258.87,3.61,1.08,0.22,1.52,10.21,0.03
24,HINDZINC,Hindustan Zinc Ltd.,METALS,8450638000,6401.36,0.99,0.96,0.17,2.39,8.21,0.03
25,IBULHSGFIN,Indiabulls Housing Finance Ltd.,FINANCE - HOUSING,843791712,25741.05,3.99,1.37,0.32,1.64,2.42,0.04
26,IOC,Indian Oil Corporation Ltd.,REFINERIES,48559049640,33003.89,5.12,0.88,0.21,2.01,11.12,0.03
27,INDIGO,InterGlobe Aviation Ltd.,TRAVEL AND TRANSPORT,3612038060,3728.29,0.58,0.68,0.04,1.05,2.47,0.04
28,JSWSTEEL,JSW Steel Ltd.,STEEL AND STEEL PRODUCTS,2417220440,17633.57,2.74,0.72,0.14,1.67,-4.13,0.03
29,LICHSGFIN,LIC Housing Finance Ltd.,FINANCE - HOUSING,1009326000,17816.62,2.76,1.37,0.45,1.88,1.66,0.03
30,MARICO,Marico Ltd.,PERSONAL CARE,1290171198,14357.03,2.23,0.57,0.11,1.29,0.98,0.04
31,MOTHERSUMI,Motherson Sumi Systems Ltd.,AUTO ANCILLARIES,1322879040,14921.41,2.32,1.64,0.33,1.66,4.32,0.03
32,NHPC,NHPC Ltd.,POWER,1.10707E+11,6218.95,0.97,0.94,0.22,1.29,7.00,0.11
33,NMDC,NMDC Ltd.,MINING,3964716000,10542.18,1.64,1.21,0.21,2.17,25.66,0.05
34,OIL,Oil India Ltd.,OIL EXPLORATION/PRODUCTION,6011359550,5769.64,0.90,0.46,0.08,1.05,4.30,0.04
35,OFSS,Oracle Financial Services Software Ltd.,COMPUTERS - SOFTWARE,424612085,7073.94,1.10,0.56,0.15,0.98,-0.59,0.05
36,PIDILITIND,Pidilite Industries Ltd.,CHEMICALS - SPECIALITY,512675330,11156.84,1.73,0.68,0.19,1.66,6.43,0.03
37,PEL,Piramal Enterprises Ltd.,PHARMACEUTICALS,345126200,14701.03,2.28,0.55,0.06,1.77,-1.41,0.04
