Annexure II-  Nifty 50 Index : November 2016,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ACC,ACC Ltd.,CEMENT AND CEMENT PRODUCTS,1877871730,12604.28,0.42,0.93,0.37,1.92,-11.55,0.03
2,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,SHIPPING,4141903522,23596.22,0.78,1.52,0.29,2.5,-8.97,0.03
3,AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3971290458,16324.39,0.54,1.02,0.35,2.55,-12.24,0.04
4,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790,43725.32,1.44,0.75,0.2,2.73,-9.84,0.02
5,AUROPHARMA,Aurobindo Pharma Ltd.,PHARMACEUTICALS,585169586,19940.71,0.66,1.28,0.3,2.78,-9.44,0.03
6,AXISBANK,Axis Bank Ltd.,BANKS,4781660676,79756.55,2.63,1.27,0.37,1.76,-3.66,0.03
7,BAJAJ-AUTO,Bajaj Auto Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2893670200,36518.71,1.21,0.9,0.35,1.6,-5.13,0.04
8,BANKBARODA,Bank of Baroda,BANKS,4608319196,15507.34,0.51,1.59,0.27,3.85,5.46,0.04
9,BHEL,Bharat Heavy Electricals Ltd.,ELECTRICAL EQUIPMENT,4895200000,11786.54,0.39,1.48,0.28,2.2,-6.37,0.04
10,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,14461684960,33525.37,1.11,0.72,0.15,1.35,-3.78,0.02
11,BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,19987000510,42819.35,1.41,0.68,0.14,2.09,1.85,0.03
12,INFRATEL,Bharti Infratel Ltd.,TELECOMMUNICATION - EQUIPMENT,18966670690,19938.9,0.66,0.59,0.07,2.74,8.04,0.03
13,BOSCHLTD,Bosch Ltd.,AUTO ANCILLARIES,313989000,18689.73,0.62,0.89,0.26,2.16,-6.17,0.04
14,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1608431328,28707.12,0.95,0.61,0.14,2.14,-2.1,0.04
15,COALINDIA,Coal India Ltd.,MINING,63163644000,38984.6,1.29,0.78,0.2,1.84,-5.16,0.04
16,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,853941445,39857.49,1.32,0.67,0.14,2.02,-3.85,0.03
17,EICHERMOT,Eicher Motors Ltd.,AUTOMOBILES - 4 WHEELERS,272035830,28818.67,0.95,1.04,0.25,3.45,-9.98,0.03
18,GAIL,GAIL (India) Ltd.,GAS,12684774000,19935.07,0.66,0.96,0.25,1.69,-1.66,0.03
19,GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,933568120,28030.71,0.93,0.91,0.31,2.64,-10.32,0.03
20,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,2822247668,45370.45,1.5,0.68,0.18,1.85,4.7,0.03
21,HDFCBANK,HDFC Bank Ltd.,BANKS,5098540634,241590.27,7.98,0.76,0.53,1.13,-4.28,0.03
22,HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399382928,40462.92,1.34,1.01,0.36,2.16,-5.55,0.02
23,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2065997334,22512.14,0.74,1.88,0.38,3.6,17.36,0.03
24,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2164274684,60279.38,1.99,0.59,0.18,1.18,0.58,0.02
25,HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3169084920,200143.56,6.61,1.08,0.44,1.89,-8.3,0.02
26,ITC,I T C Ltd.,CIGARETTES,12115054002,197172.5,6.51,0.96,0.3,1.91,-3.79,0.03
27,ICICIBANK,ICICI Bank Ltd.,BANKS,11639284770,154540.6,5.1,1.65,0.47,2.16,-4.15,0.03
28,IDEA,Idea Cellular Ltd.,TELECOMMUNICATION - SERVICES,36011323270,9761.77,0.32,0.75,0.09,2.18,0.85,0.05
29,INDUSINDBK,IndusInd Bank Ltd.,BANKS,5970823230,54500.84,1.8,1.03,0.43,2.36,-9.07,0.03
30,INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,11484723320,194948.24,6.44,0.79,0.25,1.6,-2.65,0.02
31,KOTAKBANK,Kotak Mahindra Bank Ltd.,BANKS,9189657405,90250.25,2.98,0.87,0.39,1.39,-7.83,0.03
32,LT,Larsen & Toubro Ltd.,ENGINEERING,1864306832,113426.29,3.75,1.34,0.44,1.2,-6.27,0.03
33,LUPIN,Lupin Ltd.,PHARMACEUTICALS,902486034,35989.81,1.19,0.77,0.13,2.49,-0.88,0.03
34,M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,3105461920,55204.24,1.82,0.94,0.3,2.12,-10.02,0.03
35,MARUTI,Maruti Suzuki India Ltd.,AUTOMOBILES - 4 WHEELERS,1510400300,69993.16,2.31,1.19,0.39,2.51,-10.69,0.02
36,NTPC,NTPC Ltd.,POWER,82454644000,40357.43,1.33,0.84,0.25,1.91,8.01,0.03
37,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION/PRODUCTION,42777450600,51905.3,1.71,0.94,0.22,1.55,-0.1,0.03
38,POWERGRID,Power Grid Corporation of India Ltd.,POWER,52315896480,42165.57,1.39,0.74,0.23,1.81,9.63,0.03
39,RELIANCE,Reliance Industries Ltd.,REFINERIES,32433750390,163766.28,5.41,0.86,0.35,1.05,-5.82,0.02
40,SBIN,State Bank of India,BANKS,7762777042,80220.54,2.65,1.6,0.4,2.93,0.29,0.02
41,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2406753959,76874.13,2.54,0.69,0.15,2.68,-5.12,0.02
42,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,1970427941,121089.4,4,0.72,0.23,2.1,-4.81,0.03
43,TATAMTRDVR,Tata Motors Ltd DVR,AUTOMOBILES - 4 WHEELERS,1016953408,15147.52,0.5,1.56,0.37,3.11,-13.86,0.05
44,TATAMOTORS,Tata Motors Ltd.,AUTOMOBILES - 4 WHEELERS,5774407204,88848.21,2.93,1.83,0.46,3.18,-13.66,0.03
45,TATAPOWER,Tata Power Co. Ltd.,POWER,2704629398,13418.61,0.44,1.09,0.33,2.14,-5.19,0.05
46,TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,9712154390,27814.1,0.92,1.6,0.34,3.32,2.56,0.03
47,TECHM,Tech Mahindra Ltd.,COMPUTERS - SOFTWARE,4862065345,30196.15,1,0.97,0.27,2.16,10.35,0.04
48,ULTRACEMCO,UltraTech Cement Ltd.,CEMENT AND CEMENT PRODUCTS,2744534390,37581.21,1.24,1.06,0.38,2.6,-9.1,0.02
49,WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,4941709020,29888.69,0.99,0.53,0.17,1.2,0.18,0.03
50,YESBANK,Yes Bank Ltd.,BANKS,4225676430,38690.42,1.28,1.44,0.44,2.89,-7.3,0.04
51,ZEEL,Zee Entertainment Enterprises Ltd.,MEDIA & ENTERTAINMENT,960448720,24944.82,0.82,1.09,0.28,2.72,-12.11,0.03
,,,,,3028121.86,,,,,,0.03
,,,,,,,,,,,
* Beta & R2 are calculated for the period 01-December-2015 to 30-November-2016,,,,,,,,,,,
,,,,,,,,,,,
* Beta measures the  degree to which any portfolio of stocks is affected as compared to the effect,,,,,,,,,,,
  on the market as a whole.,,,,,,,,,,,
,,,,,,,,,,,
* The coefficient of determination (R2) measures the strength of relationship between two variables,,,,,,,,,,,
   the return on  a security versus that of the market.,,,,,,,,,,,
,,,,,,,,,,,
* Volatility is the Std. deviation of the daily returns for the period 01-November-2016 to 30-November-2016,,,,,,,,,,,
,,,,,,,,,,,
* Last day of trading was 30-November-2016,,,,,,,,,,,
,,,,,,,,,,,
* Impact Cost for Nifty 50 is for a portfolio of Rs. 50 Lakhs  ,,,,,,,,,,,
