Annexure II- Nifty Next 50 Index : Jun 2020,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ACC,ACC Ltd.,CEMENT AND CEMENT PRODUCTS,1877872630,11258.08,1.52,0.77,0.40,1.87,4.89,0.02
2,ABBOTINDIA,Abbott India Ltd.,PHARMACEUTICALS,212493020,8359.74,1.13,0.53,0.21,1.56,-5.90,0.06
3,ADANITRANS,Adani Transmission Ltd.,POWER,10998100830,7154.26,0.97,0.60,0.14,2.71,49.63,0.80
4,AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3971290458,14223.57,1.92,0.80,0.41,1.83,1.07,0.04
5,AUROPHARMA,Aurobindo Pharma Ltd.,PHARMACEUTICALS,585938609,21704.10,2.94,0.98,0.22,1.74,3.49,0.02
6,DMART,Avenue Supermarts Ltd.,MISCELLANEOUS,6477746910,34522.80,4.67,0.70,0.31,1.72,2.11,0.05
7,BAJAJHLDNG,Bajaj Holdings & Investment Ltd.,FINANCE,1112935100,12735.87,1.72,0.83,0.28,3.93,27.11,0.08
8,BANDHANBNK,Bandhan Bank Ltd.,BANKS,16102708720,12853.99,1.74,1.50,0.31,4.84,46.37,0.05
9,BANKBARODA,Bank of Baroda,BANKS,9241133172,5838.55,0.79,1.03,0.40,3.33,24.78,0.07
10,BERGEPAINT,Berger Paints India Ltd.,PAINTS,971219780,11992.14,1.62,0.73,0.34,2.05,0.44,0.04
11,BIOCON,Biocon Ltd.,PHARMACEUTICALS,6000000000,17320.44,2.34,0.57,0.21,2.52,9.98,0.04
12,BOSCHLTD,Bosch Ltd.,AUTO ANCILLARIES,294936400,9766.08,1.32,1.02,0.52,2.63,17.46,0.05
