Annexure II- Nifty Next 50 Index : March 2019,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ABB,ABB India Ltd.,ELECTRICAL EQUIPMENT,423816750,6971.79,0.99,0.63,0.10,1.11,7.25,0.05
2,ACC,ACC Ltd.,CEMENT AND CEMENT PRODUCTS,1877871730,14080.94,2.01,1.29,0.28,1.59,17.16,0.02
3,AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3971290458,17287.23,2.46,1.36,0.32,1.40,10.96,0.03
4,ASHOKLEY,Ashok Leyland Ltd.,AUTOMOBILES - 4 WHEELERS,2935527276,13132.67,1.87,1.31,0.17,1.97,5.55,0.03
5,AUROPHARMA,Aurobindo Pharma Ltd.,PHARMACEUTICALS,585907609,22055.91,3.14,1.11,0.18,1.25,10.14,0.02
6,DMART,Avenue Supermarts Ltd.,MISCELLANEOUS,6240844860,15607.54,2.22,1.18,0.19,1.12,1.05,0.04
7,BAJAJHLDNG,Bajaj Holdings & Investment Ltd.,FINANCE,1112935100,18631.75,2.66,0.66,0.09,2.69,7.95,0.06
8,BANDHANBNK,Bandhan Bank Ltd.,BANKS,11930542220,6278.45,0.89,1.21,0.10,2.06,9.62,0.04
9,BANKBARODA,Bank of Baroda,BANKS,5291032264,12252.44,1.75,1.64,0.22,2.72,27.38,0.03
10,BHEL,Bharat Heavy Electricals Ltd.,ELECTRICAL EQUIPMENT,6964126710,9656.28,1.38,1.30,0.20,2.03,16.29,0.05
11,BIOCON,Biocon Ltd.,PHARMACEUTICALS,3000000000,13187.88,1.88,0.93,0.14,1.33,-1.75,0.03
12,BOSCHLTD,Bosch Ltd.,AUTO ANCILLARIES,294936400,16090.12,2.29,0.54,0.06,1.31,-4.42,0.04
13,CADILAHC,Cadila Healthcare Ltd.,PHARMACEUTICALS,1023742595,8882.25,1.27,0.97,0.15,1.63,8.90,0.04
14,COLPAL,Colgate Palmolive (India) Ltd.,PERSONAL CARE,271985634,16767.74,2.39,0.48,0.08,1.33,0.14,0.03
15,CONCOR,Container Corporation of India Ltd.,TRAVEL AND TRANSPORT,3046471740,14402.80,2.05,0.83,0.13,1.46,11.12,0.03
16,DLF,DLF Ltd.,CONSTRUCTION,3568956884,9031.69,1.29,1.72,0.24,2.83,22.92,0.04
17,DABUR,Dabur India Ltd.,PERSONAL CARE,1766291141,23105.91,3.29,0.97,0.19,1.39,-6.68,0.03
18,DIVISLAB,Divi's Laboratories Ltd.,PHARMACEUTICALS,530937160,21701.74,3.09,1.03,0.16,1.72,2.95,0.03
19,GICRE,General Insurance Corporation of India,FINANCE,8772000000,5935.31,0.85,0.25,0.01,2.83,11.13,0.10
20,GODREJCP,Godrej Consumer Products Ltd.,PERSONAL CARE,1022166096,25944.62,3.70,0.87,0.13,1.22,1.95,0.03
21,HDFCAMC,HDFC Asset Management Company Ltd.,FINANCE,1062866050,5543.12,0.79,0.85,0.17,1.42,11.93,0.04
22,HDFCLIFE,HDFC Life Insurance Company Ltd.,FINANCE,20173575570,18325.68,2.61,0.61,0.08,1.98,7.45,0.03
23,HAVELLS,Havells India Ltd.,ELECTRICAL EQUIPMENT,625472910,19327.11,2.75,1.22,0.25,1.62,7.99,0.03
24,HINDPETRO,Hindustan Petroleum Corporation Ltd.,REFINERIES,15238226250,21194.32,3.02,1.53,0.13,2.84,27.09,0.03
25,HINDZINC,Hindustan Zinc Ltd.,METALS,8450638000,7018.68,1.00,0.65,0.10,0.89,2.75,0.04
26,ICICIGI,ICICI Lombard General Insurance Company Ltd.,FINANCE,4542529440,16428.28,2.34,0.53,0.04,1.66,10.97,0.07
27,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd.,FINANCE,14357844810,10560.55,1.51,1.03,0.13,2.86,9.59,0.04
28,INDIGO,InterGlobe Aviation Ltd.,TRAVEL AND TRANSPORT,3844068380,13724.77,1.96,0.95,0.08,2.68,26.91,0.03
29,L&TFH,L&T Finance Holdings Ltd.,FINANCE,19988123600,9452.48,1.35,1.91,0.34,1.97,22.83,0.04
30,LUPIN,Lupin Ltd.,PHARMACEUTICALS,904966390,17736.80,2.53,0.84,0.13,1.97,-3.16,0.02
