Annexure II- Nifty Next 50 Index : January 2019,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ABB,ABB India Ltd.,ELECTRICAL EQUIPMENT,423816750,6740.28,1.07,0.69,0.13,1.39,-4.82,0.05
2,ACC,ACC Ltd.,CEMENT AND CEMENT PRODUCTS,1877871730,12027.91,1.90,1.29,0.31,1.33,-5.62,0.03
3,ABCAPITAL,Aditya Birla Capital Ltd.,FINANCE,22013956890,4814.45,0.76,1.17,0.26,1.32,-19.00,0.05
4,AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3971290458,15421.12,2.44,1.35,0.33,1.50,-6.75,0.03
5,ASHOKLEY,Ashok Leyland Ltd.,AUTOMOBILES - 4 WHEELERS,2935527276,11694.26,1.85,1.09,0.14,1.54,-20.68,0.03
6,AUROPHARMA,Aurobindo Pharma Ltd.,PHARMACEUTICALS,585907609,22155.74,3.50,1.06,0.18,1.55,7.48,0.02
7,DMART,Avenue Supermarts Ltd.,MISCELLANEOUS,6240844860,14586.38,2.31,1.16,0.18,2.53,-14.43,0.04
8,BANDHANBNK,Bandhan Bank Ltd.,BANKS,11928049440,4818.34,0.76,1.21,0.10,2.39,-26.57,0.04
9,BANKBARODA,Bank of Baroda,BANKS,5291032264,10709.58,1.69,1.53,0.20,1.82,-5.35,0.04
10,BEL,Bharat Electronics Ltd.,ELECTRONICS - INDUSTRIAL,2436592943,7745.20,1.22,0.85,0.07,1.64,-4.89,0.04
11,BHEL,Bharat Heavy Electricals Ltd.,ELECTRICAL EQUIPMENT,7342800000,8788.96,1.39,1.32,0.24,1.71,-11.49,0.05
12,BIOCON,Biocon Ltd.,PHARMACEUTICALS,3000000000,13614.30,2.15,1.00,0.17,0.99,3.06,0.03
13,BOSCHLTD,Bosch Ltd.,AUTO ANCILLARIES,305207400,17261.04,2.73,0.53,0.06,1.18,-3.87,0.04
14,BRITANNIA,Britannia Industries Ltd.,FOOD AND FOOD PROCESSING,240318294,37654.82,5.95,0.84,0.25,0.85,2.64,0.03
15,CADILAHC,Cadila Healthcare Ltd.,PHARMACEUTICALS,1023742595,8163.07,1.29,0.99,0.17,1.29,-8.47,0.03
16,COLPAL,Colgate Palmolive (India) Ltd.,PERSONAL CARE,271985634,17060.27,2.70,0.44,0.08,1.07,-4.72,0.03
17,CONCOR,Container Corporation of India Ltd.,TRAVEL AND TRANSPORT,2437177390,14378.13,2.27,0.81,0.14,1.39,-4.68,0.03
18,DLF,DLF Ltd.,CONSTRUCTION,3568956884,7354.28,1.16,1.76,0.28,2.87,-7.15,0.04
19,DABUR,Dabur India Ltd.,PERSONAL CARE,1766264421,25075.30,3.97,0.90,0.18,1.30,3.02,0.03
20,GICRE,General Insurance Corporation of India,FINANCE,8772000000,5978.29,0.95,0.07,0.00,0.80,-6.02,0.09
21,GODREJCP,Godrej Consumer Products Ltd.,PERSONAL CARE,1022166096,26825.83,4.24,0.77,0.12,1.95,-12.50,0.03
22,HDFCLIFE,HDFC Life Insurance Company Ltd.,FINANCE,20169299970,11991.86,1.90,0.68,0.10,1.64,-4.02,0.04
23,HAVELLS,Havells India Ltd.,ELECTRICAL EQUIPMENT,625472910,17849.75,2.82,1.13,0.24,1.63,3.17,0.03
24,HINDZINC,Hindustan Zinc Ltd.,METALS,8450638000,6596.57,1.04,0.71,0.11,1.30,-6.62,0.04
