Annexure II-  Nifty 50 Index : January 2019,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,SHIPPING,4141903522,26650.46,0.62,1.46,0.31,3.28,-12.65,0.03
2,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790,63683.25,1.47,0.92,0.27,0.91,2.88,0.01
3,AXISBANK,Axis Bank Ltd.,BANKS,5139752272,128150.21,2.96,1.28,0.29,1.85,16.58,0.02
4,BAJAJ-AUTO,Bajaj Auto Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2893670200,34742.52,0.80,1.01,0.25,1.24,-6.09,0.02
5,BAJFINANCE,Bajaj Finance Ltd.,FINANCE,1155936776,61015.46,1.41,1.42,0.27,1.73,-2.66,0.02
6,BAJAJFINSV,Bajaj Finserv Ltd.,FINANCE,795680555,36838.77,0.85,1.40,0.33,1.60,-5.94,0.03
7,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,21692527440,27726.63,0.64,1.43,0.19,1.52,-4.77,0.02
8,BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,19987000535,40418.51,0.93,1.14,0.19,1.89,-1.95,0.03
9,INFRATEL,Bharti Infratel Ltd.,TELECOMMUNICATION - EQUIPMENT,18496082460,24865.21,0.57,0.27,0.02,2.59,12.84,0.03
10,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1610837252,26248.51,0.61,0.81,0.15,1.18,-0.42,0.02
11,COALINDIA,Coal India Ltd.,MINING,62074091770,37651.35,0.87,0.46,0.06,0.84,-6.69,0.03
12,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,830229285,32979.76,0.76,0.59,0.07,0.95,3.99,0.02
13,EICHERMOT,Eicher Motors Ltd.,AUTOMOBILES - 4 WHEELERS,272747500,26437.23,0.61,1.26,0.26,2.33,-17.93,0.02
14,GAIL,GAIL (India) Ltd.,GAS,22550709330,29960.87,0.69,0.79,0.11,1.91,-7.81,0.02
15,GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,1315182576,28447.40,0.66,1.19,0.28,1.50,-12.67,0.02
16,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,2785249808,55994.66,1.29,0.48,0.05,1.30,4.24,0.02
17,HDFCBANK,HDFC Bank Ltd.,BANKS,5436985890,446692.02,10.31,0.71,0.32,0.86,-1.97,0.02
18,HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399438678,33933.66,0.78,0.92,0.21,1.46,-15.79,0.02
19,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2245512385,30432.31,0.70,1.41,0.24,1.47,-7.82,0.02
20,HINDPETRO,Hindustan Petroleum Corporation Ltd.,REFINERIES,15238226250,17434.82,0.40,1.39,0.13,1.58,-7.80,0.02
21,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2164648943,125954.97,2.91,0.75,0.21,0.83,-3.10,0.01
22,HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3433096404,316781.42,7.31,1.23,0.46,1.31,-2.34,0.02
23,ITC,I T C Ltd.,CIGARETTES,12245059882,238846.02,5.51,0.86,0.29,1.31,-1.07,0.03
24,ICICIBANK,ICICI Bank Ltd.,BANKS,12880206278,234709.56,5.42,1.28,0.28,1.73,1.19,0.02
25,IBULHSGFIN,Indiabulls Housing Finance Ltd.,FINANCE - HOUSING,853391352,22122.72,0.51,2.03,0.26,2.21,-22.15,0.03
26,IOC,Indian Oil Corporation Ltd.,REFINERIES,97118099280,33226.53,0.77,1.26,0.19,1.25,-0.15,0.03
27,INDUSINDBK,IndusInd Bank Ltd.,BANKS,6020550370,77046.04,1.78,0.97,0.25,1.41,-5.86,0.02
28,INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,21843026090,284880.46,6.57,0.59,0.10,1.30,13.75,0.02
29,JSWSTEEL,JSW Steel Ltd.,STEEL AND STEEL PRODUCTS,2417220440,27878.29,0.64,1.29,0.28,1.87,-10.48,0.03
30,KOTAKBANK,Kotak Mahindra Bank Ltd.,BANKS,9535928430,167646.39,3.87,1.03,0.28,1.28,-0.06,0.02
31,LT,Larsen & Toubro Ltd.,ENGINEERING,2804440578,162178.56,3.74,1.06,0.38,1.10,-8.57,0.02
32,M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,6215962720,63407.48,1.46,1.20,0.32,1.56,-15.40,0.02
33,MARUTI,Maruti Suzuki India Ltd.,AUTOMOBILES - 4 WHEELERS,1510400300,88271.00,2.04,1.13,0.33,1.86,-11.04,0.02
34,NTPC,NTPC Ltd.,POWER,82454644000,47227.55,1.09,0.63,0.18,1.01,-6.27,0.03
35,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION/PRODUCTION,64166175900,43504.67,1.00,0.99,0.20,1.22,-5.77,0.03
36,POWERGRID,Power Grid Corporation of India Ltd.,POWER,52315896480,43413.82,1.00,0.57,0.13,1.01,-5.06,0.03
37,RELIANCE,Reliance Industries Ltd.,REFINERIES,63385607220,420031.70,9.69,1.38,0.44,1.70,9.44,0.02
38,SBIN,State Bank of India,BANKS,8924587534,110069.62,2.54,1.38,0.33,1.37,-0.76,0.02
39,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2399328274,46735.80,1.08,0.83,0.08,2.86,-1.64,0.02
40,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,3752384706,211614.99,4.88,0.42,0.05,1.26,6.39,0.02
41,TATAMOTORS,Tata Motors Ltd.,AUTOMOBILES - 4 WHEELERS,5774697388,32960.82,0.76,1.32,0.23,1.81,4.92,0.03
42,TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,11266107550,35982.71,0.83,1.34,0.29,1.95,-8.51,0.02
43,TECHM,Tech Mahindra Ltd.,COMPUTERS - SOFTWARE,4905969755,45960.69,1.06,0.65,0.08,1.51,1.21,0.02
44,TITAN,Titan Company Ltd.,"GEMS, JEWELLERY AND WATCHES",887786160,41550.70,0.96,0.85,0.16,1.11,6.96,0.02
45,UPL,UPL Ltd.,PESTICIDES AND AGROCHEMICALS,1018685340,28843.06,0.67,1.37,0.27,1.16,3.73,0.03
46,ULTRACEMCO,UltraTech Cement Ltd.,CEMENT AND CEMENT PRODUCTS,2746357620,36728.50,0.85,1.17,0.33,2.03,-11.82,0.03
47,VEDL,Vedanta Ltd.,MINING,3717196639,36679.44,0.85,1.36,0.24,1.75,-2.40,0.02
48,WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,9048230346,41757.58,0.96,0.46,0.07,1.96,11.59,0.02
49,YESBANK,Yes Bank Ltd.,BANKS,4623905770,35900.00,0.83,1.23,0.08,3.32,6.77,0.03
50,ZEEL,Zee Entertainment Enterprises Ltd.,MEDIA & ENTERTAINMENT,960466500,21179.82,0.49,0.75,0.06,6.74,-20.20,0.03
,,,,,4333394.49,,,,,,0.02
,,,,,,,,,,,
* Beta & R2 are calculated for the period 01-Feb-2018 to 31-Jan 2019,,,,,,,,,,,
,,,,,,,,,,,
* Beta measures the  degree to which any portfolio of stocks is affected as compared to the effect,,,,,,,,,,,
  on the market as a whole.,,,,,,,,,,,
,,,,,,,,,,,
* The coefficient of determination (R2) measures the strength of relationship between two variables,,,,,,,,,,,
   the return on  a security versus that of the market.,,,,,,,,,,,
,,,,,,,,,,,
* Volatility is the Std. deviation of the daily returns for the period 01-Feb-2018 to 31-Jan 2019,,,,,,,,,,,
,,,,,,,,,,,
* Last day of trading was 31-Jan 2019,,,,,,,,,,,
,,,,,,,,,,,
* Impact Cost for Nifty 50 is for a portfolio of Rs. 50 Lakhs  ,,,,,,,,,,,
,,,,,,,,,,,
* Impact Cost for Nifty 50 is the weightage average impact cost,,,,,,,,,,,
