Annexure II- Nifty Next 50 Index : February 2018,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ABB,ABB India Ltd.,ELECTRICAL EQUIPMENT,423816750,8114.77,1.14,0.73,0.08,1.53,-7.35,0.07
2,ACC,ACC Ltd.,CEMENT AND CEMENT PRODUCTS,1877871730,13715.46,1.92,1.03,0.19,2.08,-5.38,0.03
3,ASHOKLEY,Ashok Leyland Ltd.,AUTOMOBILES - 4 WHEELERS,2927104101,20295.08,2.84,1.22,0.16,2.18,12.21,0.03
4,DMART,Avenue Supermarts Ltd.,MISCELLANEOUS,6240844860,9254.95,1.29,0.93,0.06,2.26,14.28,0.05
5,BAJAJFINSV,Bajaj Finserv Ltd.,FINANCE,795675485,30548.31,4.27,1.24,0.20,1.87,4.97,0.05
6,BANKBARODA,Bank of Baroda,BANKS,4608319196,13410.09,1.88,1.81,0.15,2.90,-9.47,0.04
7,BEL,Bharat Electronics Ltd.,ELECTRONICS - INDUSTRIAL,2456990723,12135.57,1.70,1.30,0.20,2.65,-8.86,0.03
8,BHEL,Bharat Heavy Electricals Ltd.,ELECTRICAL EQUIPMENT,7342800000,12212.18,1.71,1.38,0.20,2.18,-10.28,0.04
9,BRITANNIA,Britannia Industries Ltd.,FOOD AND FOOD PROCESSING,240118296,29380.66,4.11,0.61,0.10,1.26,6.62,0.03
10,CADILAHC,Cadila Healthcare Ltd.,PHARMACEUTICALS,1023742595,10367.95,1.45,0.82,0.07,1.44,-4.86,0.05
11,COLPAL,Colgate Palmolive (India) Ltd.,PERSONAL CARE,271985634,13875.05,1.94,0.45,0.05,1.06,-7.16,0.05
12,CONCOR,Container Corporation of India Ltd.,TRAVEL AND TRANSPORT,2437177390,14303.00,2.00,0.84,0.09,1.58,-6.20,0.05
13,CUMMINSIND,Cummins India Ltd.,DIESEL ENGINES,554400000,10811.23,1.51,0.80,0.08,2.30,-11.94,0.04
14,DLF,DLF Ltd.,CONSTRUCTION,3568120260,10091.09,1.41,2.00,0.20,2.52,-9.54,0.04
15,DABUR,Dabur India Ltd.,PERSONAL CARE,1761520510,18322.63,2.56,0.65,0.11,1.03,-8.59,0.04
16,EMAMILTD,Emami Ltd.,PERSONAL CARE,226967619,6618.38,0.93,0.71,0.08,1.58,-3.98,0.08
17,GSKCONS,GlaxoSmithkline Consumer Healthcare Ltd.,FOOD AND FOOD PROCESSING,420555380,7885.97,1.10,0.23,0.01,2.39,0.82,0.09
18,GLAXO,Glaxosmithkline Pharmaceuticals Ltd.,PHARMACEUTICALS,847030170,5048.62,0.71,0.26,0.03,0.59,-3.11,0.08
19,GLENMARK,Glenmark Pharmaceuticals Ltd.,PHARMACEUTICALS,282168156,8143.70,1.14,0.78,0.06,2.14,-10.17,0.04
20,GODREJCP,Godrej Consumer Products Ltd.,PERSONAL CARE,681329518,26985.18,3.78,0.86,0.09,1.26,1.62,0.05
21,HAVELLS,Havells India Ltd.,ELECTRICAL EQUIPMENT,625148473,12059.55,1.69,1.06,0.13,1.58,-2.81,0.04
22,HINDZINC,Hindustan Zinc Ltd.,METALS,8450638000,8276.13,1.16,1.30,0.17,2.22,5.22,0.04
23,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd.,FINANCE,14354679600,11258.66,1.58,0.68,0.06,1.79,1.50,0.06
24,IDEA,Idea Cellular Ltd.,TELECOMMUNICATION - SERVICES,36073875550,11501.07,1.61,1.24,0.07,1.62,-9.88,0.05
25,INDIGO,InterGlobe Aviation Ltd.,TRAVEL AND TRANSPORT,3843130580,12319.85,1.72,0.70,0.06,1.63,9.94,0.04
26,JSWSTEEL,JSW Steel Ltd.,STEEL AND STEEL PRODUCTS,2417220440,32450.22,4.54,1.65,0.28,2.36,7.67,0.04
27,LICHSGFIN,LIC Housing Finance Ltd.,FINANCE - HOUSING,1009326000,15376.07,2.15,1.24,0.27,1.52,-5.08,0.03
28,MRF,MRF Ltd.,TYRES,42411430,18053.33,2.53,0.86,0.11,1.94,7.75,0.05
29,MARICO,Marico Ltd.,PERSONAL CARE,1290771198,15910.05,2.23,0.79,0.14,1.64,-0.40,0.04
30,MOTHERSUMI,Motherson Sumi Systems Ltd.,AUTO ANCILLARIES,2105289491,25705.58,3.60,1.23,0.22,2.13,-9.79,0.04
31,NHPC,NHPC Ltd.,POWER,1.02593E+11,5881.67,0.82,1.02,0.15,1.99,-7.30,0.09
32,NMDC,NMDC Ltd.,MINING,3163890474,11458.98,1.60,1.51,0.26,2.39,-7.80,0.05
33,OIL,Oil India Ltd.,OIL EXPLORATION/PRODUCTION,7566026070,6352.74,0.89,0.61,0.05,2.03,-2.54,0.04
34,OFSS,Oracle Financial Services Software Ltd.,COMPUTERS - SOFTWARE,426667385,8745.11,1.22,0.43,0.04,1.18,-5.76,0.05
35,PETRONET,Petronet LNG Ltd.,GAS,15000000880,18547.50,2.60,0.89,0.10,1.69,-2.92,0.04
36,PIDILITIND,Pidilite Industries Ltd.,CHEMICALS - SPECIALITY,512810330,13860.49,1.94,0.79,0.13,1.48,0.52,0.03
37,PEL,Piramal Enterprises Ltd.,PHARMACEUTICALS,360601252,22350.50,3.13,1.20,0.14,1.95,-5.85,0.04
38,PFC,Power Finance Corporation Ltd.,FINANCIAL INSTITUTION,26400814080,9434.07,1.32,1.44,0.17,1.98,-10.02,0.04
39,PGHH,Procter & Gamble Hygiene & Health Care Ltd.,PERSONAL CARE,324607360,8841.97,1.24,0.27,0.02,0.86,1.31,0.13
40,PNB,Punjab National Bank,BANKS,4851174610,10576.05,1.48,2.51,0.14,4.46,-40.82,0.05
41,RECLTD,Rural Electrification Corporation Ltd.,FINANCIAL INSTITUTION,19749180000,11684.21,1.63,1.25,0.12,2.72,-7.20,0.04
42,SHREECEM,Shree Cement Ltd.,CEMENT AND CEMENT PRODUCTS,348372250,20269.02,2.84,0.86,0.11,1.72,-3.39,0.06
43,SRTRANSFIN,Shriram Transport Finance Co. Ltd.,FINANCE,2268827360,19368.16,2.71,1.13,0.11,2.00,-3.33,0.04
44,SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,712240510,10397.82,1.45,1.25,0.23,1.63,-10.29,0.05
45,SAIL,Steel Authority of India Ltd.,STEEL AND STEEL PRODUCTS,41305252890,8591.49,1.20,2.04,0.23,3.27,-6.41,0.04
46,SUNTV,Sun TV Network Ltd.,MEDIA & ENTERTAINMENT,1970423100,9140.79,1.28,1.53,0.17,3.21,-9.43,0.04
47,TATAPOWER,Tata Power Co. Ltd.,POWER,2704773510,15313.08,2.14,1.02,0.17,1.67,-5.06,0.05
48,TITAN,Titan Company Ltd.,"GEMS, JEWELLERY AND WATCHES",887786160,34054.63,4.77,1.24,0.10,1.72,-6.14,0.03
49,TORNTPHARM,Torrent Pharmaceuticals Ltd.,PHARMACEUTICALS,846113600,6716.59,0.94,0.84,0.08,1.57,0.46,0.06
50,MCDOWELL-N,United Spirits Ltd.,BREW/DISTILLERIES,1453277430,18658.05,2.61,1.02,0.07,1.66,0.19,0.04
,,,,,714673.30,,,,,,0.04
,,,,,,,,,,,
* Beta & R2 are calculated for the period 01-Mar-2017 to 28-Feb 2018,,,,,,,,,,,
,,,,,,,,,,,
* Beta measures the  degree to which any portfolio of stocks is affected as compared to the effect,,,,,,,,,,,
  on the market as a whole.,,,,,,,,,,,
,,,,,,,,,,,
* The coefficient of determination (R2) measures the strength of relationship between two variables,,,,,,,,,,,
   the return on  a security versus that of the market.,,,,,,,,,,,
,,,,,,,,,,,
* Volatility is the Std. deviation of the daily returns for the period 01-Mar-2017 to 28-Feb 2018,,,,,,,,,,,
,,,,,,,,,,,
* Last day of trading was 28-Feb 2018,,,,,,,,,,,
,,,,,,,,,,,
* Impact Cost for Nifty Next 50 is for a portfolio of Rs. 25 Lakhs  ,,,,,,,,,,,
,,,,,,,,,,,
* Impact Cost for Nifty Next 50 is the weightage average impact cost,,,,,,,,,,,
