Annexure II-  Nifty 50 Index : November 2015,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ACC,ACC Ltd.,CEMENT AND CEMENT PRODUCTS,1881915760,12573.84,0.44,0.83,0.31,1.14,-2.56,0.03
2,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,SHIPPING,4141903522,24247.58,0.86,1.29,0.33,1.54,-9.64,0.03
3,AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3103794842,15346.91,0.54,1.17,0.43,1.6,-3.89,0.03
4,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790,37968.39,1.34,0.98,0.27,1.33,0.95,0.02
5,AXISBANK,Axis Bank Ltd.,BANKS,4755963770,78602.17,2.78,1.45,0.48,1.12,-1.31,0.02
6,BAJAJ-AUTO,Bajaj Auto Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2893670200,33796.26,1.19,0.77,0.21,1.87,-2.79,0.03
7,BANKBARODA,Bank of Baroda,BANKS,4608319196,16896.55,0.6,1.4,0.27,2.11,12.3,0.04
8,BHEL,Bharat Heavy Electricals Ltd.,ELECTRICAL EQUIPMENT,4895200000,15827.12,0.56,1.19,0.29,1.47,-11.97,0.03
9,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,7230842480,23303.63,0.82,0.87,0.19,1.32,3.52,0.02
10,BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,19987000510,46177.54,1.63,0.7,0.14,1.06,-4.21,0.03
11,BOSCHLTD,Bosch Ltd.,AUTO ANCILLARIES,313989000,16878.13,0.6,1.16,0.31,1.34,-8.83,0.04
12,CAIRN,Cairn India Ltd.,OIL EXPLORATION/PRODUCTION,18748527520,7639.77,0.27,1.38,0.32,2.09,-12.32,0.04
