Annexure II-  Nifty 50 Index : December 2016,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ACC,ACC Ltd.,CEMENT AND CEMENT PRODUCTS,1877871730,12497.71,0.41,0.94,0.37,1.11,-0.85,0.03
2,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,SHIPPING,4141903522,22793.83,0.76,1.55,0.31,1.79,-3.40,0.03
3,AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3971290458,15975.91,0.53,1.06,0.36,1.53,-2.13,0.04
4,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790,40170.58,1.33,0.80,0.22,1.64,-8.13,0.02
5,AUROPHARMA,Aurobindo Pharma Ltd.,PHARMACEUTICALS,585169586,18016.08,0.60,1.30,0.30,1.84,-9.65,0.02
6,AXISBANK,Axis Bank Ltd.,BANKS,4781660676,76378.54,2.53,1.30,0.38,1.57,-4.24,0.02
7,BAJAJ-AUTO,Bajaj Auto Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2893670200,35798.58,1.19,0.88,0.34,1.30,-1.97,0.03
8,BANKBARODA,Bank of Baroda,BANKS,4608319196,14491.78,0.48,1.60,0.27,1.54,-6.55,0.04
9,BHEL,Bharat Heavy Electricals Ltd.,ELECTRICAL EQUIPMENT,4895200000,10976.02,0.36,1.49,0.29,1.08,-6.88,0.03
10,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,14461684960,33085.44,1.10,0.75,0.15,1.87,-1.31,0.02
11,BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,19987000510,40319.58,1.34,0.70,0.15,1.40,-5.84,0.03
12,INFRATEL,Bharti Infratel Ltd.,TELECOMMUNICATION - EQUIPMENT,18966670690,18239.49,0.61,0.58,0.07,1.71,-8.52,0.03
13,BOSCHLTD,Bosch Ltd.,AUTO ANCILLARIES,313989000,19167.41,0.64,0.95,0.28,1.87,2.56,0.04
14,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1608431328,28818.59,0.96,0.63,0.15,1.54,0.39,0.03
15,COALINDIA,Coal India Ltd.,MINING,63163644000,37898.19,1.26,0.76,0.20,1.41,-2.79,0.03
16,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,853941445,38155.68,1.27,0.64,0.13,0.90,-4.27,0.02
17,EICHERMOT,Eicher Motors Ltd.,AUTOMOBILES - 4 WHEELERS,272035830,29062.93,0.96,1.00,0.23,1.99,0.85,0.02
18,GAIL,GAIL (India) Ltd.,GAS,12684774000,20613.27,0.68,0.90,0.23,1.40,3.40,0.02
19,GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,933568120,27787.54,0.92,0.93,0.31,1.49,-0.87,0.03
20,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,2822247668,46733.60,1.55,0.65,0.17,1.24,3.00,0.03
21,HDFCBANK,HDFC Bank Ltd.,BANKS,5098540634,242919.46,8.06,0.75,0.53,0.76,0.55,0.03
22,HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399382928,38898.62,1.29,1.00,0.35,1.20,-3.87,0.02
23,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2065997334,19860.64,0.66,1.86,0.38,2.12,-11.78,0.02
24,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2164274684,59018.80,1.96,0.60,0.19,0.99,-2.09,0.02
25,HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3169084920,200064.33,6.64,1.05,0.42,1.32,-0.04,0.02
26,ITC,I T C Ltd.,CIGARETTES,12115054002,204932.20,6.80,0.99,0.34,1.61,3.94,0.03
27,ICICIBANK,ICICI Bank Ltd.,BANKS,11639284770,148575.47,4.93,1.63,0.46,1.29,-3.86,0.03
28,IDEA,Idea Cellular Ltd.,TELECOMMUNICATION - SERVICES,36011323270,9345.84,0.31,0.78,0.09,2.05,-4.26,0.05
29,INDUSINDBK,IndusInd Bank Ltd.,BANKS,5970823230,55566.63,1.84,1.04,0.43,1.42,1.96,0.03
30,INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,11484723320,201952.43,6.70,0.76,0.24,1.01,3.59,0.02
31,KOTAKBANK,Kotak Mahindra Bank Ltd.,BANKS,9189657405,85979.35,2.85,0.87,0.39,0.98,-4.73,0.03
32,LT,Larsen & Toubro Ltd.,ENGINEERING,1864306832,110666.00,3.67,1.33,0.44,0.97,-2.43,0.02
33,LUPIN,Lupin Ltd.,PHARMACEUTICALS,902486034,35561.72,1.18,0.78,0.14,1.44,-1.19,0.02
34,M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,3105461920,55185.61,1.83,0.96,0.33,1.35,-0.03,0.02
35,MARUTI,Maruti Suzuki India Ltd.,AUTOMOBILES - 4 WHEELERS,1510400300,70704.92,2.35,1.22,0.40,1.40,1.02,0.02
36,NTPC,NTPC Ltd.,POWER,82454644000,40753.21,1.35,0.81,0.24,0.90,0.98,0.03
37,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION/PRODUCTION,64166175900,51568.43,1.71,0.89,0.21,1.41,-0.65,0.03
38,POWERGRID,Power Grid Corporation of India Ltd.,POWER,52315896480,40319.86,1.34,0.72,0.22,1.28,-4.38,0.03
39,RELIANCE,Reliance Industries Ltd.,REFINERIES,32433750390,179042.09,5.94,0.82,0.33,0.99,9.33,0.02
40,SBIN,State Bank of India,BANKS,7762777042,77689.87,2.58,1.62,0.41,1.36,-3.15,0.02
41,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2406753959,68231.47,2.26,0.73,0.17,2.00,-11.24,0.02
42,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,1970427941,125850.94,4.18,0.71,0.22,1.17,3.93,0.02
43,TATAMTRDVR,Tata Motors Ltd DVR,AUTOMOBILES - 4 WHEELERS,1016953408,15208.54,0.50,1.61,0.39,1.72,0.40,0.03
44,TATAMOTORS,Tata Motors Ltd.,AUTOMOBILES - 4 WHEELERS,5774407204,91304.93,3.03,1.87,0.47,1.80,2.77,0.02
45,TATAPOWER,Tata Power Co. Ltd.,POWER,2704629398,13753.85,0.46,1.06,0.32,1.31,2.50,0.04
46,TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,9712154390,26219.17,0.87,1.64,0.37,1.76,-5.73,0.02
47,TECHM,Tech Mahindra Ltd.,COMPUTERS - SOFTWARE,4862065345,30426.42,1.01,1.00,0.28,1.44,0.76,0.03
48,ULTRACEMCO,UltraTech Cement Ltd.,CEMENT AND CEMENT PRODUCTS,2744534390,33897.09,1.12,1.06,0.37,1.49,-9.80,0.02
49,WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,4941709020,30479.72,1.01,0.55,0.18,0.96,1.98,0.03
50,YESBANK,Yes Bank Ltd.,BANKS,4225676430,38116.91,1.26,1.47,0.45,1.60,-1.48,0.03
