Annexure II- Nifty Next 50 Index : Dec 2020,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ACC,ACC Ltd.,CEMENT AND CEMENT PRODUCTS,1877872630,13669.83,1.51,0.72,0.36,1.59,-5.13,0.02
2,ABBOTINDIA,Abbott India Ltd.,PHARMACEUTICALS,212493020,8377.06,0.93,0.46,0.17,1.28,2.40,0.05
3,ADANIGREEN,Adani Green Energy Ltd.,POWER,15640142800,41157.04,4.56,0.54,0.09,1.47,-7.37,0.06
4,ADANITRANS,Adani Transmission Ltd.,POWER,10998100830,12029.17,1.33,0.69,0.16,3.07,16.26,0.06
5,ALKEM,Alkem Laboratories Ltd.,PHARMACEUTICALS,239130000,11895.62,1.32,0.24,0.04,1.02,2.98,0.05
6,AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3971290458,18282.73,2.02,0.73,0.35,2.05,-4.67,0.03
7,AUROPHARMA,Aurobindo Pharma Ltd.,PHARMACEUTICALS,585938609,25911.61,2.87,0.98,0.25,1.62,6.07,0.02
8,DMART,Avenue Supermarts Ltd.,MISCELLANEOUS,6477746910,41174.37,4.56,0.59,0.23,1.88,20.72,0.05
9,BAJAJHLDNG,Bajaj Holdings & Investment Ltd.,FINANCE,1112935100,15408.00,1.71,0.85,0.27,0.99,0.42,0.05
10,BANDHANBNK,Bandhan Bank Ltd.,BANKS,16103449420,27205.97,3.01,1.55,0.34,2.93,9.60,0.03
11,BANKBARODA,Bank of Baroda,BANKS,9241133172,7382.28,0.82,1.00,0.35,3.14,19.67,0.06
12,BERGEPAINT,Berger Paints India Ltd.,PAINTS,971219780,18439.82,2.04,0.66,0.33,1.15,17.24,0.03
13,BIOCON,Biocon Ltd.,PHARMACEUTICALS,6000000000,20663.76,2.29,0.60,0.23,1.93,8.40,0.04
14,BOSCHLTD,Bosch Ltd.,AUTO ANCILLARIES,294936400,10935.55,1.21,0.99,0.43,1.66,-0.24,0.04
15,CADILAHC,Cadila Healthcare Ltd.,PHARMACEUTICALS,1023742595,12201.73,1.35,0.45,0.11,1.75,5.92,0.03
16,COLPAL,Colgate Palmolive (India) Ltd.,PERSONAL CARE,271985634,20860.55,2.31,0.47,0.23,1.27,3.41,0.03
17,CONCOR,Container Corporation of India Ltd.,TRAVEL AND TRANSPORT,3046471740,10948.11,1.21,1.01,0.41,1.69,-1.66,0.04
18,DLF,DLF Ltd.,CONSTRUCTION,4950630072,14409.43,1.59,1.27,0.51,3.18,24.39,0.10
19,DABUR,Dabur India Ltd.,PERSONAL CARE,1767412426,30201.54,3.34,0.61,0.38,0.92,6.84,0.02
20,GICRE,General Insurance Corporation of India,FINANCE,8772000000,3416.52,0.38,0.65,0.17,1.88,-1.31,0.06
21,GODREJCP,Godrej Consumer Products Ltd.,PERSONAL CARE,1022481485,28001.22,3.10,0.65,0.28,1.19,5.77,0.04
22,HDFCAMC,HDFC Asset Management Company Ltd.,FINANCE,1064312830,15528.32,1.72,0.79,0.40,1.81,14.94,0.04
23,HAVELLS,Havells India Ltd.,ELECTRICAL EQUIPMENT,626013006,22940.87,2.54,0.65,0.31,1.66,14.32,0.03
24,HINDPETRO,Hindustan Petroleum Corporation Ltd.,REFINERIES,15238226250,16270.01,1.80,0.88,0.31,2.13,4.08,0.03
25,HINDZINC,Hindustan Zinc Ltd.,METALS,8450638000,6060.38,0.67,0.59,0.18,1.40,4.07,0.04
26,ICICIGI,ICICI Lombard General Insurance Company Ltd.,FINANCE,4544919540,33178.28,3.67,0.90,0.40,1.52,4.79,0.05
27,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd.,FINANCE,14358869910,19339.89,2.14,1.26,0.49,1.42,12.94,0.05
28,IGL,Indraprastha Gas Ltd.,GAS,1400001600,17582.27,1.95,0.75,0.32,2.00,1.20,0.03
29,INDUSTOWER,Indus Towers Ltd.,TELECOMMUNICATION - EQUIPMENT,26949369500,21684.81,2.40,0.77,0.14,2.22,5.17,0.05
30,NAUKRI,Info Edge (India) Ltd.,COMPUTERS - SOFTWARE,1285841200,36095.63,4.00,0.83,0.27,1.91,10.49,0.04
31,INDIGO,InterGlobe Aviation Ltd.,TRAVEL AND TRANSPORT,3847962790,16577.99,1.83,0.71,0.19,2.94,13.81,0.03
32,LTI,Larsen & Toubro Infotech Ltd.,COMPUTERS - SOFTWARE,174543281,15329.79,1.70,0.72,0.26,1.56,14.34,0.05
33,LUPIN,Lupin Ltd.,PHARMACEUTICALS,906308072,23461.17,2.60,0.32,0.06,1.52,9.54,0.03
34,MARICO,Marico Ltd.,PERSONAL CARE,1291219208,20796.38,2.30,0.49,0.24,1.42,9.51,0.03
35,MOTHERSUMI,Motherson Sumi Systems Ltd.,AUTO ANCILLARIES,3157934237,19824.25,2.19,1.37,0.41,2.13,11.58,0.03
36,MUTHOOTFIN,Muthoot Finance Ltd.,FINANCE,4010785360,13109.19,1.45,1.19,0.43,1.23,5.08,0.04
37,NMDC,NMDC Ltd.,MINING,3061849659,10512.86,1.16,0.93,0.32,2.27,18.72,0.05
38,OFSS,Oracle Financial Services Software Ltd.,COMPUTERS - SOFTWARE,429910515,7457.87,0.83,0.56,0.20,1.02,5.67,0.05
39,PETRONET,Petronet LNG Ltd.,GAS,15000000880,18570.00,2.06,0.64,0.28,1.85,-1.45,0.03
40,PIDILITIND,Pidilite Industries Ltd.,CHEMICALS - SPECIALITY,508131980,26915.50,2.98,0.62,0.32,1.71,14.46,0.03
41,PEL,Piramal Enterprises Ltd.,FINANCE,451076712,16110.77,1.78,1.06,0.28,2.59,2.92,0.03
42,PFC,Power Finance Corporation Ltd.,FINANCIAL INSTITUTION,26400814080,13277.50,1.47,1.03,0.42,2.29,5.64,0.05
43,PGHH,Procter & Gamble Hygiene & Health Care Ltd.,PERSONAL CARE,324607360,10423.04,1.15,0.27,0.09,1.25,5.25,0.06
44,PNB,Punjab National Bank,BANKS,18821258630,4354.30,0.48,0.73,0.22,4.31,-1.20,0.08
45,SBICARD,SBI Cards and Payment Services Ltd.,FINANCE,9389567940,11986.49,1.33,0.89,0.34,1.63,6.47,0.04
46,SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,712240510,14027.13,1.55,0.78,0.44,1.39,4.10,0.03
47,TATACONSUM,Tata Consumer Products Ltd.,TEA AND COFFEE,921551715,35335.52,3.91,0.94,0.43,1.66,9.65,0.03
48,TORNTPHARM,Torrent Pharmaceuticals Ltd.,PHARMACEUTICALS,846113600,13754.14,1.52,0.38,0.09,1.44,7.17,0.04
49,UBL,United Breweries Ltd.,BREW/DISTILLERIES,264405149,13174.44,1.46,0.63,0.31,1.72,14.19,0.05
50,MCDOWELL-N,United Spirits Ltd.,BREW/DISTILLERIES,1453277430,17227.33,1.91,0.76,0.33,1.56,5.44,0.03
,,,,,903478.00,,,,,,0.04
,,,,,,,,,,,
* Beta & R2 are calculated for the period 01-Jan-2020 to 31-Dec-2020,,,,,,,,,,,
,,,,,,,,,,,
* Beta measures the  degree to which any portfolio of stocks is affected as compared to the effect,,,,,,,,,,,
  on the market as a whole.,,,,,,,,,,,
,,,,,,,,,,,
* The coefficient of determination (R2) measures the strength of relationship between two variables,,,,,,,,,,,
   the return on  a security versus that of the market.,,,,,,,,,,,
,,,,,,,,,,,
* Volatility is the Std. deviation of the daily returns for the period 01-Jan-2020 to 31-Dec-2020,,,,,,,,,,,
,,,,,,,,,,,
* Last day of trading was 31-Dec-2020,,,,,,,,,,,
,,,,,,,,,,,
* Impact Cost for Nifty Next 50 is for a portfolio of Rs. 25 Lakhs  ,,,,,,,,,,,
,,,,,,,,,,,
* Impact Cost for Nifty Next 50 is the weightage average impact cost,,,,,,,,,,,
