Annexure II-  Nifty 50 Index : Dec 2020,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,SHIPPING,4063503522,35382.96,0.59,0.92,0.43,2.14,17.54,0.03
2,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790,124630.01,2.07,0.70,0.39,1.49,24.79,0.02
3,AXISBANK,Axis Bank Ltd.,BANKS,6120171068,153789.04,2.55,1.58,0.62,1.60,3.13,0.03
4,BAJAJ-AUTO,Bajaj Auto Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2893670200,44846.75,0.74,0.82,0.46,1.33,8.52,0.03
5,BAJFINANCE,Bajaj Finance Ltd.,FINANCE,1205174678,140396.10,2.33,1.49,0.56,1.69,7.87,0.02
6,BAJAJFINSV,Bajaj Finserv Ltd.,FINANCE,795686450,53858.63,0.89,1.35,0.59,1.52,1.68,0.03
7,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,21692527440,30587.98,0.51,1.07,0.42,1.80,2.17,0.03
8,BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,27277786775,122350.69,2.03,0.77,0.31,1.56,10.03,0.03
9,BRITANNIA,Britannia Industries Ltd.,FOOD AND FOOD PROCESSING,240725630,42185.04,0.70,0.74,0.40,0.99,-1.69,0.02
10,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1612666892,41652.65,0.69,0.46,0.13,1.46,9.97,0.02
11,COALINDIA,Coal India Ltd.,MINING,61627283270,28381.21,0.47,0.67,0.26,2.10,7.89,0.04
12,DIVISLAB,Divi's Laboratories Ltd.,PHARMACEUTICALS,530937160,48955.38,0.81,0.57,0.23,1.69,6.57,0.02
13,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,831274975,63172.29,1.05,0.48,0.18,1.21,7.79,0.02
14,EICHERMOT,Eicher Motors Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,273220120,35266.13,0.59,0.86,0.39,1.46,-0.15,0.02
15,GAIL,GAIL (India) Ltd.,GAS,45101418660,22790.87,0.38,0.82,0.29,2.60,20.07,0.04
16,GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,1315856436,36627.52,0.61,1.14,0.57,1.32,5.95,0.02
17,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,5427330192,102701.37,1.70,0.77,0.37,1.37,15.09,0.03
18,HDFCBANK,HDFC Bank Ltd.,BANKS,5503127056,624427.17,10.37,1.09,0.69,1.40,-0.32,0.02
19,HDFCLIFE,HDFC Life Insurance Company Ltd.,FINANCE,20193366870,53277.17,0.88,1.08,0.54,1.38,4.59,0.02
20,HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399499046,40379.37,0.67,0.88,0.39,1.25,0.04,0.02
21,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2246284546,35122.34,0.58,1.41,0.58,2.39,6.27,0.03
22,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2349556255,213868.83,3.55,0.63,0.33,1.36,12.03,0.02
23,HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3582610568,458332.33,7.61,1.25,0.65,1.45,13.40,0.02
24,ICICIBANK,ICICI Bank Ltd.,BANKS,13791991134,368970.24,6.12,1.44,0.71,1.66,13.03,0.03
25,ITC,ITC Ltd.,CIGARETTES,12304730042,182589.89,3.03,0.67,0.29,1.67,7.93,0.03
26,IOC,Indian Oil Corporation Ltd.,REFINERIES,94141589220,23117.88,0.38,0.74,0.41,2.15,7.51,0.04
27,INDUSINDBK,IndusInd Bank Ltd.,BANKS,7563132830,50764.69,0.84,1.68,0.35,2.29,4.35,0.03
28,INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,21296976120,460009.57,7.64,0.87,0.46,1.30,14.16,0.02
29,JSWSTEEL,JSW Steel Ltd.,STEEL AND STEEL PRODUCTS,2417220440,38373.86,0.64,1.29,0.63,1.76,10.57,0.03
30,KOTAKBANK,Kotak Mahindra Bank Ltd.,BANKS,9896039045,292278.33,4.85,1.09,0.55,1.31,4.64,0.02
31,LT,Larsen & Toubro Ltd.,ENGINEERING,2808069692,157281.67,2.61,0.96,0.54,1.50,14.72,0.03
32,M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,6215962720,68980.03,1.15,1.03,0.42,1.89,-0.19,0.02
33,MARUTI,Maruti Suzuki India Ltd.,AUTOMOBILES - 4 WHEELERS,1510400300,101674.83,1.69,1.12,0.55,1.83,8.72,0.02
34,NTPC,NTPC Ltd.,POWER,98945572800,48168.19,0.80,0.68,0.32,2.15,4.91,0.04
35,NESTLEIND,Nestle India Ltd.,FOOD AND FOOD PROCESSING,964157160,65605.04,1.09,0.58,0.29,1.41,2.80,0.03
36,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION/PRODUCTION,62901396030,33947.25,0.56,1.04,0.35,3.00,18.54,0.04
37,POWERGRID,Power Grid Corporation of India Ltd.,POWER,52315896480,48667.65,0.81,0.60,0.30,1.28,-1.33,0.03
38,RELIANCE,Reliance Industries Ltd.,REFINERIES,63394107200,641867.24,10.66,1.11,0.55,1.05,2.88,0.01
39,SBILIFE,SBI Life Insurance Company Ltd.,FINANCE,10000463120,35267.38,0.59,0.91,0.49,1.26,6.88,0.03
40,SHREECEM,Shree Cement Ltd.,CEMENT AND CEMENT PRODUCTS,360807480,32057.33,0.53,0.85,0.49,1.47,-1.21,0.03
41,SBIN,State Bank of India,BANKS,8924611534,105514.34,1.75,1.18,0.59,1.99,12.57,0.02
42,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2399334970,63956.07,1.06,0.64,0.28,1.71,15.77,0.03
43,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,3752384706,300779.90,4.99,0.72,0.41,1.08,6.83,0.02
44,TATAMOTORS,Tata Motors Ltd.,AUTOMOBILES - 4 WHEELERS,6177947788,32938.66,0.55,1.29,0.44,2.69,1.94,0.03
45,TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,11264895180,48579.35,0.81,1.11,0.50,1.83,11.48,0.03
46,TECHM,Tech Mahindra Ltd.,COMPUTERS - SOFTWARE,4832013675,60192.20,1.00,0.87,0.42,1.46,10.99,0.03
47,TITAN,Titan Company Ltd.,"GEMS, JEWELLERY AND WATCHES",887786160,65390.82,1.09,0.89,0.46,1.43,15.13,0.03
48,UPL,UPL Ltd.,PESTICIDES AND AGROCHEMICALS,1528090912,25654.51,0.43,1.10,0.42,3.17,11.65,0.03
49,ULTRACEMCO,UltraTech Cement Ltd.,CEMENT AND CEMENT PRODUCTS,2886260760,61051.92,1.01,0.93,0.55,1.86,10.12,0.03
50,WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,11428981236,57387.77,0.95,0.67,0.28,1.71,10.20,0.02
,,,,,6024048.44,,,,,,0.02
,,,,,,,,,,,
* Beta & R2 are calculated for the period 01-Jan-2020 to 31-Dec-2020,,,,,,,,,,,
,,,,,,,,,,,
* Beta measures the  degree to which any portfolio of stocks is affected as compared to the effect,,,,,,,,,,,
  on the market as a whole.,,,,,,,,,,,
,,,,,,,,,,,
* The coefficient of determination (R2) measures the strength of relationship between two variables,,,,,,,,,,,
   the return on  a security versus that of the market.,,,,,,,,,,,
,,,,,,,,,,,
* Volatility is the Std. deviation of the daily returns for the period 01-Jan-2020 to 31-Dec-2020,,,,,,,,,,,
,,,,,,,,,,,
* Last day of trading was 31-Dec-2020,,,,,,,,,,,
,,,,,,,,,,,
* Impact Cost for Nifty 50 is for a portfolio of Rs. 50 Lakhs  ,,,,,,,,,,,
,,,,,,,,,,,
* Impact Cost for Nifty 50 is the weightage average impact cost,,,,,,,,,,,
