Annexure II-  Nifty 50 Index : Dec 2022,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ADANIENT,Adani Enterprises Ltd.,TRADING - MINERALS/ MINING,1140001121,105564.56,1.32,1.38,0.41,2.20,-1.52,0.02
2,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,PORT,4320277890,61852.34,0.77,1.39,0.49,2.13,-7.14,0.03
3,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,HOSPITAL,718923285,45710.52,0.57,0.89,0.23,1.33,-5.26,0.02
4,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790,139209.62,1.74,0.81,0.27,1.02,-2.75,0.02
5,AXISBANK,Axis Bank Ltd.,PRIVATE SECTOR BANK,6149623648,252657.29,3.16,1.04,0.39,1.11,3.61,0.02
6,BAJAJ-AUTO,Bajaj Auto Ltd.,MOTOR CYCLES/SCOOTERS,2829573580,40927.52,0.51,0.69,0.26,1.04,-3.59,0.02
7,BAJFINANCE,Bajaj Finance Ltd.,NBFC,1210858466,175156.00,2.19,1.42,0.57,0.96,-2.17,0.02
8,BAJAJFINSV,Bajaj Finserv Ltd.,GENERAL INSURANCE,1592815460,83824.94,1.05,1.38,0.49,1.46,-4.84,0.03
9,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES/MARKETING,21692527440,32262.21,0.40,0.83,0.28,1.33,-3.12,0.02
10,BHARTIARTL,Bharti Airtel Ltd.,TELECOM - SERVICES,27822102835,201846.57,2.52,0.75,0.30,1.06,-5.03,0.02
11,BRITANNIA,Britannia Industries Ltd.,CONSUMER FOOD,240868296,50838.88,0.64,0.56,0.17,0.89,-1.26,0.02
12,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1614146864,58180.83,0.73,0.36,0.08,1.06,-5.59,0.02
13,COALINDIA,Coal India Ltd.,INDUSTRIAL MINERALS,61627283270,47155.35,0.59,0.82,0.16,1.33,-0.97,0.03
14,DIVISLAB,Divi's Laboratories Ltd.,PHARMACEUTICALS,530937160,43492.67,0.54,0.76,0.20,1.42,0.25,0.02
15,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,832618195,51512.61,0.64,0.58,0.18,1.21,-5.56,0.02
16,EICHERMOT,Eicher Motors Ltd.,MOTOR CYCLES/SCOOTERS,273478020,45018.65,0.56,0.97,0.31,1.71,-7.37,0.02
17,GRASIM,Grasim Industries Ltd.,CEMENT,1316803372,64681.05,0.81,1.15,0.49,1.13,-2.06,0.02
18,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,5427330192,109992.17,1.37,0.92,0.38,1.62,-7.27,0.02
19,HDFCBANK,HDFC Bank Ltd.,PRIVATE SECTOR BANK,5576755396,717303.75,8.96,1.10,0.54,0.81,1.22,0.02
20,HDFCLIFE,HDFC Life Insurance Company Ltd.,LIFE INSURANCE,21491750050,55980.64,0.70,1.05,0.40,0.83,-4.12,0.02
21,HEROMOTOCO,Hero MotoCorp Ltd.,MOTOR CYCLES/SCOOTERS,399660866,35574.86,0.44,0.90,0.29,1.22,-3.96,0.02
22,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2247194585,69141.12,0.86,1.26,0.28,2.48,5.03,0.02
23,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2349591262,228661.99,2.86,0.74,0.27,0.94,-4.59,0.02
24,HDFC,Housing Development Finance Corporation Ltd.,HOUSING FINANCE,3643080696,475644.99,5.94,1.23,0.57,0.95,-2.04,0.02
25,ICICIBANK,ICICI Bank Ltd.,PRIVATE SECTOR BANK,13952829926,621493.93,7.76,1.03,0.59,0.99,-6.51,0.02
26,ITC,ITC Ltd.,CIGARETTES & RELATED PRODUCTS,12412309002,292186.37,3.65,0.63,0.26,1.03,-2.49,0.02
27,INDUSINDBK,IndusInd Bank Ltd.,PRIVATE SECTOR BANK,7754150440,79471.05,0.99,1.37,0.46,1.62,4.48,0.03
28,INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,21040404215,552156.59,6.90,1.09,0.46,1.21,-7.75,0.02
29,JSWSTEEL,JSW Steel Ltd.,STEEL,2417220440,72405.30,0.90,1.19,0.32,1.34,3.32,0.03
30,KOTAKBANK,Kotak Mahindra Bank Ltd.,PRIVATE SECTOR BANK,9929059150,264885.95,3.31,0.97,0.45,0.67,-6.15,0.01
31,LT,Larsen & Toubro Ltd.,ENGINEERING-DESIGNING-CONSTRUCTION,2810728254,252092.53,3.15,1.10,0.57,1.12,0.53,0.02
32,M&M,Mahindra & Mahindra Ltd.,PASSENGER/UTILITY VEHICLES,6215962720,119580.70,1.49,1.00,0.37,1.34,-4.32,0.02
