Annexure II-  Nifty 50 Index : Feb 2022,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,PORT,4083503522,52003.42,0.71,1.47,0.33,2.83,-1.23,0.03
2,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790,143120.51,1.95,0.68,0.17,1.77,0.71,0.02
3,AXISBANK,Axis Bank Ltd.,PRIVATE SECTOR BANK,6135155634,191299.06,2.61,1.13,0.43,2.20,-3.96,0.02
4,BAJAJ-AUTO,Bajaj Auto Ltd.,MOTOR CYCLES/SCOOTERS,2893670200,45970.51,0.63,0.71,0.24,1.60,-0.96,0.03
5,BAJFINANCE,Bajaj Finance Ltd.,NBFC,1207188690,185968.14,2.53,1.42,0.46,2.59,0.03,0.02
6,BAJAJFINSV,Bajaj Finserv Ltd.,GENERAL INSURANCE,795687220,96831.46,1.32,1.32,0.40,2.51,2.06,0.03
7,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES/MARKETING,21692527440,33387.40,0.45,0.82,0.22,2.34,-11.90,0.02
8,BHARTIARTL,Bharti Airtel Ltd.,TELECOM - SERVICES,27460136340,162121.90,2.21,0.85,0.24,1.81,-5.87,0.03
9,BRITANNIA,Britannia Industries Ltd.,CONSUMER FOOD,240868296,40452.64,0.55,0.40,0.11,1.51,-3.05,0.02
10,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1613580428,47764.56,0.65,0.08,0.00,1.51,-2.11,0.02
11,COALINDIA,Coal India Ltd.,INDUSTRIAL MINERALS,61627283270,35526.28,0.48,1.05,0.24,3.08,6.10,0.03
12,DIVISLAB,Divi's Laboratories Ltd.,PHARMACEUTICALS,530937160,54346.73,0.74,0.67,0.16,2.39,5.67,0.03
13,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,832084460,49363.94,0.67,0.41,0.07,1.47,-5.56,0.02
14,EICHERMOT,Eicher Motors Ltd.,MOTOR CYCLES/SCOOTERS,273411022,36112.07,0.49,0.96,0.31,1.81,-2.11,0.02
15,GRASIM,Grasim Industries Ltd.,CEMENT,1316450734,59973.88,0.82,1.12,0.40,2.54,-7.47,0.03
16,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,5427330192,122326.60,1.67,0.87,0.27,1.86,2.51,0.03
17,HDFCBANK,HDFC Bank Ltd.,PRIVATE SECTOR BANK,5541651776,624398.69,8.51,1.06,0.55,2.12,-4.00,0.02
18,HDFCLIFE,HDFC Life Insurance Company Ltd.,LIFE INSURANCE,20247910330,48731.05,0.66,0.84,0.34,2.53,-15.95,0.02
19,HEROMOTOCO,Hero MotoCorp Ltd.,MOTOR CYCLES/SCOOTERS,399610462,32928.75,0.45,0.90,0.37,2.45,-6.93,0.02
20,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2247169840,83805.39,1.14,1.42,0.32,2.49,17.32,0.03
21,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2349591262,193934.79,2.64,0.53,0.17,1.37,-4.47,0.02
22,HDFC,Housing Development Finance Corporation Ltd.,HOUSING FINANCE,3616552326,427566.90,5.83,1.18,0.54,2.20,-6.21,0.02
23,ICICIBANK,ICICI Bank Ltd.,PRIVATE SECTOR BANK,13886269620,515666.62,7.03,1.26,0.51,2.17,-5.84,0.03
24,ITC,ITC Ltd.,CIGARETTES & RELATED PRODUCTS,12322638182,188848.74,2.57,0.87,0.32,2.00,-1.98,0.03
25,IOC,Indian Oil Corporation Ltd.,REFINERIES/MARKETING,94141589220,29230.96,0.40,0.86,0.26,2.22,-8.15,0.03
26,INDUSINDBK,IndusInd Bank Ltd.,PRIVATE SECTOR BANK,7745486030,59902.66,0.82,1.40,0.35,3.26,5.57,0.03
27,INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,21307126475,636048.41,8.67,0.79,0.34,1.78,-1.19,0.03
28,JSWSTEEL,JSW Steel Ltd.,STEEL,2417220440,62184.08,0.85,1.41,0.34,3.02,-0.24,0.03
29,KOTAKBANK,Kotak Mahindra Bank Ltd.,PRIVATE SECTOR BANK,9917941045,270489.03,3.69,1.14,0.45,2.37,-0.78,0.02
30,LT,Larsen & Toubro Ltd.,ENGINEERING-DESIGNING-CONSTRUCTION,2809678534,219492.79,2.99,1.00,0.43,2.18,-4.84,0.03
31,M&M,Mahindra & Mahindra Ltd.,PASSENGER/UTILITY VEHICLES,6215962720,75704.77,1.03,0.97,0.29,2.08,-10.72,0.02
32,MARUTI,Maruti Suzuki India Ltd.,PASSENGER/UTILITY VEHICLES,1510400300,110507.71,1.51,0.78,0.20,2.07,-3.29,0.03
33,NTPC,NTPC Ltd.,POWER,96966661340,63430.74,0.86,0.91,0.27,2.04,-6.02,0.03
34,NESTLEIND,Nestle India Ltd.,CONSUMER FOOD,964157160,62925.58,0.86,0.40,0.13,0.98,-4.76,0.03
35,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION,62901396030,58609.63,0.80,0.84,0.16,1.91,-6.92,0.03
36,POWERGRID,Power Grid Corporation of India Ltd.,POWER - TRANSMISSION,69754528640,71486.88,0.97,0.61,0.11,2.21,-2.90,0.03
37,RELIANCE,Reliance Industries Ltd.,REFINERIES/MARKETING,67621648560,813738.97,11.09,1.09,0.49,1.77,-1.13,0.02
38,SBILIFE,SBI Life Insurance Company Ltd.,LIFE INSURANCE,10002613990,46658.79,0.64,0.77,0.26,1.77,-14.04,0.04
39,SHREECEM,Shree Cement Ltd.,CEMENT,360807480,32593.32,0.44,1.01,0.33,2.81,0.61,0.04
40,SBIN,State Bank of India,PUBLIC SECTOR BANK,8924611534,185432.01,2.53,1.28,0.48,2.24,-10.24,0.02
41,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2399334970,91115.95,1.24,0.71,0.20,1.97,1.13,0.02
42,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,3699051373,368120.71,5.02,0.69,0.26,1.85,-4.87,0.02
43,TATACONSUM,Tata Consumer Products Ltd.,TEA &  COFFEE,921551715,43044.76,0.59,0.85,0.29,2.19,-1.20,0.03
44,TATAMOTORS,Tata Motors Ltd.,PASSENGER/UTILITY VEHICLES,6641104530,81415.62,1.11,1.75,0.36,3.63,-12.30,0.02
