Annexure II-  Nifty 50 Index : Jan 2023,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ADANIENT,Adani Enterprises Ltd.,TRADING - MINERALS/ MINING,1140001121,81365.98,1.04,1.48,0.36,4.40,-22.92,0.02
2,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,PORT,4320277890,46319.32,0.59,1.50,0.44,3.75,-25.11,0.03
3,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,HOSPITAL,718923285,43447.25,0.56,0.88,0.24,0.93,-4.95,0.02
4,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790,122887.58,1.58,0.80,0.27,1.07,-11.72,0.01
5,AXISBANK,Axis Bank Ltd.,PRIVATE SECTOR BANK,6149623648,235840.53,3.02,1.08,0.43,1.24,-6.66,0.02
6,BAJAJ-AUTO,Bajaj Auto Ltd.,MOTOR CYCLES/SCOOTERS,2829573580,43216.08,0.55,0.65,0.21,1.68,5.59,0.02
7,BAJFINANCE,Bajaj Finance Ltd.,NBFC,1210858466,156807.14,2.01,1.38,0.51,2.06,-10.48,0.01
8,BAJAJFINSV,Bajaj Finserv Ltd.,GENERAL INSURANCE,1592815460,72701.35,0.93,1.32,0.47,1.37,-13.27,0.03
9,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES/MARKETING,21692527440,33506.82,0.43,0.82,0.27,1.25,3.86,0.02
10,BHARTIARTL,Bharti Airtel Ltd.,TELECOM - SERVICES,27822102835,192882.29,2.47,0.77,0.32,1.42,-4.44,0.02
11,BRITANNIA,Britannia Industries Ltd.,CONSUMER FOOD,240868296,50958.67,0.65,0.55,0.16,0.94,0.24,0.02
12,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1614146864,55044.55,0.71,0.41,0.10,1.24,-5.39,0.02
13,COALINDIA,Coal India Ltd.,INDUSTRIAL MINERALS,61627283270,47113.44,0.60,0.81,0.16,1.41,-0.09,0.03
14,DIVISLAB,Divi's Laboratories Ltd.,PHARMACEUTICALS,530937160,42245.18,0.54,0.71,0.17,1.30,-2.87,0.03
15,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,832618195,52565.34,0.67,0.55,0.16,0.98,2.04,0.02
16,EICHERMOT,Eicher Motors Ltd.,MOTOR CYCLES/SCOOTERS,273478020,45515.18,0.58,0.96,0.31,1.19,1.10,0.02
17,GRASIM,Grasim Industries Ltd.,CEMENT,1316803372,59678.45,0.77,1.07,0.47,0.90,-7.73,0.03
18,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,5427330192,118765.72,1.52,0.90,0.40,1.18,7.98,0.02
19,HDFCBANK,HDFC Bank Ltd.,PRIVATE SECTOR BANK,5576755396,706443.85,9.06,1.13,0.55,1.23,-1.51,0.02
20,HDFCLIFE,HDFC Life Insurance Company Ltd.,LIFE INSURANCE,21491750050,57226.30,0.73,1.04,0.37,1.36,2.23,0.02
21,HEROMOTOCO,Hero MotoCorp Ltd.,MOTOR CYCLES/SCOOTERS,399660866,35891.79,0.46,0.89,0.29,1.06,0.89,0.02
22,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2247194585,68418.09,0.88,1.29,0.28,1.81,-1.05,0.02
23,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2349591262,230063.75,2.95,0.74,0.26,1.48,0.61,0.02
24,HDFC,Housing Development Finance Corporation Ltd.,HOUSING FINANCE,3643080696,473003.12,6.06,1.25,0.57,1.16,-0.56,0.02
25,ICICIBANK,ICICI Bank Ltd.,PRIVATE SECTOR BANK,13952829926,580367.96,7.44,1.05,0.60,1.32,-6.62,0.02
26,ITC,ITC Ltd.,CIGARETTES & RELATED PRODUCTS,12412309002,310516.87,3.98,0.60,0.23,0.97,6.27,0.03
27,INDUSINDBK,IndusInd Bank Ltd.,PRIVATE SECTOR BANK,7754150440,70537.80,0.90,1.46,0.50,1.77,-11.24,0.03
28,INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,21040404215,561510.53,7.20,1.09,0.47,1.20,1.69,0.02
29,JSWSTEEL,JSW Steel Ltd.,STEEL,2417220440,67540.89,0.87,1.15,0.30,1.72,-6.72,0.03
30,KOTAKBANK,Kotak Mahindra Bank Ltd.,PRIVATE SECTOR BANK,9929059150,250933.14,3.22,0.98,0.48,0.96,-5.27,0.01
31,LT,Larsen & Toubro Ltd.,ENGINEERING-DESIGNING-CONSTRUCTION,2810728254,256757.78,3.29,1.09,0.55,1.34,1.85,0.02
32,M&M,Mahindra & Mahindra Ltd.,PASSENGER/UTILITY VEHICLES,6215962720,131981.98,1.69,1.01,0.37,1.24,10.37,0.02
33,MARUTI,Maruti Suzuki India Ltd.,PASSENGER/UTILITY VEHICLES,1510400300,118232.08,1.52,0.90,0.33,0.97,5.96,0.02
34,NTPC,NTPC Ltd.,POWER,96966661340,81319.64,1.04,0.62,0.17,0.97,2.82,0.03
35,NESTLEIND,Nestle India Ltd.,CONSUMER FOOD,964157160,67843.57,0.87,0.52,0.20,0.89,-3.00,0.02
36,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION,62901396030,56509.36,0.72,0.37,0.03,1.27,-1.26,0.03
37,POWERGRID,Power Grid Corporation of India Ltd.,POWER - TRANSMISSION,69754528640,74050.36,0.95,0.53,0.12,1.27,1.38,0.02
38,RELIANCE,Reliance Industries Ltd.,REFINERIES/MARKETING,67654516390,812167.78,10.41,1.04,0.45,1.15,-7.59,0.02
39,SBILIFE,SBI Life Insurance Company Ltd.,LIFE INSURANCE,10007860230,54922.89,0.70,0.88,0.33,1.28,-0.95,0.03
40,SBIN,State Bank of India,PUBLIC SECTOR BANK,8924611734,212410.22,2.72,1.09,0.50,1.72,-9.81,0.02
41,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2399334970,111695.04,1.43,0.59,0.20,0.88,3.31,0.02
42,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,3659051373,344110.36,4.41,0.91,0.44,1.35,3.13,0.02
43,TATACONSUM,Tata Consumer Products Ltd.,TEA &  COFFEE,929011650,44051.41,0.56,0.89,0.35,0.60,-4.88,0.02
44,TATAMOTORS,Tata Motors Ltd.,PASSENGER/UTILITY VEHICLES,6642580468,81083.99,1.04,1.41,0.45,2.24,16.54,0.02
45,TATASTEEL,Tata Steel Ltd.,STEEL,12221209890,96550.00,1.24,1.23,0.29,1.71,6.26,0.03
46,TECHM,Tech Mahindra Ltd.,COMPUTERS - SOFTWARE,4868136215,63246.83,0.81,1.14,0.43,1.50,-0.14,0.02
47,TITAN,Titan Company Ltd.,"GEMS, JEWELLERY AND WATCHES",887786160,99188.84,1.27,1.00,0.38,1.00,-8.48,0.02
48,UPL,UPL Ltd.,PESTICIDES AND AGROCHEMICALS,1501215282,40353.57,0.52,0.99,0.34,1.10,5.73,0.02
49,ULTRACEMCO,UltraTech Cement Ltd.,CEMENT,2886774710,81817.55,1.05,0.97,0.36,1.61,1.82,0.03
50,WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,10973525332,59086.67,0.76,1.06,0.51,1.05,1.55,0.02
,,,,,7800694.88,,,,,,0.02
,,,,,,,,,,,
* Beta & R2 are calculated for the period 01-Feb-2022 to 31-Jan-2023,,,,,,,,,,,
,,,,,,,,,,,
* Beta measures the  degree to which any portfolio of stocks is affected as compared to the effect,,,,,,,,,,,
  on the market as a whole.,,,,,,,,,,,
,,,,,,,,,,,
* The coefficient of determination (R2) measures the strength of relationship between two variables,,,,,,,,,,,
   the return on  a security versus that of the market.,,,,,,,,,,,
,,,,,,,,,,,
* Volatility is the Std. deviation of the daily returns for the period  01-Feb-2022 to 31-Jan-2023,,,,,,,,,,,
,,,,,,,,,,,
* Last day of trading was 31-Jan-2023,,,,,,,,,,,
,,,,,,,,,,,
* Impact Cost for Nifty 50 is for a portfolio of Rs. 50 Lakhs  ,,,,,,,,,,,
,,,,,,,,,,,
* Impact Cost for Nifty 50 is the weightage average impact cost,,,,,,,,,,,
