Annexure II-  Nifty 50 Index : Mar 2022,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,PORT,4224746460,55603.58,0.73,1.44,0.33,1.57,9.43,0.03
2,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,HOSPITAL,718923285,46103.56,0.60,0.81,0.11,1.64,-5.97,0.02
3,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790,138851.22,1.82,0.75,0.19,2.50,-2.98,0.02
4,AXISBANK,Axis Bank Ltd.,PRIVATE SECTOR BANK,6139220726,200933.32,2.63,1.21,0.46,2.29,2.53,0.03
5,BAJAJ-AUTO,Bajaj Auto Ltd.,MOTOR CYCLES/SCOOTERS,2893670200,47567.60,0.62,0.75,0.27,1.84,3.47,0.03
6,BAJFINANCE,Bajaj Finance Ltd.,NBFC,1210858466,193396.98,2.53,1.51,0.50,2.32,3.68,0.02
7,BAJAJFINSV,Bajaj Finserv Ltd.,GENERAL INSURANCE,795687220,103168.34,1.35,1.37,0.42,2.22,6.54,0.03
8,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES/MARKETING,21692527440,34298.92,0.45,0.86,0.25,1.75,2.73,0.02
9,BHARTIARTL,Bharti Airtel Ltd.,TELECOM - SERVICES,27460136340,178286.86,2.33,0.86,0.25,1.66,9.97,0.03
10,BRITANNIA,Britannia Industries Ltd.,CONSUMER FOOD,240868296,37843.69,0.50,0.43,0.11,2.10,-6.45,0.02
11,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1613628072,52568.13,0.69,0.01,0.00,1.76,10.05,0.02
12,COALINDIA,Coal India Ltd.,INDUSTRIAL MINERALS,61627283270,38354.97,0.50,0.83,0.13,3.07,7.96,0.03
13,DIVISLAB,Divi's Laboratories Ltd.,PHARMACEUTICALS,530937160,56093.09,0.73,0.64,0.14,1.64,3.21,0.03
14,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,832129245,52185.80,0.68,0.41,0.07,2.29,5.71,0.02
15,EICHERMOT,Eicher Motors Ltd.,MOTOR CYCLES/SCOOTERS,273423102,34263.92,0.45,1.03,0.34,2.15,-5.12,0.02
16,GRASIM,Grasim Industries Ltd.,CEMENT,1316590852,62438.00,0.82,1.19,0.44,1.94,4.10,0.03
17,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,5427330192,123163.08,1.61,0.76,0.22,1.21,3.27,0.02
18,HDFCBANK,HDFC Bank Ltd.,PRIVATE SECTOR BANK,5544652376,644053.79,8.43,1.07,0.56,1.81,3.09,0.02
19,HDFCLIFE,HDFC Life Insurance Company Ltd.,LIFE INSURANCE,21125226940,50026.23,0.65,0.85,0.29,2.59,2.87,0.02
20,HEROMOTOCO,Hero MotoCorp Ltd.,MOTOR CYCLES/SCOOTERS,399623882,29795.91,0.39,0.98,0.38,2.62,-9.52,0.02
21,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2247172724,83184.72,1.09,1.22,0.23,3.09,-0.74,0.02
22,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2349591262,182912.63,2.39,0.56,0.18,2.15,-5.68,0.02
23,HDFC,Housing Development Finance Corporation Ltd.,HOUSING FINANCE,3618452048,432477.39,5.66,1.24,0.57,2.32,1.10,0.02
24,ICICIBANK,ICICI Bank Ltd.,PRIVATE SECTOR BANK,13896930854,507446.43,6.64,1.26,0.50,1.94,-1.67,0.03
25,ITC,ITC Ltd.,CIGARETTES & RELATED PRODUCTS,12323255932,219306.51,2.87,0.86,0.31,1.17,16.12,0.03
26,INDUSINDBK,IndusInd Bank Ltd.,PRIVATE SECTOR BANK,7746520180,60867.20,0.80,1.48,0.38,2.32,1.60,0.03
27,INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,21033693205,697880.90,9.13,0.73,0.30,1.47,11.15,0.02
28,JSWSTEEL,JSW Steel Ltd.,STEEL,2417220440,70839.06,0.93,1.33,0.30,2.42,16.77,0.03
29,KOTAKBANK,Kotak Mahindra Bank Ltd.,PRIVATE SECTOR BANK,9921868655,257541.75,3.37,1.18,0.47,1.81,-4.82,0.02
30,LT,Larsen & Toubro Ltd.,ENGINEERING-DESIGNING-CONSTRUCTION,2809931704,213579.96,2.79,1.05,0.47,1.64,-2.70,0.03
31,M&M,Mahindra & Mahindra Ltd.,PASSENGER/UTILITY VEHICLES,6215962720,77207.66,1.01,1.08,0.33,2.32,1.99,0.02
