Annexure II- Nifty Next 50 Index : April 2018,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ABB,ABB India Ltd.,ELECTRICAL EQUIPMENT,423816750,7196.94,1.00,0.72,0.09,1.29,4.93,0.06
2,ACC,ACC Ltd.,CEMENT AND CEMENT PRODUCTS,1877871730,13412.09,1.86,0.97,0.20,1.02,5.28,0.03
3,ABCAPITAL,Aditya Birla Capital Ltd.,FINANCE,22009069510,8789.87,1.22,0.89,0.10,1.16,9.46,0.05
4,AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3971290458,18414.97,2.55,0.95,0.19,1.01,7.60,0.03
5,ASHOKLEY,Ashok Leyland Ltd.,AUTOMOBILES - 4 WHEELERS,2927104101,23586.75,3.26,1.09,0.14,1.36,13.06,0.02
6,AUROPHARMA,Aurobindo Pharma Ltd.,PHARMACEUTICALS,585882409,18054.55,2.50,1.07,0.11,1.51,15.08,0.02
7,DMART,Avenue Supermarts Ltd.,MISCELLANEOUS,6240844860,10233.21,1.42,1.11,0.13,1.20,12.52,0.04
8,BANKBARODA,Bank of Baroda,BANKS,5291032264,14185.79,1.96,1.99,0.18,2.61,4.67,0.04
9,BEL,Bharat Electronics Ltd.,ELECTRONICS - INDUSTRIAL,2456990723,10637.79,1.47,1.28,0.22,1.70,-7.25,0.03
10,BHEL,Bharat Heavy Electricals Ltd.,ELECTRICAL EQUIPMENT,7342800000,11926.91,1.65,1.35,0.22,1.41,7.93,0.04
11,BOSCHLTD,Bosch Ltd.,AUTO ANCILLARIES,305207400,17767.47,2.46,0.73,0.12,1.37,7.70,0.05
12,BRITANNIA,Britannia Industries Ltd.,FOOD AND FOOD PROCESSING,240118296,32433.59,4.49,0.61,0.11,0.95,10.92,0.04
