Annexure II-  Nifty 50 Index : June 2016,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ACC,ACC Ltd.,CEMENT AND CEMENT PRODUCTS,1881915760,15206.35,0.5,0.72,0.33,0.85,5.69,0.02
2,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,SHIPPING,4141903522,18848.56,0.62,1.36,0.32,1.66,7.65,0.04
3,AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3103794842,19771.17,0.65,0.93,0.36,1.54,11.56,0.03
4,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790,45231.07,1.49,0.8,0.27,1.19,1.87,0.02
5,AUROPHARMA,Aurobindo Pharma Ltd.,PHARMACEUTICALS,585169586,19986.47,0.66,1.14,0.3,1.45,-5.45,0.02
6,AXISBANK,Axis Bank Ltd.,BANKS,4770927186,89085.14,2.94,1.39,0.48,1.54,3.55,0.02
7,BAJAJ-AUTO,Bajaj Auto Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2893670200,36583.99,1.21,0.91,0.33,0.99,2.73,0.03
8,BANKBARODA,Bank of Baroda,BANKS,4608319196,14543.74,0.48,1.57,0.3,1.69,7.81,0.04
9,BHEL,Bharat Heavy Electricals Ltd.,ELECTRICAL EQUIPMENT,4895200000,11564.67,0.38,1.33,0.31,1.8,5.98,0.04
10,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,7230842480,27909.17,0.92,0.79,0.18,1.3,9.35,0.02
11,BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,19987000510,48386.13,1.6,0.76,0.21,1.83,4.38,0.03
12,INFRATEL,Bharti Infratel Ltd.,TELECOMMUNICATION - EQUIPMENT,18966670690,18324.46,0.6,0.57,0.05,2.25,-7.88,0.03
13,BOSCHLTD,Bosch Ltd.,AUTO ANCILLARIES,313989000,20623.23,0.68,0.91,0.29,1.67,1.35,0.03
14,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1606913166,25359.5,0.84,0.78,0.26,1.24,6,0.03
15,COALINDIA,Coal India Ltd.,MINING,63163644000,39540.44,1.3,0.83,0.21,1.32,7.41,0.03
16,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,853038265,42693.85,1.41,0.73,0.14,1.34,6.24,0.03
17,EICHERMOT,Eicher Motors Ltd.,AUTOMOBILES - 4 WHEELERS,271629830,23496.2,0.77,0.91,0.23,0.89,3.98,0.03
18,GAIL,GAIL (India) Ltd.,GAS,12684774000,18076.5,0.6,1.17,0.31,1.04,3.97,0.03
19,GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,933461060,30050.9,0.99,0.66,0.37,1.14,7.09,0.03
20,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,2821120228,41213.75,1.36,0.75,0.19,1.42,-1.26,0.02
21,HDFCBANK,HDFC Bank Ltd.,BANKS,5058468034,235065.87,7.75,0.78,0.62,0.82,-0.46,0.03
22,HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399375000,39983.38,1.32,0.88,0.35,1.42,2.56,0.02
23,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2064985760,15728.38,0.52,1.84,0.42,2.02,16.72,0.03
24,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2163936971,64165.38,2.12,0.54,0.18,1.3,5.94,0.02
25,HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3160362590,198091.53,6.53,1.11,0.47,1.09,1.28,0.02
26,ITC,I T C Ltd.,CIGARETTES,8047206991,207521.37,6.84,0.66,0.03,7.05,-30.04,0.03
27,ICICIBANK,ICICI Bank Ltd.,BANKS,11631664120,139899.84,4.61,1.58,0.55,1.89,-1.68,0.03
