Annexure II- Nifty Next 50 Index : May 2017,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ABB,ABB India Ltd.,ELECTRICAL EQUIPMENT,423816750,7732.54,1.18,0.58,0.06,2.70,3.55,0.06
2,ASHOKLEY,Ashok Leyland Ltd.,AUTOMOBILES - 4 WHEELERS,2845876634,13446.77,2.05,1.18,0.19,2.12,10.66,0.03
3,BAJFINANCE,Bajaj Finance Ltd.,FINANCE,1099780180,28457.39,4.33,1.79,0.28,1.90,3.98,0.03
4,BAJAJFINSV,Bajaj Finserv Ltd.,FINANCE,795806445,25353.76,3.86,1.04,0.12,2.16,-8.38,0.05
5,BEL,Bharat Electronics Ltd.,ELECTRONICS - INDUSTRIAL,2233627930,12340.35,1.88,0.94,0.18,1.65,-5.63,0.04
6,BHEL,Bharat Heavy Electricals Ltd.,ELECTRICAL EQUIPMENT,4895200000,12515.56,1.90,1.38,0.20,2.47,-21.34,0.04
7,BRITANNIA,Britannia Industries Ltd.,FOOD AND FOOD PROCESSING,240001630,20772.12,3.16,0.85,0.17,1.63,-2.54,0.03
8,CADILAHC,Cadila Healthcare Ltd.,PHARMACEUTICALS,1023742595,11877.97,1.81,0.91,0.08,2.26,5.42,0.04
9,COLPAL,Colgate Palmolive (India) Ltd.,PERSONAL CARE,271985634,13521.21,2.06,0.46,0.07,1.60,-2.05,0.04
10,CONCOR,Container Corporation of India Ltd.,TRAVEL AND TRANSPORT,2437177390,12724.26,1.94,0.41,0.04,1.77,-4.73,0.04
11,CUMMINSIND,Cummins India Ltd.,DIESEL ENGINES,554400000,12786.85,1.95,0.81,0.13,2.72,-5.58,0.04
12,DLF,DLF Ltd.,CONSTRUCTION,3568012840,8007.96,1.22,2.25,0.31,3.02,-3.47,0.04
13,DABUR,Dabur India Ltd.,PERSONAL CARE,1761520510,15780.41,2.40,0.62,0.12,1.53,-2.37,0.03
14,DIVISLAB,Divi's Laboratories Ltd.,PHARMACEUTICALS,530937160,7418.04,1.13,0.87,0.06,1.72,-7.36,0.03
15,EMAMILTD,Emami Ltd.,PERSONAL CARE,226967619,6673.22,1.02,0.78,0.09,1.73,2.90,0.05
16,GSKCONS,GlaxoSmithkline Consumer Healthcare Ltd.,FOOD AND FOOD PROCESSING,420555380,6229.74,0.95,0.47,0.07,1.04,3.36,0.08
17,GLAXO,Glaxosmithkline Pharmaceuticals Ltd.,PHARMACEUTICALS,847030170,5146.13,0.78,0.13,0.01,1.24,-2.65,0.07
18,GLENMARK,Glenmark Pharmaceuticals Ltd.,PHARMACEUTICALS,282168156,9521.04,1.45,0.93,0.12,3.94,-28.86,0.03
19,GODREJCP,Godrej Consumer Products Ltd.,PERSONAL CARE,340600816,22829.57,3.47,1.14,0.21,2.73,3.94,0.04
20,HAVELLS,Havells India Ltd.,ELECTRICAL EQUIPMENT,624855342,11573.07,1.76,1.25,0.23,2.37,0.72,0.04
21,HINDPETRO,Hindustan Petroleum Corporation Ltd.,REFINERIES,10158817500,27587.08,4.20,1.32,0.21,3.04,3.37,0.03
22,HINDZINC,Hindustan Zinc Ltd.,METALS,8450638000,6093.33,0.93,1.18,0.15,1.94,-10.30,0.03
23,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd.,FINANCE,14353507100,7591.64,1.15,0.69,0.09,1.38,0.21,0.04
24,IDEA,Idea Cellular Ltd.,TELECOMMUNICATION - SERVICES,36058077110,10961.66,1.67,0.81,0.04,2.92,-6.92,0.04
25,INDIGO,InterGlobe Aviation Ltd.,TRAVEL AND TRANSPORT,3614683630,5201.42,0.79,0.23,0.01,1.76,0.09,0.04
26,JSWSTEEL,JSW Steel Ltd.,STEEL AND STEEL PRODUCTS,2417220440,20148.86,3.07,1.43,0.30,2.23,-2.59,0.04
27,LICHSGFIN,LIC Housing Finance Ltd.,FINANCE - HOUSING,1009326000,22228.39,3.38,1.61,0.39,1.93,9.75,0.02
28,MARICO,Marico Ltd.,PERSONAL CARE,1290471198,16208.32,2.47,0.99,0.23,1.41,-0.38,0.04
29,MOTHERSUMI,Motherson Sumi Systems Ltd.,AUTO ANCILLARIES,1403526327,23397.28,3.56,1.65,0.34,1.82,12.29,0.03
30,NHPC,NHPC Ltd.,POWER,1.03E+11,6517.23,0.99,0.94,0.15,1.47,-4.72,0.1
31,NMDC,NMDC Ltd.,MINING,3163890474,8752.11,1.33,1.25,0.19,1.50,-13.22,0.04
32,OIL,Oil India Ltd.,OIL EXPLORATION/PRODUCTION,8015146070,6147.62,0.94,0.56,0.10,1.32,-6.22,0.04
33,OFSS,Oracle Financial Services Software Ltd.,COMPUTERS - SOFTWARE,426394815,7815.71,1.19,0.53,0.08,1.49,-0.92,0.05
34,PETRONET,Petronet LNG Ltd.,GAS,7500000440,13197.00,2.01,0.97,0.13,1.51,3.81,0.03
35,PIDILITIND,Pidilite Industries Ltd.,CHEMICALS - SPECIALITY,512682730,11845.28,1.80,1.04,0.30,1.49,6.99,0.04
36,PEL,Piramal Enterprises Ltd.,PHARMACEUTICALS,345126200,22180.50,3.37,1.13,0.12,2.74,9.55,0.04
37,PFC,Power Finance Corporation Ltd.,FINANCIAL INSTITUTION,26400814080,11987.82,1.82,1.48,0.26,2.02,-16.53,0.03
38,PGHH,Procter & Gamble Hygiene & Health Care Ltd.,PERSONAL CARE,324607360,7014.32,1.07,0.24,0.02,1.91,1.12,0.1
39,PNB,Punjab National Bank,BANKS,4255936516,11209.07,1.71,1.75,0.24,2.43,-10.87,0.04
40,RECLTD,Rural Electrification Corporation Ltd.,FINANCIAL INSTITUTION,19749180000,15647.77,2.38,1.60,0.26,2.39,-4.59,0.03
41,SHREECEM,Shree Cement Ltd.,CEMENT AND CEMENT PRODUCTS,348372250,15680.98,2.39,1.06,0.17,1.73,-6.16,0.06
42,SRTRANSFIN,Shriram Transport Finance Co. Ltd.,FINANCE,2268827360,14810.91,2.25,1.58,0.32,1.60,-1.80,0.04
43,SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,712240510,12175.31,1.85,0.99,0.23,2.15,4.20,0.04
44,SAIL,Steel Authority of India Ltd.,STEEL AND STEEL PRODUCTS,41305252890,5901.49,0.90,1.64,0.29,1.99,-5.30,0.05
45,SUNTV,Sun TV Network Ltd.,MEDIA & ENTERTAINMENT,1970423100,7861.99,1.20,1.64,0.17,2.53,-13.43,0.04
46,TITAN,Titan Company Ltd.,"GEMS, JEWELLERY AND WATCHES",887786160,19815.65,3.01,1.30,0.24,1.95,0.99,0.04
47,TORNTPHARM,Torrent Pharmaceuticals Ltd.,PHARMACEUTICALS,846113600,6051.88,0.92,0.81,0.11,1.68,-13.08,0.04
48,UPL,UPL Ltd.,PESTICIDES AND AGROCHEMICALS,1015948834,31501.32,4.79,1.10,0.20,1.39,6.84,0.04
49,UBL,United Breweries Ltd.,BREW/DISTILLERIES,264405149,5506.85,0.84,0.72,0.13,1.81,4.17,0.06
50,MCDOWELL-N,United Spirits Ltd.,BREW/DISTILLERIES,1307949680,11555.56,1.76,0.97,0.11,3.65,20.76,0.03
,,,,,657302.27,,,,,,0.04
,,,,,,,,,,,
* Beta & R2 are calculated for the period 01-June-2016 to 31-May-2017,,,,,,,,,,,
,,,,,,,,,,,
* Beta measures the  degree to which any portfolio of stocks is affected as compared to the effect,,,,,,,,,,,
  on the market as a whole.,,,,,,,,,,,
,,,,,,,,,,,
* The coefficient of determination (R2) measures the strength of relationship between two variables,,,,,,,,,,,
   the return on  a security versus that of the market.,,,,,,,,,,,
,,,,,,,,,,,
* Volatility is the Std. deviation of the daily returns for the period 01-May-2016 to 31-May-2017,,,,,,,,,,,
,,,,,,,,,,,
* Last day of trading was 31-May-2017,,,,,,,,,,,
,,,,,,,,,,,
* Impact Cost for Nifty Next 50 is for a portfolio of Rs. 25 Lakhs  ,,,,,,,,,,,
,,,,,,,,,,,
* Impact Cost for Nifty Next 50 is the weightage average impact cost,,,,,,,,,,,
