Annexure II-  Nifty 50 Index : May 2017,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ACC,ACC Ltd.,CEMENT AND CEMENT PRODUCTS,1877871730,13833.76,0.38,1.19,0.33,1.63,0.65,0.02
2,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,SHIPPING,4141903522,27380.05,0.76,1.64,0.28,2.49,3.45,0.03
3,AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3971290458,17724.37,0.49,1.41,0.39,1.76,-1.89,0.03
4,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790,51898.74,1.43,1.00,0.22,1.32,2.74,0.02
5,AUROPHARMA,Aurobindo Pharma Ltd.,PHARMACEUTICALS,585882409,16146.45,0.45,1.37,0.22,3.61,-5.37,0.02
6,AXISBANK,Axis Bank Ltd.,BANKS,4793137128,87468.88,2.42,1.30,0.28,1.56,0.86,0.02
7,BAJAJ-AUTO,Bajaj Auto Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2893670200,38705.63,1.07,0.85,0.25,1.49,-0.63,0.03
8,BANKBARODA,Bank of Baroda,BANKS,4608319196,16820.48,0.46,1.46,0.20,2.13,-5.07,0.03
9,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,14461684960,38663.89,1.07,0.85,0.14,1.42,3.25,0.02
10,BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,19987000510,49012.72,1.35,0.83,0.12,2.03,4.51,0.03
11,INFRATEL,Bharti Infratel Ltd.,TELECOMMUNICATION - EQUIPMENT,18496082460,25766.52,0.71,0.55,0.03,1.84,3.35,0.03
12,BOSCHLTD,Bosch Ltd.,AUTO ANCILLARIES,305207400,21368.75,0.59,1.14,0.28,1.51,1.51,0.04
13,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1609099350,26172.04,0.72,0.54,0.07,1.79,-7.37,0.03
14,COALINDIA,Coal India Ltd.,MINING,62074091770,34224.86,0.95,0.62,0.10,1.06,-5.10,0.02
15,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,828708565,30536.43,0.84,0.47,0.05,1.60,-2.90,0.03
16,EICHERMOT,Eicher Motors Ltd.,AUTOMOBILES - 4 WHEELERS,272102490,37912.45,1.05,1.15,0.20,2.00,9.08,0.02
17,GAIL,GAIL (India) Ltd.,GAS,16913032000,26607.58,0.73,0.76,0.13,1.55,-2.35,0.03
18,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,2853975808,49330.97,1.36,0.50,0.07,0.93,6.16,0.02
19,HDFCBANK,HDFC Bank Ltd.,BANKS,5129818234,331539.64,9.15,0.77,0.37,0.76,5.80,0.03
20,HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399393676,48617.04,1.34,1.08,0.29,1.56,12.86,0.02
21,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2243352013,29265.65,0.81,1.67,0.26,2.07,0.68,0.02
22,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2164349639,76208.92,2.10,0.64,0.16,1.46,14.12,0.02
23,HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3177763090,249430.57,6.89,1.20,0.38,1.39,2.13,0.01
