Annexure II- Nifty Next 50 Index : Jul 2019,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ABB,ABB India Ltd.,ELECTRICAL EQUIPMENT,423816750,7221.31,1.08,0.76,0.15,2.22,-14.94,0.06
2,ACC,ACC Ltd.,CEMENT AND CEMENT PRODUCTS,1877871730,13186.04,1.97,1.22,0.35,1.59,-0.11,0.02
3,AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3971290458,14833.37,2.22,1.38,0.42,1.54,-5.14,0.03
4,ASHOKLEY,Ashok Leyland Ltd.,AUTOMOBILES - 4 WHEELERS,2935527276,10047.28,1.50,1.38,0.26,2.30,-19.94,0.04
5,AUROPHARMA,Aurobindo Pharma Ltd.,PHARMACEUTICALS,585915609,16065.81,2.40,0.90,0.14,1.98,-6.05,0.02
6,DMART,Avenue Supermarts Ltd.,MISCELLANEOUS,6240844860,15730.61,2.35,0.99,0.15,2.13,6.07,0.05
7,BAJAJHLDNG,Bajaj Holdings & Investment Ltd.,FINANCE,1112935100,17408.86,2.60,0.67,0.10,2.05,-5.50,0.07
8,BANDHANBNK,Bandhan Bank Ltd.,BANKS,11930916200,7456.52,1.11,1.25,0.13,3.11,-10.77,0.05
9,BANKBARODA,Bank of Baroda,BANKS,7693454712,12723.82,1.90,1.66,0.28,2.88,-12.25,0.04
10,BHEL,Bharat Heavy Electricals Ltd.,ELECTRICAL EQUIPMENT,6964126710,7588.46,1.13,1.36,0.25,1.52,-19.48,0.05
11,BIOCON,Biocon Ltd.,PHARMACEUTICALS,6000000000,10058.82,1.50,0.87,0.14,2.45,-9.58,0.04
12,BOSCHLTD,Bosch Ltd.,AUTO ANCILLARIES,294936400,12349.73,1.84,0.67,0.12,1.55,-11.63,0.04
13,CADILAHC,Cadila Healthcare Ltd.,PHARMACEUTICALS,1023742595,5830.21,0.87,0.92,0.16,2.24,-5.75,0.04
14,COLPAL,Colgate Palmolive (India) Ltd.,PERSONAL CARE,271985634,15856.15,2.37,0.48,0.10,1.38,5.50,0.03
15,CONCOR,Container Corporation of India Ltd.,TRAVEL AND TRANSPORT,3046471740,14032.66,2.10,0.87,0.19,1.10,-10.22,0.04
16,DLF,DLF Ltd.,CONSTRUCTION,4950630072,11024.43,1.65,1.70,0.28,2.00,-5.52,0.04
