Annexure II-  Nifty 50 Index : Jul 2019,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,SHIPPING,4141903522,29711.74,0.66,1.32,0.25,1.59,-7.96,0.03
2,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790,68574.68,1.51,0.92,0.29,1.36,12.00,0.02
3,AXISBANK,Axis Bank Ltd.,BANKS,5238214864,137712.14,3.04,1.11,0.31,1.43,-16.63,0.02
4,BAJAJ-AUTO,Bajaj Auto Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2893670200,32768.64,0.72,0.86,0.25,1.80,-10.98,0.03
5,BAJFINANCE,Bajaj Finance Ltd.,FINANCE,1159788396,77319.64,1.71,1.56,0.33,3.13,-11.66,0.02
6,BAJAJFINSV,Bajaj Finserv Ltd.,FINANCE,795680555,42921.92,0.95,1.43,0.38,3.10,-16.74,0.03
7,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,21692527440,27730.64,0.61,1.49,0.23,1.77,-11.96,0.02
8,BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,25654955910,64092.24,1.41,1.14,0.21,1.44,-2.61,0.03
9,INFRATEL,Bharti Infratel Ltd.,TELECOMMUNICATION - EQUIPMENT,18496082460,20908.90,0.46,0.33,0.02,1.58,-7.98,0.03
10,BRITANNIA,Britannia Industries Ltd.,FOOD AND FOOD PROCESSING,240318294,30675.43,0.68,0.78,0.21,1.25,-5.06,0.02
11,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1611484158,26451.95,0.58,0.76,0.19,1.33,-5.85,0.02
12,COALINDIA,Coal India Ltd.,MINING,61627283270,36539.12,0.81,0.50,0.07,1.86,-19.44,0.03
13,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,830533770,31219.07,0.69,0.32,0.03,1.62,0.95,0.02
14,EICHERMOT,Eicher Motors Ltd.,AUTOMOBILES - 4 WHEELERS,272825700,22746.86,0.50,1.42,0.28,2.36,-14.58,0.02
15,GAIL,GAIL (India) Ltd.,GAS,45101418660,23826.40,0.53,0.89,0.15,1.21,-17.39,0.04
16,GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,1315218080,31105.57,0.69,1.35,0.34,2.57,-13.76,0.02
17,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,2712557736,56125.53,1.24,0.45,0.06,1.24,-2.83,0.02
18,HDFCBANK,HDFC Bank Ltd.,BANKS,5465624542,486113.60,10.73,0.74,0.38,1.11,-7.86,0.02
19,HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399453768,30587.47,0.67,1.17,0.26,2.83,-8.73,0.02
20,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2245845916,27816.49,0.61,1.28,0.28,1.69,-7.97,0.02
21,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2164801037,123349.17,2.72,0.67,0.21,1.07,-3.41,0.02
22,HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3439781976,364926.47,8.05,1.22,0.44,1.64,-3.21,0.02
23,ICICIBANK,ICICI Bank Ltd.,BANKS,12902728680,273924.93,6.04,1.24,0.37,1.15,-2.86,0.02
24,ITC,ITC Ltd.,CIGARETTES,12258631602,231859.76,5.12,0.80,0.31,0.99,-1.33,0.03
25,IBULHSGFIN,Indiabulls Housing Finance Ltd.,FINANCE - HOUSING,855148182,17862.68,0.39,2.43,0.27,4.01,-11.86,0.04
26,IOC,Indian Oil Corporation Ltd.,REFINERIES,94141589220,34096.20,0.75,1.38,0.23,2.36,-10.65,0.03
27,INDUSINDBK,IndusInd Bank Ltd.,BANKS,6927567230,76343.38,1.68,1.35,0.28,2.83,0.17,0.03
28,INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,21826847220,301418.06,6.65,0.51,0.09,1.67,8.42,0.02
29,JSWSTEEL,JSW Steel Ltd.,STEEL AND STEEL PRODUCTS,2417220440,24106.70,0.53,1.30,0.28,2.22,-14.15,0.03
30,KOTAKBANK,Kotak Mahindra Bank Ltd.,BANKS,9545602460,203070.28,4.48,0.97,0.27,1.49,2.87,0.02
31,LT,Larsen & Toubro Ltd.,ENGINEERING,2806182556,171292.75,3.78,1.01,0.36,1.44,-10.68,0.02
32,M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,6215962720,51281.69,1.13,1.30,0.40,1.74,-16.08,0.02
33,MARUTI,Maruti Suzuki India Ltd.,AUTOMOBILES - 4 WHEELERS,1510400300,72700.64,1.60,1.27,0.38,1.84,-16.30,0.02
34,NTPC,NTPC Ltd.,POWER,98945572800,55094.87,1.22,0.67,0.15,1.74,-10.47,0.04
35,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION/PRODUCTION,62901396030,43669.29,0.96,1.05,0.21,2.02,-17.23,0.03
