Annexure II-  Nifty 50 Index : Oct 2022,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ADANIENT,Adani Enterprises Ltd.,TRADING - MINERALS/ MINING,1140001121,91586.32,1.15,1.38,0.46,2.31,-3.13,0.02
2,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,PORT,4224746460,59147.93,0.74,1.38,0.52,2.06,0.35,0.03
3,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,HOSPITAL,718923285,46117.85,0.58,0.89,0.19,1.13,3.06,0.02
4,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790,140102.25,1.76,0.77,0.25,1.14,-7.02,0.02
5,AXISBANK,Axis Bank Ltd.,PRIVATE SECTOR BANK,6143852518,239352.21,3.00,1.05,0.41,2.28,23.57,0.02
6,BAJAJ-AUTO,Bajaj Auto Ltd.,MOTOR CYCLES/SCOOTERS,2848954940,47074.21,0.59,0.70,0.27,1.21,4.08,0.02
7,BAJFINANCE,Bajaj Finance Ltd.,NBFC,1210858466,190310.87,2.39,1.46,0.59,1.69,-2.61,0.02
8,BAJAJFINSV,Bajaj Finserv Ltd.,GENERAL INSURANCE,1592815460,102139.29,1.28,1.39,0.52,1.62,0.55,0.03
9,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES/MARKETING,21692527440,28982.52,0.36,0.92,0.35,0.96,-0.38,0.02
10,BHARTIARTL,Bharti Airtel Ltd.,TELECOM - SERVICES,27816158250,203658.78,2.55,0.78,0.32,1.12,4.01,0.02
11,BRITANNIA,Britannia Industries Ltd.,CONSUMER FOOD,240868296,44454.88,0.56,0.56,0.20,1.02,-1.99,0.02
12,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1614003206,63120.28,0.79,0.27,0.04,0.87,4.70,0.02
13,COALINDIA,Coal India Ltd.,INDUSTRIAL MINERALS,61627283270,51534.58,0.65,0.90,0.20,1.67,15.88,0.03
14,DIVISLAB,Divi's Laboratories Ltd.,PHARMACEUTICALS,530937160,45986.38,0.58,0.74,0.21,1.61,-2.60,0.02
15,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,832242220,53872.72,0.68,0.55,0.17,1.00,2.26,0.02
16,EICHERMOT,Eicher Motors Ltd.,MOTOR CYCLES/SCOOTERS,273455720,53699.31,0.67,1.00,0.36,2.02,4.87,0.02
17,GRASIM,Grasim Industries Ltd.,CEMENT,1316630852,64605.04,0.81,1.18,0.51,1.39,2.80,0.02
18,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,5427330192,110187.96,1.38,0.90,0.39,1.38,11.67,0.02
19,HDFCBANK,HDFC Bank Ltd.,PRIVATE SECTOR BANK,5569959026,658588.06,8.26,1.06,0.56,1.36,5.30,0.02
20,HDFCLIFE,HDFC Life Insurance Company Ltd.,LIFE INSURANCE,21490547510,51104.09,0.64,1.04,0.43,1.25,1.89,0.02
21,HEROMOTOCO,Hero MotoCorp Ltd.,MOTOR CYCLES/SCOOTERS,399644466,34768.12,0.44,0.89,0.31,1.20,5.01,0.02
22,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2247175109,59251.83,0.74,1.25,0.30,2.00,3.87,0.02
23,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2349591262,227737.89,2.86,0.73,0.29,1.54,-5.41,0.01
24,HDFC,Housing Development Finance Corporation Ltd.,HOUSING FINANCE,3627111418,447911.99,5.62,1.21,0.57,1.48,7.96,0.01
25,ICICIBANK,ICICI Bank Ltd.,PRIVATE SECTOR BANK,13934848622,633129.85,7.94,1.03,0.61,1.38,5.42,0.02
26,ITC,ITC Ltd.,CIGARETTES & RELATED PRODUCTS,12399178702,306975.15,3.85,0.70,0.30,1.29,4.97,0.02
27,INDUSINDBK,IndusInd Bank Ltd.,PRIVATE SECTOR BANK,7752250640,74408.12,0.93,1.38,0.41,2.18,-3.59,0.02
28,INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,21038767370,562894.54,7.06,1.01,0.44,1.45,8.79,0.02
29,JSWSTEEL,JSW Steel Ltd.,STEEL,2417220440,63534.34,0.80,1.19,0.33,2.24,6.70,0.03
30,KOTAKBANK,Kotak Mahindra Bank Ltd.,PRIVATE SECTOR BANK,9928208080,279467.74,3.51,1.06,0.50,1.28,4.55,0.02
31,LT,Larsen & Toubro Ltd.,ENGINEERING-DESIGNING-CONSTRUCTION,2810382398,244484.44,3.07,1.08,0.55,1.57,9.49,0.03
32,M&M,Mahindra & Mahindra Ltd.,PASSENGER/UTILITY VEHICLES,6215962720,129095.85,1.62,0.99,0.37,1.14,6.34,0.02
33,MARUTI,Maruti Suzuki India Ltd.,PASSENGER/UTILITY VEHICLES,1510400300,126636.31,1.59,0.93,0.30,1.66,7.92,0.02
34,NTPC,NTPC Ltd.,POWER,96966661340,82246.15,1.03,0.68,0.20,1.24,8.42,0.03
35,NESTLEIND,Nestle India Ltd.,CONSUMER FOOD,964157160,72644.02,0.91,0.54,0.24,1.58,6.37,0.03
36,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION,62901396030,52277.98,0.66,0.48,0.05,1.44,5.72,0.02
37,POWERGRID,Power Grid Corporation of India Ltd.,POWER - TRANSMISSION,69754528640,77981.03,0.98,0.48,0.10,1.20,7.52,0.02
38,RELIANCE,Reliance Industries Ltd.,REFINERIES/MARKETING,67653559330,879696.53,11.03,1.09,0.48,1.26,7.23,0.01
39,SBILIFE,SBI Life Insurance Company Ltd.,LIFE INSURANCE,10007136560,57008.41,0.72,0.86,0.35,1.28,1.24,0.03
40,SBIN,State Bank of India,PUBLIC SECTOR BANK,8924611734,220200.52,2.76,1.10,0.53,1.64,8.14,0.02
41,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2399334970,109794.77,1.38,0.66,0.24,1.05,7.19,0.02
42,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,3659051373,327149.20,4.10,0.85,0.44,1.13,6.28,0.02
43,TATACONSUM,Tata Consumer Products Ltd.,TEA &  COFFEE,921551715,46132.65,0.58,0.96,0.38,1.48,-4.07,0.02
44,TATAMOTORS,Tata Motors Ltd.,PASSENGER/UTILITY VEHICLES,6642350488,74024.01,0.93,1.55,0.57,1.41,2.01,0.02
45,TATASTEEL,Tata Steel Ltd.,STEEL,12221209890,81910.22,1.03,1.28,0.33,1.48,2.27,0.03
46,TECHM,Tech Mahindra Ltd.,COMPUTERS - SOFTWARE,4865797000,67265.75,0.84,1.16,0.44,1.39,5.43,0.03
47,TITAN,Titan Company Ltd.,"GEMS, JEWELLERY AND WATCHES",887786160,115226.21,1.45,1.08,0.44,1.52,5.93,0.02
48,UPL,UPL Ltd.,PESTICIDES AND AGROCHEMICALS,1501215282,38914.65,0.49,0.98,0.33,2.02,8.65,0.03
49,ULTRACEMCO,UltraTech Cement Ltd.,CEMENT,2886719330,77536.70,0.97,0.97,0.40,1.26,7.35,0.03
50,WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,10970932656,57250.99,0.72,1.01,0.43,1.89,-1.95,0.02
,,,,,7973181.45,,,,,,0.02
,,,,,,,,,,,
* Beta & R2 are calculated for the period 01-Nov-2021 to 31-Oct-2022,,,,,,,,,,,
,,,,,,,,,,,
* Beta measures the  degree to which any portfolio of stocks is affected as compared to the effect,,,,,,,,,,,
  on the market as a whole.,,,,,,,,,,,
,,,,,,,,,,,
* The coefficient of determination (R2) measures the strength of relationship between two variables,,,,,,,,,,,
   the return on  a security versus that of the market.,,,,,,,,,,,
,,,,,,,,,,,
* Volatility is the Std. deviation of the daily returns for the period  01-Nov-2021 to 31-Oct-2022,,,,,,,,,,,
,,,,,,,,,,,
* Last day of trading was 31-Oct-2022,,,,,,,,,,,
,,,,,,,,,,,
* Impact Cost for Nifty 50 is for a portfolio of Rs. 50 Lakhs  ,,,,,,,,,,,
,,,,,,,,,,,
* Impact Cost for Nifty 50 is the weightage average impact cost,,,,,,,,,,,
