Annexure II- Nifty Next 50 Index : Mar 2020,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ACC,ACC Ltd.,CEMENT AND CEMENT PRODUCTS,1877872630,8184.24,1.44,0.82,0.45,3.87,-26.68,0.04
2,ADANITRANS,Adani Transmission Ltd.,POWER,10998100830,5197.98,0.91,0.68,0.14,6.50,-24.95,0.68
3,AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3971290458,11439.10,2.01,0.91,0.45,4.43,-24.07,0.06
4,ASHOKLEY,Ashok Leyland Ltd.,AUTOMOBILES - 4 WHEELERS,2935527276,6192.35,1.09,1.21,0.30,9.14,-38.41,0.07
5,AUROPHARMA,Aurobindo Pharma Ltd.,PHARMACEUTICALS,585938609,11619.87,2.04,1.16,0.29,7.57,-18.27,0.05
6,DMART,Avenue Supermarts Ltd.,MISCELLANEOUS,6477746910,32591.16,5.73,0.72,0.28,3.80,-5.87,1.44
7,BAJAJHLDNG,Bajaj Holdings & Investment Ltd.,FINANCE,1112935100,9207.68,1.62,0.86,0.29,7.07,-46.89,0.44
8,BANDHANBNK,Bandhan Bank Ltd.,BANKS,16102182410,8530.13,1.50,1.64,0.35,13.20,-46.87,0.08
9,BANKBARODA,Bank of Baroda,BANKS,9241133172,6433.21,1.13,1.16,0.43,6.39,-29.82,0.08
10,BERGEPAINT,Berger Paints India Ltd.,PAINTS,971129711,12089.35,2.13,0.81,0.37,4.88,-12.11,0.07
11,BIOCON,Biocon Ltd.,PHARMACEUTICALS,6000000000,12012.42,2.11,0.68,0.25,4.40,-5.70,0.05
12,BOSCHLTD,Bosch Ltd.,AUTO ANCILLARIES,294936400,8036.16,1.41,1.02,0.52,5.34,-22.53,0.13
13,CADILAHC,Cadila Healthcare Ltd.,PHARMACEUTICALS,1023742595,6839.88,1.20,0.52,0.15,5.17,2.77,0.08
14,COLPAL,Colgate Palmolive (India) Ltd.,PERSONAL CARE,271985634,16695.10,2.94,0.57,0.32,3.31,-2.54,0.07
15,CONCOR,Container Corporation of India Ltd.,TRAVEL AND TRANSPORT,3046471740,9093.26,1.60,1.01,0.43,6.46,-34.93,0.08
16,DLF,DLF Ltd.,CONSTRUCTION,4950630072,8505.80,1.50,1.32,0.48,6.13,-31.85,0.08
17,DABUR,Dabur India Ltd.,PERSONAL CARE,1767063892,25448.55,4.47,0.63,0.41,3.90,-9.28,0.06
18,DIVISLAB,Divi's Laboratories Ltd.,PHARMACEUTICALS,530937160,25345.45,4.46,0.57,0.25,4.06,-5.60,0.07
19,GICRE,General Insurance Corporation of India,FINANCE,8772000000,2583.88,0.45,0.72,0.13,4.82,-35.74,1.29
20,GODREJCP,Godrej Consumer Products Ltd.,PERSONAL CARE,1022310383,19701.40,3.46,0.78,0.38,5.15,-7.07,0.08
21,HDFCAMC,HDFC Asset Management Company Ltd.,FINANCE,1063144725,8984.85,1.58,0.95,0.33,5.42,-32.74,0.06
22,HDFCLIFE,HDFC Life Insurance Company Ltd.,FINANCE,20181880290,25831.09,4.54,1.16,0.51,7.55,-18.88,0.10
23,HAVELLS,Havells India Ltd.,ELECTRICAL EQUIPMENT,625802834,12026.68,2.11,0.69,0.35,3.66,-21.63,0.06
24,HINDPETRO,Hindustan Petroleum Corporation Ltd.,REFINERIES,15238226250,14194.26,2.50,0.97,0.30,6.39,-3.77,0.06
25,HINDZINC,Hindustan Zinc Ltd.,METALS,8450638000,3939.69,0.69,0.77,0.41,4.60,-9.78,0.10
26,ICICIGI,ICICI Lombard General Insurance Company Ltd.,FINANCE,4544305740,21627.53,3.80,0.92,0.35,6.76,-12.53,0.14
27,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd.,FINANCE,14358522910,12768.32,2.24,1.31,0.50,8.97,-24.54,0.22
28,IBULHSGFIN,Indiabulls Housing Finance Ltd.,FINANCE - HOUSING,855148182,3226.69,0.57,1.26,0.12,9.58,-65.43,0.22
29,INDIGO,InterGlobe Aviation Ltd.,TRAVEL AND TRANSPORT,3847962790,10256.26,1.80,0.52,0.11,4.56,-17.99,0.14
30,L&TFH,L&T Finance Holdings Ltd.,FINANCE,20005079600,3181.41,0.56,1.53,0.57,7.21,-48.67,0.10
31,LUPIN,Lupin Ltd.,PHARMACEUTICALS,905590568,14150.51,2.49,0.38,0.13,3.26,-7.87,0.05
32,MARICO,Marico Ltd.,PERSONAL CARE,1290944398,14192.64,2.50,0.44,0.21,3.59,-8.00,0.06
33,MOTHERSUMI,Motherson Sumi Systems Ltd.,AUTO ANCILLARIES,3157934237,7326.09,1.29,1.33,0.40,7.93,-41.10,0.31
34,NHPC,NHPC Ltd.,POWER,100450348050,4609.16,0.81,0.69,0.23,6.46,-3.16,0.16
35,NMDC,NMDC Ltd.,MINING,3061849659,6858.54,1.21,1.05,0.32,6.13,-12.28,0.10
36,OFSS,Oracle Financial Services Software Ltd.,COMPUTERS - SOFTWARE,429255345,4690.78,0.82,0.78,0.34,5.76,-23.59,0.13
37,PAGEIND,Page Industries Ltd.,TEXTILE PRODUCTS,111538740,9838.85,1.73,0.70,0.24,3.17,-23.40,0.09
38,PETRONET,Petronet LNG Ltd.,GAS,15000000880,14977.50,2.63,0.69,0.35,4.75,-18.69,0.07
39,PIDILITIND,Pidilite Industries Ltd.,CHEMICALS - SPECIALITY,507997780,20671.45,3.63,0.69,0.36,4.60,-10.36,0.06
40,PEL,Piramal Enterprises Ltd.,FINANCE,451092398,11230.73,1.97,1.12,0.26,8.34,-28.09,0.18
41,PFC,Power Finance Corporation Ltd.,FINANCIAL INSTITUTION,26400814080,10681.24,1.88,1.14,0.46,6.16,-15.99,0.08
42,PGHH,Procter & Gamble Hygiene & Health Care Ltd.,PERSONAL CARE,324607360,9667.17,1.70,0.44,0.19,3.56,-7.79,0.20
43,PNB,Punjab National Bank,BANKS,13475131976,3705.32,0.65,0.85,0.27,4.84,-28.19,0.09
44,SBILIFE,SBI Life Insurance Company Ltd.,FINANCE,10000000000,23717.00,4.17,0.85,0.36,5.45,-28.01,0.12
45,SRTRANSFIN,Shriram Transport Finance Co. Ltd.,FINANCE,2268827360,11091.87,1.95,1.63,0.51,10.26,-44.78,0.18
46,SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,712240510,9912.61,1.74,0.97,0.52,4.60,-14.60,0.06
47,NIACL,The New India Assurance Company Ltd.,FINANCE,8240000000,2776.06,0.49,0.75,0.13,6.52,2.60,0.17
48,UBL,United Breweries Ltd.,BREW/DISTILLERIES,264405149,10203.84,1.79,0.68,0.40,3.87,-26.24,0.10
49,MCDOWELL-N,United Spirits Ltd.,BREW/DISTILLERIES,1453277430,14437.29,2.54,0.85,0.39,4.65,-29.39,0.06
50,IDEA,Vodafone Idea Ltd.,TELECOMMUNICATION - SERVICES,287353892400,2226.99,0.39,1.09,0.05,12.89,-19.48,0.68
,,,,,568749.41,,,,,,0.19
,,,,,,,,,,,
* Beta & R2 are calculated for the period 01-Apr-2019 to 31-Mar-2020,,,,,,,,,,,
,,,,,,,,,,,
* Beta measures the  degree to which any portfolio of stocks is affected as compared to the effect,,,,,,,,,,,
  on the market as a whole.,,,,,,,,,,,
,,,,,,,,,,,
* The coefficient of determination (R2) measures the strength of relationship between two variables,,,,,,,,,,,
   the return on  a security versus that of the market.,,,,,,,,,,,
,,,,,,,,,,,
* Volatility is the Std. deviation of the daily returns for the period 01-Apr-2019 to 31-Mar-2020,,,,,,,,,,,
,,,,,,,,,,,
* Last day of trading was 31-Mar-2020,,,,,,,,,,,
,,,,,,,,,,,
* Impact Cost for Nifty Next 50 is for a portfolio of Rs. 25 Lakhs  ,,,,,,,,,,,
,,,,,,,,,,,
* Impact Cost for Nifty Next 50 is the weightage average impact cost,,,,,,,,,,,
