Annexure II- Nifty Next 50 Index : September 2017,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ABB,ABB India Ltd.,ELECTRICAL EQUIPMENT,423816750,7410.97,1.13,0.51,0.04,1.32,4.37,0.07
2,ACC,ACC Ltd.,CEMENT AND CEMENT PRODUCTS,1877871730,14001.51,2.14,1.22,0.30,1.84,-7.96,0.02
3,ASHOKLEY,Ashok Leyland Ltd.,AUTOMOBILES - 4 WHEELERS,2926534926,17652.57,2.70,1.35,0.23,2.12,14.94,0.03
4,DMART,Avenue Supermarts Ltd.,MISCELLANEOUS,6240844860,7403.48,1.13,0.81,0.04,2.76,3.72,0.05
5,BAJAJFINSV,Bajaj Finserv Ltd.,FINANCE,795658900,31169.00,4.77,1.46,0.24,1.76,-6.33,0.04
6,BANKBARODA,Bank of Baroda,BANKS,4608319196,12999.15,1.99,1.53,0.23,1.51,-0.18,0.03
7,BEL,Bharat Electronics Ltd.,ELECTRONICS - INDUSTRIAL,2456990723,12799.94,1.96,1.20,0.23,1.81,-5.75,0.03
8,BHEL,Bharat Heavy Electricals Ltd.,ELECTRICAL EQUIPMENT,7342800000,11403.92,1.75,1.26,0.23,1.63,-2.31,0.03
9,BRITANNIA,Britannia Industries Ltd.,FOOD AND FOOD PROCESSING,240118296,25556.78,3.91,0.86,0.21,0.59,2.68,0.03
10,CADILAHC,Cadila Healthcare Ltd.,PHARMACEUTICALS,1023742595,12037.93,1.84,1.11,0.09,2.24,-5.93,0.04
11,COLPAL,Colgate Palmolive (India) Ltd.,PERSONAL CARE,271985634,14216.89,2.18,0.49,0.08,1.12,-4.12,0.04
12,CONCOR,Container Corporation of India Ltd.,TRAVEL AND TRANSPORT,2437177390,14769.11,2.26,0.65,0.07,1.94,2.03,0.03
13,CUMMINSIND,Cummins India Ltd.,DIESEL ENGINES,554400000,12555.26,1.92,0.89,0.12,1.35,1.29,0.05
14,DLF,DLF Ltd.,CONSTRUCTION,3568116260,7328.02,1.12,2.40,0.28,2.43,-11.21,0.03
15,DABUR,Dabur India Ltd.,PERSONAL CARE,1761520510,17192.44,2.63,0.71,0.14,1.21,-3.21,0.03
16,EMAMILTD,Emami Ltd.,PERSONAL CARE,226967619,6705.09,1.03,0.94,0.12,1.39,0.68,0.07
17,GSKCONS,GlaxoSmithkline Consumer Healthcare Ltd.,FOOD AND FOOD PROCESSING,420555380,5907.56,0.90,0.46,0.08,0.77,-6.60,0.07
18,GLAXO,Glaxosmithkline Pharmaceuticals Ltd.,PHARMACEUTICALS,847030170,5308.13,0.81,0.12,0.01,1.19,4.37,0.10
19,GLENMARK,Glenmark Pharmaceuticals Ltd.,PHARMACEUTICALS,282168156,8947.52,1.37,0.87,0.10,1.49,-1.77,0.02
20,GODREJCP,Godrej Consumer Products Ltd.,PERSONAL CARE,681329518,23171.03,3.55,1.16,0.18,1.42,-1.09,0.04
21,HAVELLS,Havells India Ltd.,ELECTRICAL EQUIPMENT,625148473,11477.54,1.76,1.42,0.24,1.36,-1.06,0.04
22,HINDZINC,Hindustan Zinc Ltd.,METALS,8450638000,7501.63,1.15,1.36,0.19,1.62,0.46,0.03
23,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd.,FINANCE,14354479600,7255.33,1.11,0.70,0.08,1.75,-8.92,0.04
24,IDEA,Idea Cellular Ltd.,TELECOMMUNICATION - SERVICES,36068518830,10615.33,1.63,0.83,0.03,2.19,-14.56,0.05
25,INDIGO,InterGlobe Aviation Ltd.,TRAVEL AND TRANSPORT,3840701650,5476.23,0.84,0.34,0.02,1.78,-10.71,0.03
