Annexure II-  Nifty 50 Index : September 2018,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,SHIPPING,4141903522,25883.17,0.59,1.27,0.25,1.85,-14.15894558,0.05
2,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790,58304.93,1.34,0.74,0.16,1.55,-5.76705891,0.03
3,AXISBANK,Axis Bank Ltd.,BANKS,5137681032,108698.56,2.50,1.34,0.22,1.66,-5.54485945,0.03
4,BAJAJ-AUTO,Bajaj Auto Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2893670200,36549.99,0.84,1.02,0.21,1.86,-2.09118895,0.03
5,BAJFINANCE,Bajaj Finance Ltd.,FINANCE,1155936776,51374.45,1.18,1.24,0.19,2.52,-24.10558006,0.03
6,BAJAJFINSV,Bajaj Finserv Ltd.,FINANCE,795675485,36320.29,0.83,1.22,0.25,2.14,-10.99024867,0.04
7,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,21692527440,29218.53,0.67,1.04,0.12,2.39,3.32781,0.02
8,BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,19987000535,44659.55,1.03,1.25,0.15,2.08,-11.80148496,0.04
9,INFRATEL,Bharti Infratel Ltd.,TELECOMMUNICATION - EQUIPMENT,18496082460,22372.31,0.51,0.64,0.05,2.19,-8.3478564,0.04
10,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1610433594,33179.08,0.76,0.86,0.13,1.37,-1.22328777,0.03
11,COALINDIA,Coal India Ltd.,MINING,62074091770,36359.90,0.83,0.55,0.05,1.81,-6.88931631,0.04
12,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,830149400,30671.94,0.70,0.69,0.06,1.78,1.55096308,0.03
13,EICHERMOT,Eicher Motors Ltd.,AUTOMOBILES - 4 WHEELERS,272677000,32974.01,0.76,0.88,0.14,2.31,-13.80750007,0.02
14,GAIL,GAIL (India) Ltd.,GAS,22550709330,34186.88,0.78,0.75,0.08,1.62,1.82697474,0.03
15,GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,1315182576,40303.77,0.93,1.19,0.22,1.80,-4.30913349,0.03
16,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,2785043328,60591.40,1.39,0.36,0.02,1.15,3.95145492,0.02
17,HDFCBANK,HDFC Bank Ltd.,BANKS,5429877072,430257.89,9.88,0.76,0.27,1.13,-2.67562585,0.02
18,HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399422910,38077.24,0.87,0.72,0.13,2.03,-9.85155818,0.02
19,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2245349407,33516.89,0.77,1.72,0.27,2.44,-3.48812776,0.03
20,HINDPETRO,Hindustan Petroleum Corporation Ltd.,REFINERIES,15238226250,18775.09,0.43,1.16,0.12,2.33,-0.92592593,0.03
21,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2164644695,114893.28,2.64,0.79,0.18,2.03,-9.64552553,0.02
22,HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3386844276,285226.48,6.55,1.22,0.38,2.13,-9.37265942,0.02
23,ITC,I T C Ltd.,CIGARETTES,12231342282,254931.75,5.85,0.84,0.22,1.59,-6.90948882,0.03
24,ICICIBANK,ICICI Bank Ltd.,BANKS,12868342266,196596.10,4.51,1.58,0.27,1.36,-10.81436077,0.03
