Annexure II- Nifty Next 50 Index : Oct 2021,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ACC,ACC Ltd.,CEMENT,1877872630,20758.76,1.61,0.75,0.20,1.47,3.50,0.03
2,ADANIENT,Adani Enterprises Ltd.,TRADING - MINERALS/ MINING,1099810083,41207.78,3.19,1.37,0.19,3.27,-3.03,0.03
3,ADANIGREEN,Adani Green Energy Ltd.,POWER,15640142800,36509.66,2.83,0.55,0.04,2.07,0.55,0.05
4,ADANITRANS,Adani Transmission Ltd.,POWER - TRANSMISSION,10998100830,37845.43,2.93,0.89,0.06,2.63,13.40,0.20
5,AMBUJACEM,Ambuja Cements Ltd.,CEMENT,3971290458,31309.59,2.43,0.79,0.18,1.90,1.15,0.03
6,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,HOSPITAL,718923285,45160.90,3.50,0.70,0.08,1.63,-4.90,0.02
7,AUROPHARMA,Aurobindo Pharma Ltd.,PHARMACEUTICALS,585938609,20411.11,1.58,0.63,0.10,1.49,-4.89,0.03
8,DMART,Avenue Supermarts Ltd.,DIVERSIFIED RETAIL,6477746910,53785.43,4.17,0.80,0.14,3.60,9.06,0.05
9,BAJAJHLDNG,Bajaj Holdings & Investment Ltd.,HOLDING COMPANIES,1112935100,18837.51,1.46,0.50,0.09,1.19,0.44,0.05
10,BANDHANBNK,Bandhan Bank Ltd.,PRIVATE SECTOR BANK,16107006270,20756.86,1.61,1.14,0.21,3.17,2.99,0.03
11,BANKBARODA,Bank of Baroda,PUBLIC SECTOR BANK,10342724358,19109.33,1.48,1.38,0.20,2.56,19.27,0.05
12,BERGEPAINT,Berger Paints India Ltd.,PAINTS,971295037,18955.53,1.47,0.81,0.28,1.84,-8.34,0.03
13,BIOCON,Biocon Ltd.,PHARMACEUTICALS,6003000000,16863.44,1.31,0.79,0.18,2.03,-3.20,0.04
14,BOSCHLTD,Bosch Ltd.,AUTO ANCILLARIES,294936400,15264.71,1.18,0.84,0.16,2.83,9.55,0.04
15,CADILAHC,Cadila Healthcare Ltd.,PHARMACEUTICALS,1023742595,13547.51,1.05,0.59,0.09,1.42,-8.89,0.03
16,CHOLAFIN,Cholamandalam Investment and Finance Company Ltd.,NBFC,1641296888,25493.56,1.98,1.39,0.23,2.38,8.95,0.04
17,COLPAL,Colgate Palmolive (India) Ltd.,PERSONAL CARE,271985634,21643.57,1.68,0.26,0.05,1.02,-7.60,0.03
18,DLF,DLF Ltd.,RESIDENTIAL/COMMERCIAL/SEZ Project,4950630072,25968.17,2.01,1.76,0.37,2.46,-4.46,0.04
19,DABUR,Dabur India Ltd.,PERSONAL CARE,1767856483,35981.63,2.79,0.32,0.07,1.05,-5.06,0.02
20,GAIL,GAIL (India) Ltd.,GAS TRANSMISSION/MARKETING,44403852250,28529.02,2.21,0.96,0.17,1.81,-6.30,0.04
21,GLAND,Gland Pharma Ltd.,PHARMACEUTICALS,164237173,14198.38,1.10,0.13,0.00,2.41,-0.53,0.04
22,GODREJCP,Godrej Consumer Products Ltd.,PERSONAL CARE,1022543380,38103.95,2.95,0.46,0.05,2.00,-7.11,0.04
23,HDFCAMC,HDFC Asset Management Company Ltd.,ASSET MANAGEMENT COMPANIES,1065789070,15445.25,1.20,0.87,0.25,1.01,-8.99,0.02
24,HAVELLS,Havells India Ltd.,CONSUMER ELECTRONICS,626303067,33309.20,2.58,1.00,0.18,2.51,-8.02,0.03
25,HINDPETRO,Hindustan Petroleum Corporation Ltd.,REFINERIES/MARKETING,14185483450,20859.88,1.62,0.76,0.14,2.12,3.47,0.03
