Annexure II-  Nifty 50 Index : October 2018,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,SHIPPING,4141903522,25092.27,0.61,1.32,0.30,3.17,-3.06,0.04
2,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790,55469.26,1.34,0.84,0.23,2.40,-4.86,0.02
3,AXISBANK,Axis Bank Ltd.,BANKS,5137681032,103230.40,2.49,1.28,0.28,2.80,-5.03,0.03
4,BAJAJ-AUTO,Bajaj Auto Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2893670200,35274.97,0.85,0.98,0.23,2.09,-3.49,0.04
5,BAJFINANCE,Bajaj Finance Ltd.,FINANCE,1155936776,56458.58,1.36,1.51,0.28,4.46,9.90,0.03
6,BAJAJFINSV,Bajaj Finserv Ltd.,FINANCE,795675485,32682.64,0.79,1.36,0.32,3.43,-10.02,0.05
7,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,21692527440,21483.41,0.52,1.46,0.19,5.74,-26.47,0.04
8,BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,19987000535,38565.12,0.93,1.17,0.18,3.18,-13.65,0.04
9,INFRATEL,Bharti Infratel Ltd.,TELECOMMUNICATION - EQUIPMENT,18496082460,22908.32,0.55,0.36,0.03,1.93,2.40,0.04
10,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1610433594,31921.01,0.77,0.91,0.18,2.15,-3.79,0.03
11,COALINDIA,Coal India Ltd.,MINING,62074091770,36346.24,0.88,0.54,0.06,2.19,-0.04,0.04
12,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,830149400,30814.95,0.74,0.65,0.07,2.47,0.47,0.03
13,EICHERMOT,Eicher Motors Ltd.,AUTOMOBILES - 4 WHEELERS,272677000,29809.87,0.72,1.15,0.22,3.78,-9.60,0.03
14,GAIL,GAIL (India) Ltd.,GAS,22550709330,33758.41,0.82,0.83,0.11,3.06,-1.25,0.03
15,GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,1315182576,32888.11,0.79,1.24,0.29,2.30,-18.40,0.03
16,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,2785043328,58797.83,1.42,0.47,0.05,2.71,-2.96,0.03
17,HDFCBANK,HDFC Bank Ltd.,BANKS,5429877072,410032.42,9.91,0.68,0.28,1.32,-4.70,0.02
18,HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399422910,35858.74,0.87,0.75,0.17,2.02,-5.83,0.02
19,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2245349407,32166.88,0.78,1.47,0.24,3.28,-4.03,0.03
