Annexure II-  Nifty 50 Index : January 2016,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ACC,ACC Ltd.,CEMENT AND CEMENT PRODUCTS,1881915760,11599.18,0.43,0.83,0.32,1.29,-8.86,0.03
2,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,SHIPPING,4141903522,19225.06,0.71,1.34,0.35,2.55,-18.65,0.04
3,AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3103794842,15073.00,0.56,1.12,0.41,1.55,-3.79,0.03
4,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790,39390.23,1.46,0.95,0.29,1.52,-1.54,0.03
5,AXISBANK,Axis Bank Ltd.,BANKS,4757741920,68449.60,2.54,1.46,0.45,2.78,-9.06,0.03
6,BAJAJ-AUTO,Bajaj Auto Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2893670200,31924.63,1.18,0.91,0.27,1.53,-7.51,0.04
7,BANKBARODA,Bank of Baroda,BANKS,4608319196,11777.81,0.44,1.39,0.27,2.55,-19.95,0.04
8,BHEL,Bharat Heavy Electricals Ltd.,ELECTRICAL EQUIPMENT,4895200000,12540.54,0.46,1.20,0.29,2.68,-18.00,0.04
9,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,7230842480,23081.38,0.85,0.90,0.22,1.68,0.10,0.02
10,BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,19987000510,40038.49,1.48,0.68,0.14,1.52,-14.84,0.04
11,BOSCHLTD,Bosch Ltd.,AUTO ANCILLARIES,313989000,15832.92,0.59,1.13,0.32,1.47,-6.18,0.04
12,CAIRN,Cairn India Ltd.,OIL EXPLORATION/PRODUCTION,18748624810,6938.31,0.26,1.41,0.30,3.47,-11.55,0.05
13,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1606477692,29705.71,1.10,1.08,0.39,1.33,-9.95,0.03
