Annexure II- Nifty Next 50 Index : May 2023,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ABB,ABB India Ltd.,POWER EQUIPMENT,423816750,25071.03,1.87,0.73,0.10,1.49,20.71,0.02
2,ACC,ACC Ltd.,CEMENT,1877872630,16460.24,1.23,1.28,0.26,1.49,0.81,0.02
3,ADANIGREEN,Adani Green Energy Ltd.,POWER,15840324780,12944.99,0.97,1.16,0.06,2.27,2.81,0.49
4,ATGL,Adani Total Gas Ltd.,LPG/CNG/PNG/LNG SUPPLIER,1099810083,8479.76,0.63,1.50,0.09,3.60,-29.72,2.01
5,ADANITRANS,Adani Transmission Ltd.,POWER - TRANSMISSION,11154926830,9655.86,0.72,1.30,0.07,3.53,-24.55,1.06
6,AWL,Adani Wilmar Ltd.,EDIBLE OIL,1299678605,3158.37,0.24,1.45,0.14,3.79,5.89,0.49
7,AMBUJACEM,Ambuja Cements Ltd.,CEMENT,3971290458,35696.42,2.67,1.38,0.16,1.69,6.83,0.03
8,DMART,Avenue Supermarts Ltd.,DIVERSIFIED RETAIL,6477746910,22971.64,1.72,0.76,0.14,1.33,-1.16,0.03
9,BAJAJHLDNG,Bajaj Holdings & Investment Ltd.,HOLDING COMPANIES,1112935100,14642.78,1.09,0.68,0.08,1.86,6.09,0.04
10,BANKBARODA,Bank of Baroda,PUBLIC SECTOR BANK,10342724358,39504.31,2.95,1.49,0.28,1.28,-1.46,0.03
11,BERGEPAINT,Berger Paints India Ltd.,PAINTS,971422485,17393.97,1.30,0.74,0.18,0.92,6.57,0.03
12,BEL,Bharat Electronics Ltd.,DEFENSE,7309778829,46074.95,3.44,0.96,0.18,1.09,8.57,0.03
13,BOSCHLTD,Bosch Ltd.,AUTO ANCILLARIES,294936400,18216.55,1.36,0.84,0.23,1.20,-4.15,0.03
14,CANBK,Canara Bank,PUBLIC SECTOR BANK,18141302520,23843.87,1.78,1.66,0.35,1.36,-2.44,0.03
15,CHOLAFIN,Cholamandalam Investment and Finance Company Ltd.,NBFC,1644059012,47561.48,3.55,1.09,0.20,1.91,20.64,0.02
16,COLPAL,Colgate Palmolive (India) Ltd.,PERSONAL CARE,271985634,24327.66,1.82,0.37,0.07,1.09,-0.23,0.03
17,DLF,DLF Ltd.,RESIDENTIAL/COMMERCIAL/SEZ Project,4950630072,33708.39,2.52,1.38,0.35,1.96,11.43,0.03
18,DABUR,Dabur India Ltd.,PERSONAL CARE,1771763464,37246.96,2.78,0.51,0.10,1.50,4.22,0.02
19,NYKAA,FSN E-Commerce Ventures Ltd.,E-RETAIL/ E-COMMERCE,2851645495,7948.40,0.59,0.75,0.05,1.41,2.00,0.04
20,GAIL,GAIL (India) Ltd.,GAS TRANSMISSION/MARKETING,65750996440,32405.06,2.42,0.68,0.11,1.35,-2.33,0.03
21,GODREJCP,Godrej Consumer Products Ltd.,PERSONAL CARE,1022695318,45934.88,3.43,0.45,0.06,0.80,16.62,0.02
22,HDFCAMC,HDFC Asset Management Company Ltd.,ASSET MANAGEMENT COMPANIES,1067123580,17780.46,1.33,1.04,0.25,1.63,11.27,0.03
23,HAVELLS,Havells India Ltd.,CONSUMER ELECTRONICS,626509738,37596.23,2.81,0.80,0.18,1.28,6.32,0.02
24,HAL,Hindustan Aeronautics Ltd.,AEROSPACE,3343875000,29888.16,2.23,0.96,0.13,1.42,6.74,0.02
25,ICICIGI,ICICI Lombard General Insurance Company Ltd.,GENERAL INSURANCE,4911221030,34626.80,2.59,0.69,0.13,1.96,9.54,0.03
26,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd.,LIFE INSURANCE,14385713960,20760.91,1.55,0.92,0.17,1.60,7.25,0.03
27,IOC,Indian Oil Corporation Ltd.,REFINERIES/MARKETING,141212383830,37901.29,2.83,0.56,0.14,1.02,10.57,0.03
28,IRCTC,Indian Railway Catering And Tourism Corporation Ltd.,TRAVEL,1600000000,22647.38,1.69,1.03,0.28,1.06,5.13,0.03
29,INDUSTOWER,Indus Towers Ltd.,TELECOM - INFRASTRUCTURE,26949369500,14742.57,1.10,0.72,0.07,2.17,-0.74,0.04
30,NAUKRI,Info Edge (India) Ltd.,E-RETAIL/ E-COMMERCE,1291841200,36218.52,2.71,1.53,0.32,2.19,7.88,0.03
31,INDIGO,InterGlobe Aviation Ltd.,AIRLINES,3855470990,29376.97,2.20,0.83,0.16,1.25,17.40,0.02
32,LTIM,LTIMindtree Ltd.,COMPUTERS - SOFTWARE,295818032,52575.41,3.93,1.39,0.32,1.32,13.10,0.03
33,LICI,Life Insurance Corporation of India,LIFE INSURANCE,63249977010,5244.06,0.39,0.83,0.17,0.86,8.23,0.03
34,MARICO,Marico Ltd.,PERSONAL CARE,1293057698,32216.85,2.41,0.40,0.06,1.88,9.40,0.02
35,MUTHOOTFIN,Muthoot Finance Ltd.,NBFC,4014472960,13868.43,1.04,0.76,0.11,2.04,9.29,0.03
36,PIIND,PI Industries Ltd.,PESTICIDES AND AGROCHEMICALS,151718118,33358.24,2.49,0.81,0.12,1.26,6.86,0.03
37,PAGEIND,Page Industries Ltd.,FABRICS AND GARMENTS,111538740,26788.22,2.00,0.57,0.08,2.13,-3.83,0.04
38,PIDILITIND,Pidilite Industries Ltd.,CHEMICALS - SPECIALITY,508314240,45614.35,3.41,0.55,0.12,0.98,7.80,0.02
39,PGHH,Procter & Gamble Hygiene & Health Care Ltd.,PERSONAL CARE,324607360,5914.57,0.44,0.25,0.03,0.58,-3.39,0.06
40,SBICARD,SBI Cards and Payment Services Ltd.,NBFC,9460743890,30845.94,2.30,1.06,0.27,1.23,18.74,0.03
41,SRF,SRF Ltd.,CHEMICALS - SPECIALITY,2964248250,41979.13,3.14,0.97,0.22,1.04,-0.81,0.03
42,MOTHERSON,Samvardhana Motherson International Ltd.,AUTO ANCILLARIES,6776421366,18432.70,1.38,1.05,0.16,1.05,7.70,0.04
43,SHREECEM,Shree Cement Ltd.,CEMENT,360807480,38533.90,2.88,0.66,0.09,1.37,3.41,0.03
44,SIEMENS,Siemens Ltd.,POWER EQUIPMENT,712240510,36268.71,2.71,0.75,0.14,2.29,2.96,0.02
45,TATAPOWER,Tata Power Co. Ltd.,POWER,3195339547,36003.09,2.69,1.08,0.29,1.07,6.19,0.03
46,TORNTPHARM,Torrent Pharmaceuticals Ltd.,PHARMACEUTICALS,1692227200,19241.69,1.44,0.39,0.08,1.71,11.11,0.03
47,MCDOWELL-N,United Spirits Ltd.,BREW/DISTILLERIES,1454701706,29483.28,2.20,0.77,0.16,0.85,13.68,0.02
48,VBL,Varun Beverages Ltd.,BEVERAGES,6495580320,18399.61,1.37,0.76,0.06,2.24,17.25,0.04
49,VEDL,Vedanta Ltd.,ALUMINIUM,3717199039,35597.18,2.66,1.38,0.20,1.63,-0.38,0.02
50,ZOMATO,Zomato Ltd.,E-RETAIL/ E-COMMERCE,8553509770,13164.63,0.98,1.46,0.11,2.06,6.39,0.05
,,,,,1338316.82,,,,,,0.08
,,,,,,,,,,,
* Beta & R2 are calculated for the period 01-Jun-2022 to 31-May-2023,,,,,,,,,,,
,,,,,,,,,,,
* Beta measures the  degree to which any portfolio of stocks is affected as compared to the effect,,,,,,,,,,,
  on the market as a whole.,,,,,,,,,,,
,,,,,,,,,,,
* The coefficient of determination (R2) measures the strength of relationship between two variables,,,,,,,,,,,
   the return on  a security versus that of the market.,,,,,,,,,,,
,,,,,,,,,,,
* Volatility is the Std. deviation of the daily returns for the period  01-Jun-2022 to 31-May-2023,,,,,,,,,,,
,,,,,,,,,,,
* Last day of trading was 31-May-2023,,,,,,,,,,,
,,,,,,,,,,,
* Impact Cost for Nifty Next 50 is for a portfolio of Rs. 25 Lakhs  ,,,,,,,,,,,
,,,,,,,,,,,
* Impact Cost for Nifty Next 50 is the weightage average impact cost,,,,,,,,,,,
