Annexure II- Nifty Next 50 Index : June 2023,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ABB,ABB India Ltd.,POWER EQUIPMENT,423816750,26529.00,1.90,0.77,0.09,1.71,7.20,0.02
2,ACC,ACC Ltd.,CEMENT,1877872630,16581.20,1.19,1.42,0.27,1.21,2.05,0.02
3,ADANIGREEN,Adani Green Energy Ltd.,POWER,15840324780,16073.91,1.15,1.12,0.05,0.96,-3.25,0.04
4,ATGL,Adani Total Gas Ltd.,LPG/CNG/PNG/LNG SUPPLIER,1099810083,8776.54,0.63,1.30,0.07,1.71,-1.44,0.04
5,ADANITRANS,Adani Transmission Ltd.,POWER - TRANSMISSION,11154926830,11268.26,0.81,1.38,0.07,2.90,-1.22,0.33
6,AWL,Adani Wilmar Ltd.,EDIBLE OIL,1299678605,3117.72,0.22,1.29,0.11,1.39,-6.00,0.03
7,AMBUJACEM,Ambuja Cements Ltd.,CEMENT,3971290458,35426.39,2.54,1.55,0.17,1.72,0.54,0.02
8,DMART,Avenue Supermarts Ltd.,DIVERSIFIED RETAIL,6503737030,27135.35,1.94,0.78,0.13,2.10,12.04,0.03
9,BAJAJHLDNG,Bajaj Holdings & Investment Ltd.,HOLDING COMPANIES,1112935100,14825.32,1.06,0.60,0.06,1.37,-3.58,0.04
10,BANKBARODA,Bank of Baroda,PUBLIC SECTOR BANK,10342724358,40121.41,2.88,1.48,0.25,1.31,2.89,0.02
11,BERGEPAINT,Berger Paints India Ltd.,PAINTS,971422485,17899.01,1.28,0.72,0.16,0.93,4.25,0.03
12,BEL,Bharat Electronics Ltd.,DEFENSE,7309778829,50994.60,3.65,0.97,0.17,1.74,12.13,0.03
