Annexure II- Nifty Next 50 Index : Sep 2019,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ACC,ACC Ltd.,CEMENT AND CEMENT PRODUCTS,1877871730,13589.55,1.87,1.31,0.45,2.68,5.81,0.02
2,AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3971290458,14983.98,2.06,1.47,0.53,3.24,0.79,0.03
3,ASHOKLEY,Ashok Leyland Ltd.,AUTOMOBILES - 4 WHEELERS,2935527276,9881.87,1.36,1.79,0.39,5.27,6.59,0.05
4,AUROPHARMA,Aurobindo Pharma Ltd.,PHARMACEUTICALS,585938609,16565.66,2.28,0.76,0.14,1.53,-1.95,0.02
5,DMART,Avenue Supermarts Ltd.,MISCELLANEOUS,6240844860,19739.92,2.71,1.09,0.21,2.92,18.42,0.04
6,BAJAJHLDNG,Bajaj Holdings & Investment Ltd.,FINANCE,1112935100,18395.65,2.53,0.69,0.12,2.89,10.49,0.08
7,BANDHANBNK,Bandhan Bank Ltd.,BANKS,11931112090,7629.59,1.05,1.31,0.19,3.39,4.75,0.04
8,BANKBARODA,Bank of Baroda,BANKS,7693454712,11096.08,1.53,1.51,0.35,2.57,0.49,0.04
9,BERGEPAINT,Berger Paints India Ltd.,PAINTS,971129711,10556.18,1.45,0.97,0.26,2.96,17.78,0.03
10,BIOCON,Biocon Ltd.,PHARMACEUTICALS,6000000000,9898.98,1.36,0.70,0.12,1.41,-5.37,0.03
11,BOSCHLTD,Bosch Ltd.,AUTO ANCILLARIES,294936400,12028.90,1.65,0.87,0.24,2.48,-2.85,0.05
12,CADILAHC,Cadila Healthcare Ltd.,PHARMACEUTICALS,1023742595,5970.98,0.82,0.78,0.17,1.76,3.57,0.05
13,COLPAL,Colgate Palmolive (India) Ltd.,PERSONAL CARE,271985634,20043.59,2.76,0.58,0.15,2.67,18.00,0.03
14,CONCOR,Container Corporation of India Ltd.,TRAVEL AND TRANSPORT,3046471740,16581.18,2.28,0.91,0.24,2.59,18.98,0.04
