Annexure II-  Nifty 50 Index : Sep 2019,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,SHIPPING,4141903522,32576.28,0.69,1.33,0.32,2.26,13.19,0.03
2,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790,79441.77,1.69,0.99,0.36,2.68,9.03,0.02
3,AXISBANK,Axis Bank Ltd.,BANKS,5240552628,138206.47,2.93,1.21,0.43,2.81,3.18,0.03
4,BAJAJ-AUTO,Bajaj Auto Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2893670200,38306.70,0.81,0.89,0.31,2.23,5.51,0.03
5,BAJFINANCE,Bajaj Finance Ltd.,FINANCE,1159788396,96197.52,2.04,1.62,0.43,3.08,21.41,0.02
6,BAJAJFINSV,Bajaj Finserv Ltd.,FINANCE,795680555,51479.58,1.09,1.48,0.45,2.51,19.57,0.03
7,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,21692527440,37731.33,0.80,1.63,0.31,3.91,32.33,0.03
8,BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,25659809250,69696.40,1.48,1.01,0.19,2.14,5.84,0.03
9,INFRATEL,Bharti Infratel Ltd.,TELECOMMUNICATION - EQUIPMENT,18496082460,21891.59,0.46,0.39,0.04,1.35,2.74,0.03
10,BRITANNIA,Britannia Industries Ltd.,FOOD AND FOOD PROCESSING,240318294,34669.12,0.74,0.84,0.25,2.96,8.98,0.02
11,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1611909228,21604.82,0.46,0.58,0.13,1.54,-9.94,0.02
12,COALINDIA,Coal India Ltd.,MINING,61627283270,35717.02,0.76,0.62,0.12,2.52,8.17,0.03
13,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,830728740,32774.62,0.70,0.30,0.03,1.57,5.66,0.02
14,EICHERMOT,Eicher Motors Ltd.,AUTOMOBILES - 4 WHEELERS,272888190,24724.36,0.52,1.63,0.38,4.19,9.27,0.02
15,GAIL,GAIL (India) Ltd.,GAS,45101418660,24871.18,0.53,0.93,0.21,1.97,3.62,0.03
