Annexure II- Nifty Next 50 Index : Aug 2020,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ACC,ACC Ltd.,CEMENT AND CEMENT PRODUCTS,1877872630,11169.77,1.52,0.76,0.40,1.44,-7.27,0.02
2,ABBOTINDIA,Abbott India Ltd.,PHARMACEUTICALS,212493020,8700.05,1.18,0.51,0.19,1.66,5.41,0.06
3,ADANITRANS,Adani Transmission Ltd.,POWER,10998100830,6964.55,0.95,0.58,0.12,3.98,7.40,0.09
4,AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3971290458,15468.87,2.10,0.79,0.39,1.58,-4.34,0.03
5,AUROPHARMA,Aurobindo Pharma Ltd.,PHARMACEUTICALS,585938609,22750.36,3.09,0.95,0.21,2.63,-7.51,0.02
6,DMART,Avenue Supermarts Ltd.,MISCELLANEOUS,6477746910,33540.96,4.56,0.68,0.29,1.88,9.10,0.05
7,BAJAJHLDNG,Bajaj Holdings & Investment Ltd.,FINANCE,1112935100,13415.99,1.82,0.86,0.29,1.82,0.85,0.05
8,BANDHANBNK,Bandhan Bank Ltd.,BANKS,16102708720,12310.52,1.67,1.52,0.31,3.00,-11.39,0.03
9,BANKBARODA,Bank of Baroda,BANKS,9241133172,5880.60,0.80,0.99,0.38,2.49,4.59,0.06
10,BERGEPAINT,Berger Paints India Ltd.,PAINTS,971219780,13055.62,1.77,0.73,0.33,1.87,2.13,0.03
11,BIOCON,Biocon Ltd.,PHARMACEUTICALS,6000000000,16701.06,2.27,0.53,0.20,1.45,-8.17,0.03
12,BOSCHLTD,Bosch Ltd.,AUTO ANCILLARIES,294936400,10960.01,1.49,1.01,0.45,3.18,-2.02,0.05
13,CADILAHC,Cadila Healthcare Ltd.,PHARMACEUTICALS,1023742595,9501.61,1.29,0.42,0.11,1.85,-4.42,0.03
14,COLPAL,Colgate Palmolive (India) Ltd.,PERSONAL CARE,271985634,18168.44,2.47,0.50,0.24,0.95,-4.22,0.03
15,CONCOR,Container Corporation of India Ltd.,TRAVEL AND TRANSPORT,3046471740,10775.37,1.46,1.03,0.41,3.76,-12.88,0.04
16,DLF,DLF Ltd.,CONSTRUCTION,4950630072,9799.15,1.33,1.23,0.49,3.72,12.19,0.04
17,DABUR,Dabur India Ltd.,PERSONAL CARE,1767063892,26836.75,3.65,0.59,0.34,0.92,-7.58,0.02
