Annexure II- Nifty Next 50 Index : Apr 2023,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ABB,ABB India Ltd.,POWER EQUIPMENT,423816750,20769.17,1.65,0.70,0.09,1.57,1.57,0.02
2,ACC,ACC Ltd.,CEMENT,1877872630,16327.33,1.30,1.08,0.23,1.07,5.74,0.02
3,ADANIGREEN,Adani Green Energy Ltd.,POWER,15840324780,12591.47,1.00,1.16,0.06,3.11,7.93,1.28
4,ATGL,Adani Total Gas Ltd.,LPG/CNG/PNG/LNG SUPPLIER,1099810083,12065.60,0.96,1.53,0.11,3.02,8.90,1.14
5,ADANITRANS,Adani Transmission Ltd.,POWER - TRANSMISSION,11154926830,12798.02,1.02,1.32,0.09,3.29,3.67,1.37
6,AWL,Adani Wilmar Ltd.,EDIBLE OIL,1299678605,2982.74,0.24,1.41,0.16,1.42,1.48,0.04
7,AMBUJACEM,Ambuja Cements Ltd.,CEMENT,3971290458,33412.72,2.65,1.10,0.13,1.34,8.47,0.03
8,DMART,Avenue Supermarts Ltd.,DIVERSIFIED RETAIL,6477746910,23240.98,1.84,0.85,0.16,1.75,3.26,0.03
9,BAJAJHLDNG,Bajaj Holdings & Investment Ltd.,HOLDING COMPANIES,1112935100,13802.40,1.10,0.70,0.10,1.54,15.67,0.04
10,BANKBARODA,Bank of Baroda,PUBLIC SECTOR BANK,10342724358,40091.54,3.18,1.53,0.32,1.21,11.19,0.02
11,BERGEPAINT,Berger Paints India Ltd.,PAINTS,971422485,16321.63,1.30,0.80,0.20,1.33,4.93,0.03
12,BEL,Bharat Electronics Ltd.,DEFENSE,7309778829,42439.08,3.37,0.97,0.22,0.97,5.89,0.03
13,BOSCHLTD,Bosch Ltd.,AUTO ANCILLARIES,294936400,19004.78,1.51,1.01,0.34,0.88,0.01,0.03
14,CANBK,Canara Bank,PUBLIC SECTOR BANK,18141302520,24440.54,1.94,1.72,0.40,1.23,11.60,0.03
15,CHOLAFIN,Cholamandalam Investment and Finance Company Ltd.,NBFC,1644059012,39424.12,3.13,1.24,0.28,2.08,14.42,0.03
16,COLPAL,Colgate Palmolive (India) Ltd.,PERSONAL CARE,271985634,24383.46,1.94,0.37,0.08,0.79,5.82,0.02
17,DLF,DLF Ltd.,RESIDENTIAL/COMMERCIAL/SEZ Project,4950630072,30251.66,2.40,1.40,0.41,1.87,19.48,0.03
18,DABUR,Dabur India Ltd.,PERSONAL CARE,1771763464,35738.04,2.84,0.58,0.15,1.21,-2.20,0.02
19,NYKAA,FSN E-Commerce Ventures Ltd.,E-RETAIL/ E-COMMERCE,2851645495,7792.68,0.62,0.83,0.06,2.79,-1.33,0.04
20,GAIL,GAIL (India) Ltd.,GAS TRANSMISSION/MARKETING,65750996440,33178.08,2.63,0.60,0.10,0.99,2.04,0.03
21,GODREJCP,Godrej Consumer Products Ltd.,PERSONAL CARE,1022695318,39387.64,3.13,0.47,0.07,1.54,-6.26,0.03
22,HDFCAMC,HDFC Asset Management Company Ltd.,ASSET MANAGEMENT COMPANIES,1067123580,15980.27,1.27,0.98,0.26,1.01,3.31,0.03
23,HAVELLS,Havells India Ltd.,CONSUMER ELECTRONICS,626509738,35361.35,2.81,0.82,0.22,0.94,3.51,0.03
24,HAL,Hindustan Aeronautics Ltd.,AEROSPACE,3343875000,28000.64,2.22,0.99,0.16,1.05,6.92,0.02
25,ICICIGI,ICICI Lombard General Insurance Company Ltd.,GENERAL INSURANCE,4911221030,31611.12,2.51,0.63,0.14,1.56,0.90,0.04
26,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd.,LIFE INSURANCE,14385713960,19357.54,1.54,0.82,0.17,1.42,-0.28,0.04
27,IOC,Indian Oil Corporation Ltd.,REFINERIES/MARKETING,141212383830,34279.61,2.72,0.50,0.13,0.79,4.49,0.04
28,IRCTC,Indian Railway Catering And Tourism Corporation Ltd.,TRAVEL,1600000000,21542.04,1.71,1.11,0.33,0.81,7.86,0.03
29,INDUSTOWER,Indus Towers Ltd.,TELECOM - INFRASTRUCTURE,26949369500,14852.77,1.18,0.77,0.09,2.03,8.39,0.04
