Annexure II-  Nifty 50 Index : Jun 2022,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,PORT,4224746460,48267.09,0.70,1.44,0.52,1.77,-9.16,0.03
2,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,HOSPITAL,718923285,37603.79,0.54,0.90,0.14,1.85,-7.43,0.02
3,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790,121505.80,1.76,0.77,0.22,1.80,-5.75,0.02
4,AXISBANK,Axis Bank Ltd.,PRIVATE SECTOR BANK,6142734532,168202.81,2.43,1.05,0.41,1.19,-7.06,0.02
5,BAJAJ-AUTO,Bajaj Auto Ltd.,MOTOR CYCLES/SCOOTERS,2893670200,48265.55,0.70,0.66,0.21,2.16,-4.08,0.03
6,BAJFINANCE,Bajaj Finance Ltd.,NBFC,1210858466,143863.31,2.08,1.38,0.54,2.08,-11.21,0.02
7,BAJAJFINSV,Bajaj Finserv Ltd.,GENERAL INSURANCE,795687220,66106.73,0.96,1.33,0.46,2.29,-15.48,0.03
8,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES/MARKETING,21692527440,29435.89,0.43,0.88,0.27,1.76,-5.46,0.02
9,BHARTIARTL,Bharti Airtel Ltd.,TELECOM - SERVICES,27460136340,165517.62,2.39,0.85,0.28,1.67,-2.18,0.02
10,BRITANNIA,Britannia Industries Ltd.,CONSUMER FOOD,240868296,40912.35,0.59,0.54,0.19,1.27,-4.97,0.02
11,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1613814406,49586.38,0.72,0.28,0.04,1.55,-7.63,0.02
12,COALINDIA,Coal India Ltd.,INDUSTRIAL MINERALS,61627283270,38889.28,0.56,0.96,0.19,2.28,-3.78,0.03
13,DIVISLAB,Divi's Laboratories Ltd.,PHARMACEUTICALS,530937160,46260.34,0.67,0.81,0.21,1.19,1.09,0.03
14,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,832129245,53380.66,0.77,0.64,0.18,1.58,0.55,0.02
15,EICHERMOT,Eicher Motors Ltd.,MOTOR CYCLES/SCOOTERS,273428852,38966.85,0.56,0.94,0.30,1.98,0.49,0.02
16,GRASIM,Grasim Industries Ltd.,CEMENT,1316590852,49558.29,0.72,1.19,0.46,1.93,-7.55,0.02
17,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,5427330192,103001.91,1.49,0.92,0.33,1.55,-6.49,0.02
18,HDFCBANK,HDFC Bank Ltd.,PRIVATE SECTOR BANK,5552849616,591334.06,8.55,1.04,0.50,1.08,-2.95,0.02
