Annexure II-  Nifty 50 Index : May 2022,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,PORT,4224746460,53136.54,0.73,1.47,0.41,3.02,-13.61,0.03
2,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,HOSPITAL,718923285,40623.52,0.56,0.95,0.15,2.97,-10.66,0.02
3,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790,128919.59,1.78,0.77,0.22,2.31,-11.66,0.02
4,AXISBANK,Axis Bank Ltd.,PRIVATE SECTOR BANK,6139220726,180883.54,2.49,1.09,0.42,1.95,-5.96,0.03
5,BAJAJ-AUTO,Bajaj Auto Ltd.,MOTOR CYCLES/SCOOTERS,2893670200,50316.44,0.69,0.67,0.23,1.55,3.61,0.03
6,BAJFINANCE,Bajaj Finance Ltd.,NBFC,1210858466,162021.70,2.23,1.37,0.50,2.17,-8.84,0.02
7,BAJAJFINSV,Bajaj Finserv Ltd.,GENERAL INSURANCE,795687220,78214.78,1.08,1.30,0.45,1.89,-13.26,0.03
8,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES/MARKETING,21692527440,31134.85,0.43,0.88,0.27,1.28,-10.04,0.02
9,BHARTIARTL,Bharti Airtel Ltd.,TELECOM - SERVICES,27460136340,165357.25,2.28,0.84,0.27,1.55,-5.25,0.02
10,BRITANNIA,Britannia Industries Ltd.,CONSUMER FOOD,240868296,43053.33,0.59,0.55,0.19,1.66,11.24,0.03
11,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1613628072,51272.06,0.71,0.21,0.02,1.53,1.20,0.02
12,COALINDIA,Coal India Ltd.,INDUSTRIAL MINERALS,61627283270,40418.87,0.56,0.92,0.17,2.77,5.50,0.03
13,DIVISLAB,Divi's Laboratories Ltd.,PHARMACEUTICALS,530937160,45762.11,0.63,0.84,0.21,3.10,-20.29,0.03
14,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,832129245,53087.26,0.73,0.63,0.17,2.05,5.75,0.02
15,EICHERMOT,Eicher Motors Ltd.,MOTOR CYCLES/SCOOTERS,273423102,38776.39,0.53,0.95,0.31,2.45,5.72,0.03
16,GRASIM,Grasim Industries Ltd.,CEMENT,1316590852,53605.13,0.74,1.23,0.49,1.81,-15.58,0.03
17,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,5427330192,110145.63,1.52,0.89,0.30,2.27,-3.57,0.03
18,HDFCBANK,HDFC Bank Ltd.,PRIVATE SECTOR BANK,5544652376,608398.35,8.38,1.06,0.50,1.75,0.31,0.02
19,HDFCLIFE,HDFC Life Insurance Company Ltd.,LIFE INSURANCE,21125226940,55673.00,0.77,1.00,0.38,1.84,2.84,0.02
20,HEROMOTOCO,Hero MotoCorp Ltd.,MOTOR CYCLES/SCOOTERS,399623882,36026.79,0.50,0.89,0.32,1.97,10.66,0.03
21,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2247172724,61720.28,0.85,1.21,0.24,3.44,-12.45,0.09
22,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2349591262,210108.67,2.89,0.65,0.23,1.72,5.30,0.02
23,HDFC,Housing Development Finance Corporation Ltd.,HOUSING FINANCE,3618452048,417343.21,5.75,1.23,0.53,1.85,3.46,0.02
24,ICICIBANK,ICICI Bank Ltd.,PRIVATE SECTOR BANK,13896930854,523115.22,7.21,1.04,0.44,1.72,1.28,0.03
25,ITC,ITC Ltd.,CIGARETTES & RELATED PRODUCTS,12323255932,236805.53,3.26,0.76,0.25,1.76,4.28,0.03
26,INDUSINDBK,IndusInd Bank Ltd.,PRIVATE SECTOR BANK,7746520180,60571.13,0.83,1.32,0.36,2.68,-4.87,0.03
27,INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,21033693205,550296.94,7.58,0.95,0.40,2.25,-4.08,0.02
28,JSWSTEEL,JSW Steel Ltd.,STEEL,2417220440,53299.71,0.73,1.31,0.32,4.05,-24.19,0.04
29,KOTAKBANK,Kotak Mahindra Bank Ltd.,PRIVATE SECTOR BANK,9921868655,271198.21,3.74,1.04,0.41,1.73,3.13,0.02
30,LT,Larsen & Toubro Ltd.,ENGINEERING-DESIGNING-CONSTRUCTION,2809931704,199908.38,2.75,1.11,0.54,2.15,-2.35,0.03
31,M&M,Mahindra & Mahindra Ltd.,PASSENGER/UTILITY VEHICLES,6215962720,99014.01,1.36,0.95,0.32,2.18,12.17,0.02
32,MARUTI,Maruti Suzuki India Ltd.,PASSENGER/UTILITY VEHICLES,1510400300,105884.92,1.46,0.92,0.26,1.98,3.22,0.03
33,NTPC,NTPC Ltd.,POWER,96966661340,74121.32,1.02,0.69,0.16,1.92,-0.13,0.04
34,NESTLEIND,Nestle India Ltd.,CONSUMER FOOD,964157160,63112.33,0.87,0.46,0.16,1.81,-3.48,0.03
35,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION,62901396030,55180.25,0.76,0.46,0.04,3.11,-5.73,0.03
36,POWERGRID,Power Grid Corporation of India Ltd.,POWER - TRANSMISSION,69754528640,79604.57,1.10,0.46,0.08,1.79,2.26,0.03
37,RELIANCE,Reliance Industries Ltd.,REFINERIES/MARKETING,67648761980,908287.12,12.51,1.13,0.50,2.29,-5.65,0.02
38,SBILIFE,SBI Life Insurance Company Ltd.,LIFE INSURANCE,10003705620,51681.74,0.71,0.80,0.27,1.52,6.21,0.04
39,SHREECEM,Shree Cement Ltd.,CEMENT,360807480,29524.99,0.41,0.97,0.34,2.00,-14.68,0.04
40,SBIN,State Bank of India,PUBLIC SECTOR BANK,8924611534,179637.26,2.47,1.17,0.47,1.98,-5.68,0.02
41,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2399334970,92919.05,1.28,0.67,0.20,1.77,-7.33,0.02
42,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,3699051373,348457.30,4.80,0.79,0.36,1.92,-5.14,0.02
43,TATACONSUM,Tata Consumer Products Ltd.,TEA &  COFFEE,921551715,45509.68,0.63,0.95,0.34,1.88,-7.77,0.03
44,TATAMOTORS,Tata Motors Ltd.,PASSENGER/UTILITY VEHICLES,6641324014,79535.50,1.10,1.68,0.37,3.17,1.36,0.03
45,TATASTEEL,Tata Steel Ltd.,STEEL,12221189640,85148.57,1.17,1.36,0.29,4.20,-16.95,0.03
46,TECHM,Tech Mahindra Ltd.,COMPUTERS - SOFTWARE,4856894060,73374.07,1.01,1.10,0.32,2.61,-6.25,0.03
47,TITAN,Titan Company Ltd.,"GEMS, JEWELLERY AND WATCHES",887786160,92464.70,1.27,1.12,0.37,2.17,-9.85,0.02
48,UPL,UPL Ltd.,PESTICIDES AND AGROCHEMICALS,1528090912,42886.79,0.59,0.78,0.21,2.04,-5.26,0.03
49,ULTRACEMCO,UltraTech Cement Ltd.,CEMENT,2886667580,70233.78,0.97,0.92,0.35,1.89,-8.26,0.03
50,WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,10964140230,70759.00,0.97,1.00,0.36,2.34,-6.04,0.02
,,,,,7258531.35,,,,,,0.02
,,,,,,,,,,,
* Beta & R2 are calculated for the period 01-June-2021 to 31-May-2022,,,,,,,,,,,
,,,,,,,,,,,
* Beta measures the  degree to which any portfolio of stocks is affected as compared to the effect,,,,,,,,,,,
  on the market as a whole.,,,,,,,,,,,
,,,,,,,,,,,
* The coefficient of determination (R2) measures the strength of relationship between two variables,,,,,,,,,,,
   the return on  a security versus that of the market.,,,,,,,,,,,
,,,,,,,,,,,
* Volatility is the Std. deviation of the daily returns for the period 01-June-2021 to 31-May-2022,,,,,,,,,,,
,,,,,,,,,,,
* Last day of trading was 31-May-2022,,,,,,,,,,,
,,,,,,,,,,,
* Impact Cost for Nifty 50 is for a portfolio of Rs. 50 Lakhs  ,,,,,,,,,,,
,,,,,,,,,,,
* Impact Cost for Nifty 50 is the weightage average impact cost,,,,,,,,,,,
