Annexure II-  Nifty 50 Index : August 2018,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,SHIPPING,4141903522,26978.50,0.58,1.33,0.26,1.66,-4.15,0.03
2,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790,61873.20,1.34,0.75,0.15,0.77,-5.44,0.02
3,AXISBANK,Axis Bank Ltd.,BANKS,5135809672,111703.22,2.42,1.41,0.23,1.78,17.96,0.02
4,BAJAJ-AUTO,Bajaj Auto Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2893670200,37330.65,0.81,1.03,0.20,0.91,1.66,0.02
5,BAJFINANCE,Bajaj Finance Ltd.,FINANCE,1155936776,67692.00,1.47,1.04,0.14,1.37,5.88,0.02
6,BAJAJFINSV,Bajaj Finserv Ltd.,FINANCE,795675485,40804.85,0.88,1.15,0.22,1.04,-3.29,0.02
7,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,21692527440,28277.51,0.61,1.08,0.12,1.77,-7.09,0.02
8,BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,19987000535,50635.27,1.10,1.15,0.13,1.71,-1.73,0.03
9,INFRATEL,Bharti Infratel Ltd.,TELECOMMUNICATION - EQUIPMENT,18496082460,24410.02,0.53,0.63,0.05,1.04,0.09,0.03
10,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1610280502,33586.79,0.73,0.85,0.11,1.15,3.24,0.02
11,COALINDIA,Coal India Ltd.,MINING,62074091770,37275.18,0.81,0.59,0.06,1.54,9.52,0.03
12,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,829866140,30193.19,0.65,0.74,0.06,1.67,17.12,0.02
