Annexure II- Nifty Next 50 Index : August 2023,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ABB,ABB India Ltd.,POWER EQUIPMENT,423816750,26250.03,1.89,0.72,0.08,1.37,-3.76,0.02
2,ACC,ACC Ltd.,CEMENT,1877872630,18315.77,1.32,1.61,0.28,1.30,-0.60,0.02
3,ADANIENSOL,Adani Energy Solutions Ltd.,POWER - TRANSMISSION,11154926830,11978.45,0.86,1.40,0.07,3.08,-1.07,3.65
4,ADANIGREEN,Adani Green Energy Ltd.,POWER,15840324780,15851.84,1.14,1.24,0.05,2.43,-15.06,0.04
5,ATGL,Adani Total Gas Ltd.,LPG/CNG/PNG/LNG SUPPLIER,1099810083,8562.87,0.62,1.21,0.05,1.35,-4.20,0.03
6,AWL,Adani Wilmar Ltd.,EDIBLE OIL,1299678605,2746.36,0.20,1.49,0.13,1.59,-12.72,0.03
7,AMBUJACEM,Ambuja Cements Ltd.,CEMENT,3971290458,35593.17,2.56,1.78,0.19,1.76,-7.47,0.03
8,DMART,Avenue Supermarts Ltd.,DIVERSIFIED RETAIL,6503737030,26074.51,1.88,0.59,0.07,0.96,-0.86,0.03
9,BAJAJHLDNG,Bajaj Holdings & Investment Ltd.,HOLDING COMPANIES,1112935100,15812.99,1.14,0.53,0.04,1.30,-1.40,0.03
10,BANKBARODA,Bank of Baroda,PUBLIC SECTOR BANK,10342724358,39401.35,2.83,1.51,0.25,1.34,-7.44,0.03
11,BERGEPAINT,Berger Paints India Ltd.,PAINTS,971422485,18946.13,1.36,0.59,0.11,1.09,5.30,0.03
12,BEL,Bharat Electronics Ltd.,DEFENSE,7309778829,53953.35,3.88,1.09,0.19,1.60,1.91,0.03
13,BOSCHLTD,Bosch Ltd.,AUTO ANCILLARIES,294936400,17965.62,1.29,0.66,0.16,0.94,-2.09,0.03
14,CANBK,Canara Bank,PUBLIC SECTOR BANK,18141302520,24320.73,1.75,1.72,0.34,1.33,-6.96,0.03
