Annexure II- Nifty Next 50 Index : Feb 2021,,,,,,,,,,,
,,,,,,,,,,,
Sr. No,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%)
1,ACC,ACC Ltd.,CEMENT AND CEMENT PRODUCTS,1877872630,14646.28,1.53,0.73,0.37,2.37,8.06,0.03
2,ABBOTINDIA,Abbott India Ltd.,PHARMACEUTICALS,212493020,7644.14,0.80,0.44,0.18,1.14,1.18,0.05
3,ADANIGREEN,Adani Green Energy Ltd.,POWER,15640142800,45350.55,4.74,0.47,0.08,2.08,15.42,0.25
4,ADANITRANS,Adani Transmission Ltd.,POWER,10998100830,20621.44,2.16,0.67,0.15,3.85,62.99,0.07
5,ALKEM,Alkem Laboratories Ltd.,PHARMACEUTICALS,239130000,11391.17,1.19,0.24,0.05,1.38,-9.47,0.06
6,AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3971290458,20093.74,2.10,0.75,0.37,2.68,12.39,0.03
7,AUROPHARMA,Aurobindo Pharma Ltd.,PHARMACEUTICALS,585938609,24052.55,2.52,0.89,0.26,1.50,-5.53,0.03
8,DMART,Avenue Supermarts Ltd.,MISCELLANEOUS,6477746910,44610.04,4.67,0.62,0.26,2.59,12.92,0.06
9,BAJAJHLDNG,Bajaj Holdings & Investment Ltd.,FINANCE,1112935100,18180.80,1.90,0.83,0.28,1.09,11.82,0.06
10,BANDHANBNK,Bandhan Bank Ltd.,BANKS,16103718760,23351.20,2.44,1.54,0.34,2.34,11.57,0.04
11,BANKBARODA,Bank of Baroda,BANKS,9241133172,10259.51,1.07,1.01,0.30,4.46,25.50,0.05
12,BERGEPAINT,Berger Paints India Ltd.,PAINTS,971219780,16507.09,1.73,0.67,0.35,1.79,-3.82,0.03
13,BIOCON,Biocon Ltd.,PHARMACEUTICALS,6000000000,17324.88,1.81,0.62,0.24,1.85,4.95,0.04
